ENSSPUP00000009753	ENSSPUG00000007511	Sphenodon_punctatus
ENSSMRP00000008347	ENSSMRG00000006691	Salvator_merianae
ENSCPBP00000011269	ENSCPBG00000008597	Chrysemys_picta_bellii
ENSGAGP00000021997	ENSGAGG00000016137	Gopherus_agassizii
ENSPSIP00000006101	ENSPSIG00000005661	Pelodiscus_sinensis
ENSOANP00000020384	ENSOANG00000012890	Ornithorhynchus_anatinus
ENSXETP00000022471	ENSXETG00000005752	Xenopus_tropicalis
ENSLACP00000008531	ENSLACG00000007549	Latimeria_chalumnae
ENSDCDP00000004766	ENSDCDG00000002379	Denticeps_clupeoides	ENSDCDT00000005220
ENSCHAP00000062091	ENSCHAG00000027637	Clupea_harengus	ENSCHAT00000066818
ENSAMXP00000031934	ENSAMXG00000030904	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000042868
ENSAMXP00005037068	ENSAMXG00005017669	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000042813	ENSAMXG00000035395	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005037036	ENSAMXG00005017642	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035587	ENSPNAG00000025690	Pygocentrus_nattereri
ENSEEEP00000042484	ENSEEEG00000020061	Electrophorus_electricus
ENSIPUP00000026997	ENSIPUG00000018278	Ictalurus_punctatus
ENSDARP00000116324	ENSDARG00000038876	Danio_rerio
ENSHHUP00000048976	ENSHHUG00000029679	Hucho_hucho
ENSELUP00000040094	ENSELUG00000020460	Esox_lucius
ENSMALP00000001927	ENSMALG00000001437	Monopterus_albus
ENSMAMP00000032686	ENSMAMG00000021989	Mastacembelus_armatus
ENSATEP00000024492	ENSATEG00000017019	Anabas_testudineus
ENSBSLP00000012391	ENSBSLG00000006281	Betta_splendens
ENSLCAP00010037584	ENSLCAG00010017618	Lates_calcarifer
ENSLCRP00005034528	ENSLCRG00005013547	Larimichthys_crocea
ENSMMOP00000006726	ENSMMOG00000005253	Mola_mola
ENSLBEP00000033314	ENSLBEG00000025097	Labrus_bergylta
ENSCGOP00000009810	ENSCGOG00000005030	Cottoperca_gobio
ENSPMGP00000010054	ENSPMGG00000008337	Periophthalmus_magnuspinnatus
ENSHCOP00000019332	ENSHCOG00000004571	Hippocampus_comes
ENSAPEP00000002739	ENSAPEG00000001989	Amphiprion_percula
ENSAOCP00000012066	ENSAOCG00000016476	Amphiprion_ocellaris
ENSAPOP00000029042	ENSAPOG00000014623	Acanthochromis_polyacanthus
ENSSPAP00000011086	ENSSPAG00000008433	Stegastes_partitus
ENSPRNP00000005737	ENSPRNG00000003444	Parambassis_ranga
ENSPNYP00000028573	ENSPNYG00000021523	Pundamilia_nyererei
ENSMZEP00005023094	ENSMZEG00005017297	Maylandia_zebra
ENSHBUP00000021080	ENSHBUG00000000714	Haplochromis_burtoni
ENSNBRP00000007390	ENSNBRG00000005771	Neolamprologus_brichardi
ENSONIP00000018331	ENSONIG00000014568	Oreochromis_niloticus
ENSACIP00000005138	ENSACIG00000004061	Amphilophus_citrinellus
ENSPMEP00000011129	ENSPMEG00000013204	Poecilia_mexicana
ENSPFOP00000009062	ENSPFOG00000009097	Poecilia_formosa
ENSPLAP00000029962	ENSPLAG00000020650	Poecilia_latipinna
ENSPREP00000025922	ENSPREG00000017496	Poecilia_reticulata
ENSXMAP00000006039	ENSXMAG00000006020	Xiphophorus_maculatus
ENSXCOP00000006882	ENSXCOG00000005318	Xiphophorus_couchianus
ENSFHEP00000026530	ENSFHEG00000009433	Fundulus_heteroclitus
ENSCVAP00000001294	ENSCVAG00000002258	Cyprinodon_variegatus
ENSKMAP00000005990	ENSKMAG00000004549	Kryptolebias_marmoratus
ENSORLP00020023304	ENSORLG00020004048	Oryzias_latipes_ASM223471v1
ENSORLP00000034185	ENSORLG00000028113	Oryzias_latipes_ASM223467v1
ENSORLP00015020472	ENSORLG00015021604	Oryzias_latipes_ASM223469v1
ENSOMEP00000014467	ENSOMEG00000015975	Oryzias_melastigma
ENSHHUP00000064756	ENSHHUG00000038259	Hucho_hucho
ENSGAFP00000007733	ENSGAFG00000005264	Gambusia_affinis
ENSGMOP00000000569	ENSGMOG00000000588	Gadus_morhua
ENSPKIP00000024484	ENSPKIG00000007726	Paramormyrops_kingsleyae
ENSSFOP00015018930	ENSSFOG00015012167	Scleropages_formosus
ENSLOCP00000016316	ENSLOCG00000013243	Lepisosteus_oculatus
ENSECRP00000025994	ENSECRG00000017563	Erpetoichthys_calabaricus
ENSCMIP00000034139	ENSCMIG00000014501	Callorhinchus_milii
ENSGAFP00000008124	ENSGAFG00000005526	Gambusia_affinis
ENSPMAP00000004672	ENSPMAG00000004276	Petromyzon_marinus
