ENSABRP00000009040	ENSABRG00000008082	Anser_brachyrhynchus	ENSABRT00000012872
ENSAPLP00000010319	ENSAPLG00000010596	Anas_platyrhynchos_platyrhynchos
ENSGALP00000041160	ENSGALG00000029166	Gallus_gallus
ENSCJPP00005024858	ENSCJPG00005019554	Coturnix_japonica
ENSNMEP00000015499	ENSNMEG00000013755	Numida_meleagris
ENSLSDP00000007251	ENSLSDG00000005460	Lonchura_striata_domestica
ENSTGUP00000009935	ENSTGUG00000009637	Taeniopygia_guttata
ENSJHYP00000000524	ENSJHYG00000000495	Junco_hyemalis
ENSZALP00000007736	ENSZALG00000006836	Zonotrichia_albicollis
ENSSCAP00000023218	ENSSCAG00000016648	Serinus_canaria
ENSPMJP00000004746	ENSPMJG00000004084	Parus_major
ENSCCEP00000025250	ENSCCEG00000022302	Cyanistes_caeruleus
ENSFALP00000008793	ENSFALG00000008438	Ficedula_albicollis
ENSLCOP00000023527	ENSLCOG00000016504	Lepidothrix_coronata
ENSMVIP00005026420	ENSMVIG00005018419	Manacus_vitellinus
ENSMUNP00000009785	ENSMUNG00000007725	Melopsittacus_undulatus
ENSCPGP00000025673	ENSCPGG00000017714	Calidris_pygmaea
ENSCPUP00000013970	ENSCPUG00000009875	Calidris_pugnax
ENSAOWP00000007993	ENSAOWG00000005479	Apteryx_owenii
ENSAHAP00000021944	ENSAHAG00000015420	Apteryx_haastii
ENSARWP00000001100	ENSARWG00000000898	Apteryx_rowi
ENSDNVP00000021512	ENSDNVG00000015041	Dromaius_novaehollandiae
ENSNPEP00000012035	ENSNPEG00000009001	Nothoprocta_perdicaria
ENSCABP00000000816	ENSCABG00000000706	Chelonoidis_abingdonii
ENSGAGP00000026333	ENSGAGG00000019202	Gopherus_agassizii
ENSCPBP00000016214	ENSCPBG00000011961	Chrysemys_picta_bellii
ENSPVIP00000005111	ENSPVIG00000004164	Pogona_vitticeps
ENSACAP00000002675	ENSACAG00000002776	Anolis_carolinensis
ENSNSUP00000009581	ENSNSUG00000007330	Notechis_scutatus
ENSSMRP00000028182	ENSSMRG00000021684	Salvator_merianae
ENSSPUP00000016396	ENSSPUG00000012702	Sphenodon_punctatus
ENSPVAP00000003192	ENSPVAG00000003379	Pteropus_vampyrus
ENSMLUP00000008479	ENSMLUG00000009303	Myotis_lucifugus
ENSSARP00000000174	ENSSARG00000000191	Sorex_araneus
ENSEEUP00000010742	ENSEEUG00000011797	Erinaceus_europaeus
ENSUAMP00000012705	ENSUAMG00000010282	Ursus_americanus
ENSUMAP00000031051	ENSUMAG00000022418	Ursus_maritimus
ENSAMEP00000000115	ENSAMEG00000000112	Ailuropoda_melanoleuca
ENSMPUP00000016934	ENSMPUG00000017040	Mustela_putorius_furo
ENSNVIP00000026000	ENSNVIG00000020107	Neovison_vison
ENSCAFP00020007430	ENSCAFG00020006013	Canis_lupus_dingo
ENSVVUP00000031983	ENSVVUG00000023233	Vulpes_vulpes
ENSPPRP00000017702	ENSPPRG00000009577	Panthera_pardus
ENSPTIP00000012288	ENSPTIG00000012419	Panthera_tigris_altaica
ENSFCAP00000018783	ENSFCAG00000024320	Felis_catus
ENSCHIP00000022848	ENSCHIG00000020670	Capra_hircus
ENSOARP00000011630	ENSOARG00000010847	Ovis_aries
ENSBMUP00000025955	ENSBMUG00000019460	Bos_mutus
ENSBTAP00000016906	ENSBTAG00000012719	Bos_taurus
ENSBBBP00000012965	ENSBBBG00000020612	Bison_bison_bison
ENSTTRP00000009383	ENSTTRG00000009894	Tursiops_truncatus
ENSVPAP00000002176	ENSVPAG00000002353	Vicugna_pacos
ENSSSCP00000020755	ENSSSCG00000010521	Sus_scrofa_strain_reference
ENSEASP00005012433	ENSEASG00005008673	Equus_asinus_asinus
ENSECAP00000007134	ENSECAG00000041844	Equus_caballus
ENSLAFP00000008917	ENSLAFG00000010656	Loxodonta_africana
ENSPCAP00000008748	ENSPCAG00000009407	Procavia_capensis
ENSDORP00000016443	ENSDORG00000029750	Dipodomys_ordii
ENSCCNP00000020508	ENSCCNG00000020457	Castor_canadensis
ENSCLAP00000003065	ENSCLAG00000002195	Chinchilla_lanigera
ENSODEP00000021721	ENSODEG00000015973	Octodon_degus
ENSCPOP00000032658	ENSCPOG00000033582	Cavia_porcellus
ENSCAPP00000003989	ENSCAPG00000006633	Cavia_aperea
ENSFDAP00000012855	ENSFDAG00000020174	Fukomys_damarensis
ENSFDAP00000002318	ENSFDAG00000012067	Fukomys_damarensis
ENSHGLP00100014794	ENSHGLG00100010953	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000009564	ENSHGLG00000006858	Heterocephalus_glaber_HetGla_female_1.0
MGP_SPRETEiJ_P0050815	MGP_SPRETEiJ_G0023883	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000018883	ENSMSIG00000016084	Mus_spicilegus
ENSMUSP00000026170	ENSMUSG00000025171	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048811	MGP_CAROLIEiJ_G0022962	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0021774	MGP_PahariEiJ_G0014452	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018485	ENSRNOG00000013813	Rattus_norvegicus
ENSMUGP00000008903	ENSMUGG00000007995	Meriones_unguiculatus
ENSCGRP00015032670	ENSCGRG00015024650	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001021218	ENSCGRG00001020134	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017108	ENSCGRG00000012443	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000021959	ENSMAUG00000019537	Mesocricetus_auratus
ENSPEMP00000036220	ENSPEMG00000024360	Peromyscus_maniculatus_bairdii
ENSMOCP00000005393	ENSMOCG00000004869	Microtus_ochrogaster
ENSNGAP00000025909	ENSNGAG00000023711	Nannospalax_galili
ENSJJAP00000010328	ENSJJAG00000013950	Jaculus_jaculus
ENSSTOP00000005976	ENSSTOG00000006700	Ictidomys_tridecemlineatus
ENSSDAP00000025361	ENSSDAG00000023055	Spermophilus_dauricus
ENSMMMP00000024750	ENSMMMG00000021672	Marmota_marmota_marmota
ENSUPAP00010018431	ENSUPAG00010014630	Urocitellus_parryii
ENSOGAP00000007871	ENSOGAG00000008777	Otolemur_garnettii
ENSPANP00000020787	ENSPANG00000021352	Papio_anubis
ENSCSAP00000002165	ENSCSAG00000005855	Chlorocebus_sabaeus
ENSMNEP00000031193	ENSMNEG00000039022	Macaca_nemestrina
ENSMFAP00000027018	ENSMFAG00000044920	Macaca_fascicularis
ENSMMUP00000072384	ENSMMUG00000063092	Macaca_mulatta
ENSTGEP00000019657	ENSTGEG00000015839	Theropithecus_gelada
