ENSPMAP00000002616	ENSPMAG00000002383	Petromyzon_marinus	ENSPMAT00000002628
ENSEBUP00000019695	ENSEBUG00000012218	Eptatretus_burgeri	ENSEBUT00000020271
ENSABRP00000023978	ENSABRG00000020145	Anser_brachyrhynchus
ENSAPLP00000020012	ENSAPLG00000006496	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000016010	ENSMGAG00000015096	Meleagris_gallopavo
ENSCJPP00005026227	ENSCJPG00005020433	Coturnix_japonica
ENSGALP00000048050	ENSGALG00000017092	Gallus_gallus
ENSNMEP00000022648	ENSNMEG00000019369	Numida_meleagris
ENSCPGP00000013252	ENSCPGG00000009395	Calidris_pygmaea
ENSCPUP00000019535	ENSCPUG00000013422	Calidris_pugnax
ENSMUNP00000006357	ENSMUNG00000005112	Melopsittacus_undulatus
ENSLSDP00000000146	ENSLSDG00000000150	Lonchura_striata_domestica
ENSTGUP00000011983	ENSTGUG00000011627	Taeniopygia_guttata
ENSSCAP00000008641	ENSSCAG00000006588	Serinus_canaria
ENSJHYP00000014956	ENSJHYG00000011534	Junco_hyemalis
ENSZALP00000014018	ENSZALG00000011644	Zonotrichia_albicollis
ENSPMJP00000023691	ENSPMJG00000017474	Parus_major
ENSCCEP00000027215	ENSCCEG00000023775	Cyanistes_caeruleus
ENSFALP00000008928	ENSFALG00000008554	Ficedula_albicollis
ENSLCOP00000004988	ENSLCOG00000003749	Lepidothrix_coronata
ENSMVIP00005001552	ENSMVIG00005001211	Manacus_vitellinus
ENSAOWP00000013816	ENSAOWG00000009381	Apteryx_owenii
ENSAHAP00000004229	ENSAHAG00000003028	Apteryx_haastii
ENSARWP00000012842	ENSARWG00000008811	Apteryx_rowi
ENSDNVP00000006896	ENSDNVG00000004633	Dromaius_novaehollandiae
ENSNPEP00000013564	ENSNPEG00000010133	Nothoprocta_perdicaria
ENSCPRP00005017552	ENSCPRG00005012241	Crocodylus_porosus
ENSCABP00000001744	ENSCABG00000001412	Chelonoidis_abingdonii
ENSGAGP00000009345	ENSGAGG00000007392	Gopherus_agassizii
ENSCPBP00000029004	ENSCPBG00000020461	Chrysemys_picta_bellii
ENSPSIP00000014233	ENSPSIG00000012768	Pelodiscus_sinensis
ENSACAP00000022238	ENSACAG00000009278	Anolis_carolinensis
ENSPVIP00000028697	ENSPVIG00000021025	Pogona_vitticeps
ENSNSUP00000018108	ENSNSUG00000012955	Notechis_scutatus
ENSSMRP00000016825	ENSSMRG00000013117	Salvator_merianae
ENSSPUP00000006311	ENSSPUG00000004768	Sphenodon_punctatus
ENSUMAP00000023324	ENSUMAG00000016986	Ursus_maritimus
ENSUAMP00000030296	ENSUAMG00000023233	Ursus_americanus
ENSAMEP00000002458	ENSAMEG00000002349	Ailuropoda_melanoleuca
ENSCAFP00000043143	ENSCAFG00000006733	Canis_lupus_familiaris
ENSCAFP00020032371	ENSCAFG00020025181	Canis_lupus_dingo
ENSVVUP00000012694	ENSVVUG00000009313	Vulpes_vulpes
ENSNVIP00000003649	ENSNVIG00000002913	Neovison_vison
ENSMPUP00000004948	ENSMPUG00000004987	Mustela_putorius_furo
ENSPTIP00000011196	ENSPTIG00000011675	Panthera_tigris_altaica
ENSPPRP00000016043	ENSPPRG00000008505	Panthera_pardus
ENSFCAP00000039857	ENSFCAG00000018643	Felis_catus
ENSECAP00000025616	ENSECAG00000014810	Equus_caballus
ENSEASP00005032861	ENSEASG00005022467	Equus_asinus_asinus
ENSVPAP00000005900	ENSVPAG00000006357	Vicugna_pacos
ENSSSCP00000009944	ENSSSCG00000009319	Sus_scrofa_strain_reference
ENSCHIP00000007403	ENSCHIG00000010876	Capra_hircus
ENSOARP00000013179	ENSOARG00000012298	Ovis_aries
