FBpp0072671	FBgn0025820	Drosophila_melanogaster
Y77E11A.4.1	WBGene00002180	Caenorhabditis_elegans_strain_N2
ENSLACP00000003588	ENSLACG00000003195	Latimeria_chalumnae	ENSLACT00000003620
ENSLOCP00000010385	ENSLOCG00000008537	Lepisosteus_oculatus	ENSLOCT00000010399
ENSAHAP00000015185	ENSAHAG00000010915	Apteryx_haastii
ENSARWP00000011287	ENSARWG00000007843	Apteryx_rowi
ENSNPEP00000006511	ENSNPEG00000004923	Nothoprocta_perdicaria
ENSGALP00000072283	ENSGALG00000046828	Gallus_gallus
ENSCJPP00005017417	ENSCJPG00005014218	Coturnix_japonica
ENSNMEP00000006046	ENSNMEG00000006195	Numida_meleagris
ENSABRP00000020818	ENSABRG00000017699	Anser_brachyrhynchus
ENSCPGP00000006338	ENSCPGG00000004552	Calidris_pygmaea
ENSTGUP00000017658	ENSTGUG00000017380	Taeniopygia_guttata
ENSLSDP00000016438	ENSLSDG00000011825	Lonchura_striata_domestica
ENSFALP00000004741	ENSFALG00000004554	Ficedula_albicollis
ENSJHYP00000011882	ENSJHYG00000009254	Junco_hyemalis
ENSPMJP00000003507	ENSPMJG00000003060	Parus_major
ENSCPRP00005003447	ENSCPRG00005002527	Crocodylus_porosus
ENSGAGP00000000946	ENSGAGG00000000752	Gopherus_agassizii
ENSCPBP00000035417	ENSCPBG00000024677	Chrysemys_picta_bellii
ENSNSUP00000001717	ENSNSUG00000001462	Notechis_scutatus
ENSPVIP00000031930	ENSPVIG00000023449	Pogona_vitticeps
ENSSMRP00000000985	ENSSMRG00000000849	Salvator_merianae
ENSSPUP00000004529	ENSSPUG00000003456	Sphenodon_punctatus
ENSVURP00010029201	ENSVURG00010022348	Vombatus_ursinus
ENSVURP00010021969	ENSVURG00010016839	Vombatus_ursinus
ENSPCIP00000040098	ENSPCIG00000029351	Phascolarctos_cinereus
ENSMEUP00000008796	ENSMEUG00000009659	Notamacropus_eugenii
ENSMODP00000021581	ENSMODG00000017296	Monodelphis_domestica
ENSCHOP00000002234	ENSCHOG00000002520	Choloepus_hoffmanni
ENSDNOP00000000560	ENSDNOG00000000740	Dasypus_novemcinctus
ENSLAFP00000014986	ENSLAFG00000017882	Loxodonta_africana
ENSPCAP00000002990	ENSPCAG00000003210	Procavia_capensis
ENSETEP00000006707	ENSETEG00000008256	Echinops_telfairi
ENSCHIP00000024106	ENSCHIG00000021425	Capra_hircus
ENSOARP00000001847	ENSOARG00000001762	Ovis_aries
ENSBIXP00005002455	ENSBIXG00005000281	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000023704	ENSBIXG00000026104	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000036093	ENSBMUG00000026805	Bos_mutus
ENSBTAP00000019557	ENSBTAG00000014694	Bos_taurus
ENSBBBP00000019787	ENSBBBG00000002677	Bison_bison_bison
ENSTTRP00000010599	ENSTTRG00000011180	Tursiops_truncatus
ENSSSCP00000043036	ENSSSCG00000006559	Sus_scrofa_strain_reference
ENSUMAP00000027947	ENSUMAG00000020309	Ursus_maritimus
ENSAMEP00000012558	ENSAMEG00000011934	Ailuropoda_melanoleuca
ENSCAFP00000065150	ENSCAFG00000041170	Canis_lupus_familiaris
ENSCAFP00020011506	ENSCAFG00020009267	Canis_lupus_dingo
ENSVVUP00000039799	ENSVVUG00000028352	Vulpes_vulpes
ENSPPRP00000016923	ENSPPRG00000009055	Panthera_pardus
ENSFCAP00000011679	ENSFCAG00000012590	Felis_catus
ENSECAP00000040472	ENSECAG00000035110	Equus_caballus
ENSEASP00005000812	ENSEASG00005000689	Equus_asinus_asinus
ENSTSYP00000031160	ENSTSYG00000029319	Carlito_syrichta
ENSCCNP00000021486	ENSCCNG00000021268	Castor_canadensis
ENSDORP00000024235	ENSDORG00000028390	Dipodomys_ordii
ENSHGLP00000006844	ENSHGLG00000004994	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021792	ENSHGLG00100016040	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006445	ENSFDAG00000015198	Fukomys_damarensis
ENSCLAP00000014276	ENSCLAG00000009842	Chinchilla_lanigera
ENSODEP00000017367	ENSODEG00000012805	Octodon_degus
ENSCPOP00000011618	ENSCPOG00000012906	Cavia_porcellus
ENSUPAP00010019100	ENSUPAG00010015137	Urocitellus_parryii
ENSSTOP00000012847	ENSSTOG00000014348	Ictidomys_tridecemlineatus
ENSNGAP00000008257	ENSNGAG00000011293	Nannospalax_galili
ENSNGAP00000026586	ENSNGAG00000024192	Nannospalax_galili
ENSMSIP00000033233	ENSMSIG00000027805	Mus_spicilegus
ENSMUSP00000029546	ENSMUSG00000027937	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0061154	MGP_SPRETEiJ_G0026171	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0058800	MGP_CAROLIEiJ_G0025228	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0069759	MGP_PahariEiJ_G0026672	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000060227	ENSRNOG00000016379	Rattus_norvegicus
ENSMUGP00000007598	ENSMUGG00000006917	Meriones_unguiculatus
ENSCGRP00000023650	ENSCGRG00000017126	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015007903	ENSCGRG00015006173	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001015742	ENSCGRG00001016269	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004573	ENSMAUG00000006012	Mesocricetus_auratus
ENSPEMP00000034149	ENSPEMG00000025697	Peromyscus_maniculatus_bairdii
ENSMOCP00000009437	ENSMOCG00000009598	Microtus_ochrogaster
ENSTBEP00000010946	ENSTBEG00000012646	Tupaia_belangeri
ENSEEUP00000001657	ENSEEUG00000001824	Erinaceus_europaeus
ENSSARP00000010452	ENSSARG00000011582	Sorex_araneus
ENSMLUP00000012099	ENSMLUG00000013299	Myotis_lucifugus
ENSPCOP00000004258	ENSPCOG00000012486	Propithecus_coquereli
ENSPSMP00000030671	ENSPSMG00000021290	Prolemur_simus
ENSMICP00000048090	ENSMICG00000010337	Microcebus_murinus
ENSOCUP00000010131	ENSOCUG00000011788	Oryctolagus_cuniculus
ENSOCUP00000040134	ENSOCUG00000030287	Oryctolagus_cuniculus
ENSSSCP00000040818	ENSSSCG00000040026	Sus_scrofa_strain_reference
ENSPTRP00000002303	ENSPTRG00000001369	Pan_troglodytes
ENSPPAP00000010294	ENSPPAG00000028370	Pan_paniscus
