ENSGAGP00000016413	ENSGAGG00000012287	Gopherus_agassizii
ENSCABP00000023788	ENSCABG00000017513	Chelonoidis_abingdonii
ENSCPBP00000025716	ENSCPBG00000018259	Chrysemys_picta_bellii
ENSPSIP00000013097	ENSPSIG00000011783	Pelodiscus_sinensis
ENSCPRP00005007662	ENSCPRG00005005444	Crocodylus_porosus
ENSSPUP00000010794	ENSSPUG00000008320	Sphenodon_punctatus
ENSAHAP00000004200	ENSAHAG00000003285	Apteryx_haastii
ENSARWP00000012116	ENSARWG00000008370	Apteryx_rowi
ENSAOWP00000022863	ENSAOWG00000015441	Apteryx_owenii
ENSDNVP00000013272	ENSDNVG00000009390	Dromaius_novaehollandiae
ENSMGAP00000013910	ENSMGAG00000013177	Meleagris_gallopavo
ENSCJPP00005010184	ENSCJPG00005008925	Coturnix_japonica
ENSGALP00000068103	ENSGALG00000029794	Gallus_gallus
ENSNMEP00000026116	ENSNMEG00000022064	Numida_meleagris
ENSAPLP00000010723	ENSAPLG00000010992	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000003795	ENSMUNG00000003203	Melopsittacus_undulatus
ENSTGUP00000012038	ENSTGUG00000011679	Taeniopygia_guttata
ENSLSDP00000021934	ENSLSDG00000015496	Lonchura_striata_domestica
ENSJHYP00000021042	ENSJHYG00000015903	Junco_hyemalis
ENSZALP00000019576	ENSZALG00000015496	Zonotrichia_albicollis
ENSPMJP00000013049	ENSPMJG00000009988	Parus_major
ENSMVIP00005025384	ENSMVIG00005017754	Manacus_vitellinus
ENSCPUP00000025603	ENSCPUG00000017306	Calidris_pugnax
ENSCPGP00000015730	ENSCPGG00000011078	Calidris_pygmaea
ENSABRP00000009656	ENSABRG00000008662	Anser_brachyrhynchus
ENSFALP00000012217	ENSFALG00000011697	Ficedula_albicollis
ENSSCAP00000013844	ENSSCAG00000010220	Serinus_canaria
ENSCCEP00000022017	ENSCCEG00000019912	Cyanistes_caeruleus
ENSLCOP00000004664	ENSLCOG00000003531	Lepidothrix_coronata
ENSPVIP00000017716	ENSPVIG00000013596	Pogona_vitticeps
ENSACAP00000001720	ENSACAG00000001820	Anolis_carolinensis
ENSNSUP00000007283	ENSNSUG00000005745	Notechis_scutatus
ENSSMRP00000007512	ENSSMRG00000006035	Salvator_merianae
ENSMODP00000058156	ENSMODG00000017586	Monodelphis_domestica
ENSSHAP00000001320	ENSSHAG00000001178	Sarcophilus_harrisii
ENSPCIP00000027671	ENSPCIG00000020677	Phascolarctos_cinereus
ENSVURP00010030509	ENSVURG00010023327	Vombatus_ursinus
ENSMEUP00000001076	ENSMEUG00000001176	Notamacropus_eugenii
ENSOPRP00000014289	ENSOPRG00000015646	Ochotona_princeps
ENSOCUP00000047148	ENSOCUG00000013991	Oryctolagus_cuniculus
ENSTBEP00000008690	ENSTBEG00000010053	Tupaia_belangeri
ENSPPAP00000034120	ENSPPAG00000039914	Pan_paniscus
ENSPTRP00000031749	ENSPTRG00000018599	Pan_troglodytes
ENSP00000405252	ENSG00000118507	Homo_sapiens
ENSPPYP00000019044	ENSPPYG00000017006	Pongo_abelii
ENSNLEP00000017407	ENSNLEG00000014330	Nomascus_leucogenys
ENSRROP00000001864	ENSRROG00000007555	Rhinopithecus_roxellana
ENSRBIP00000011114	ENSRBIG00000029419	Rhinopithecus_bieti
ENSCANP00000032758	ENSCANG00000040046	Colobus_angolensis_palliatus
ENSPTEP00000016814	ENSPTEG00000018402	Piliocolobus_tephrosceles
ENSMFAP00000025073	ENSMFAG00000044065	Macaca_fascicularis
ENSMNEP00000013979	ENSMNEG00000031192	Macaca_nemestrina
ENSCATP00000010900	ENSCATG00000029710	Cercocebus_atys
ENSMLEP00000000555	ENSMLEG00000001626	Mandrillus_leucophaeus
ENSCSAP00000012692	ENSCSAG00000016634	Chlorocebus_sabaeus
ENSCCAP00000035848	ENSCCAG00000035834	Cebus_capucinus_imitator
ENSTSYP00000020545	ENSTSYG00000028287	Carlito_syrichta
ENSCGRP00015035084	ENSCGRG00015026358	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000000331	ENSCGRG00000000308	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001013196	ENSCGRG00001014402	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000011600	ENSMAUG00000012136	Mesocricetus_auratus
ENSMOCP00000011930	ENSMOCG00000012192	Microtus_ochrogaster
ENSPEMP00000024719	ENSPEMG00000021361	Peromyscus_maniculatus_bairdii
ENSMUSP00000043624	ENSMUSG00000039166	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0022523	MGP_CAROLIEiJ_G0015193	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0023654	MGP_SPRETEiJ_G0016002	Mus_spretus_strain_SPRET/EiJ
