ENSCPBP00000013995	ENSCPBG00000010432	Chrysemys_picta_bellii
ENSGAGP00000005905	ENSGAGG00000004801	Gopherus_agassizii
ENSPSIP00000019374	ENSPSIG00000017204	Pelodiscus_sinensis
ENSPVIP00000006899	ENSPVIG00000005675	Pogona_vitticeps
ENSNSUP00000025482	ENSNSUG00000018343	Notechis_scutatus
ENSSMRP00000006832	ENSSMRG00000005538	Salvator_merianae
ENSSPUP00000024263	ENSSPUG00000018605	Sphenodon_punctatus
ENSEEUP00000003402	ENSEEUG00000003745	Erinaceus_europaeus
ENSTSYP00000023039	ENSTSYG00000032433	Carlito_syrichta
ENSCGRP00000025666	ENSCGRG00000018658	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018739	ENSCGRG00001018394	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015003647	ENSCGRG00015002905	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000017471	ENSCGRG00000012707	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001011153	ENSCGRG00001012868	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000001793	ENSMAUG00000001325	Mesocricetus_auratus
ENSMOCP00000022074	ENSMOCG00000019219	Microtus_ochrogaster
ENSMOCP00000014915	ENSMOCG00000014273	Microtus_ochrogaster
ENSPEMP00000002526	ENSPEMG00000002806	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0074245	MGP_SPRETEiJ_G0028865	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000012056	ENSMSIG00000010378	Mus_spicilegus
ENSMUSP00000106720	ENSMUSG00000059518	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0059722	MGP_PahariEiJ_G0024446	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073409	ENSRNOG00000001418	Rattus_norvegicus
ENSNGAP00000025628	ENSNGAG00000023520	Nannospalax_galili
ENSMUGP00000000972	ENSMUGG00000000878	Meriones_unguiculatus
ENSJJAP00000012022	ENSJJAG00000015186	Jaculus_jaculus
ENSPSMP00000014774	ENSPSMG00000010593	Prolemur_simus
ENSMICP00000004957	ENSMICG00000016065	Microcebus_murinus
ENSPCOP00000006642	ENSPCOG00000014501	Propithecus_coquereli
ENSDNOP00000027232	ENSDNOG00000049299	Dasypus_novemcinctus
ENSETEP00000008260	ENSETEG00000010174	Echinops_telfairi
ENSCAPP00000012812	ENSCAPG00000013578	Cavia_aperea
ENSCPOP00000029943	ENSCPOG00000032415	Cavia_porcellus
ENSODEP00000021728	ENSODEG00000015978	Octodon_degus
ENSCLAP00000006406	ENSCLAG00000004525	Chinchilla_lanigera
ENSHGLP00100013341	ENSHGLG00100009875	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024674	ENSHGLG00000017595	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009264	ENSFDAG00000017301	Fukomys_damarensis
ENSUAMP00000020543	ENSUAMG00000016170	Ursus_americanus
ENSAMEP00000001739	ENSAMEG00000001658	Ailuropoda_melanoleuca
ENSNVIP00000002250	ENSNVIG00000001846	Neovison_vison
ENSMPUP00000015804	ENSMPUG00000015910	Mustela_putorius_furo
ENSVVUP00000032600	ENSVVUG00000023627	Vulpes_vulpes
ENSCAFP00020016534	ENSCAFG00020013235	Canis_lupus_dingo
ENSPPRP00000006389	ENSPPRG00000001835	Panthera_pardus
ENSPTIP00000008213	ENSPTIG00000009628	Panthera_tigris_altaica
ENSFCAP00000037620	ENSFCAG00000005802	Felis_catus
ENSPVAP00000001170	ENSPVAG00000001245	Pteropus_vampyrus
ENSBIXP00005031133	ENSBIXG00005011379	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000001417	ENSBBBG00000010509	Bison_bison_bison
ENSBTAP00000060443	ENSBTAG00000000343	Bos_taurus
ENSBMUP00000007926	ENSBMUG00000006224	Bos_mutus
ENSOARP00000016092	ENSOARG00000015003	Ovis_aries
ENSCHIP00000008263	ENSCHIG00000011496	Capra_hircus
ENSRROP00000043782	ENSRROG00000044907	Rhinopithecus_roxellana
ENSRBIP00000041850	ENSRBIG00000044242	Rhinopithecus_bieti
ENSPTEP00000021825	ENSPTEG00000022834	Piliocolobus_tephrosceles
ENSCANP00000037148	ENSCANG00000042253	Colobus_angolensis_palliatus
ENSCANP00000001033	ENSCANG00000003765	Colobus_angolensis_palliatus
ENSPANP00000015522	ENSPANG00000026302	Papio_anubis
ENSCATP00000017355	ENSCATG00000032572	Cercocebus_atys
ENSTGEP00000010277	ENSTGEG00000008439	Theropithecus_gelada
ENSMMUP00000009122	ENSMMUG00000006951	Macaca_mulatta
ENSMFAP00000002774	ENSMFAG00000034086	Macaca_fascicularis
ENSMNEP00000035847	ENSMNEG00000041071	Macaca_nemestrina
ENSMLEP00000039644	ENSMLEG00000043839	Mandrillus_leucophaeus
ENSCSAP00000014045	ENSCSAG00000018027	Chlorocebus_sabaeus
ENSGGOP00000016303	ENSGGOG00000016713	Gorilla_gorilla
ENSP00000304593	ENSG00000106400	Homo_sapiens
ENSPTRP00000082823	ENSPTRG00000048537	Pan_troglodytes
ENSPTRP00000033428	ENSPTRG00000019525	Pan_troglodytes
ENSPPAP00000018868	ENSPPAG00000032592	Pan_paniscus
ENSNLEP00000028696	ENSNLEG00000008252	Nomascus_leucogenys
ENSCCAP00000011162	ENSCCAG00000023307	Cebus_capucinus_imitator
ENSCJAP00000066810	ENSCJAG00000016034	Callithrix_jacchus
ENSANAP00000035682	ENSANAG00000035360	Aotus_nancymaae
ENSSBOP00000019789	ENSSBOG00000026479	Saimiri_boliviensis_boliviensis
ENSOCUP00000001410	ENSOCUG00000001646	Oryctolagus_cuniculus
ENSOPRP00000006918	ENSOPRG00000007563	Ochotona_princeps
ENSTTRP00000004513	ENSTTRG00000004789	Tursiops_truncatus
ENSSSCP00000031195	ENSSSCG00000033982	Sus_scrofa_strain_reference
ENSVPAP00000007552	ENSVPAG00000008115	Vicugna_pacos
ENSECAP00000005976	ENSECAG00000007913	Equus_caballus
ENSEASP00005024866	ENSEASG00005016916	Equus_asinus_asinus
ENSUPAP00010018572	ENSUPAG00010014731	Urocitellus_parryii
ENSSDAP00000000541	ENSSDAG00000000578	Spermophilus_dauricus
ENSMMMP00000012982	ENSMMMG00000011584	Marmota_marmota_marmota
ENSSTOP00000000680	ENSSTOG00000000762	Ictidomys_tridecemlineatus
ENSDORP00000017352	ENSDORG00000001823	Dipodomys_ordii
ENSMLUP00000015974	ENSMLUG00000017520	Myotis_lucifugus
ENSOGAP00000000064	ENSOGAG00000000072	Otolemur_garnettii
ENSLAFP00000029357	ENSLAFG00000029790	Loxodonta_africana
ENSCCNP00000020769	ENSCCNG00000020673	Castor_canadensis
ENSSHAP00000001565	ENSSHAG00000001394	Sarcophilus_harrisii
ENSMODP00000054397	ENSMODG00000005024	Monodelphis_domestica
ENSVURP00010001442	ENSVURG00010001216	Vombatus_ursinus
ENSPCIP00000025523	ENSPCIG00000019205	Phascolarctos_cinereus
ENSMEUP00000008521	ENSMEUG00000009341	Notamacropus_eugenii
ENSUMAP00000016537	ENSUMAG00000012160	Ursus_maritimus
ENSCHOP00000005690	ENSCHOG00000006438	Choloepus_hoffmanni
ENSCAFP00000039390	ENSCAFG00000013810	Canis_lupus_familiaris
