ENSCHAP00000012048	ENSCHAG00000006743	Clupea_harengus
ENSPKIP00000025447	ENSPKIG00000008273	Paramormyrops_kingsleyae
ENSMGAP00000006053	ENSMGAG00000005875	Meleagris_gallopavo
ENSGALP00000057178	ENSGALG00000005628	Gallus_gallus
ENSMUNP00000009399	ENSMUNG00000007428	Melopsittacus_undulatus
ENSTGUP00000007889	ENSTGUG00000007624	Taeniopygia_guttata
ENSFALP00000010966	ENSFALG00000010500	Ficedula_albicollis
ENSCCEP00000024199	ENSCCEG00000021551	Cyanistes_caeruleus
ENSPSIP00000005129	ENSPSIG00000004702	Pelodiscus_sinensis
ENSBMUP00000029911	ENSBMUG00000022351	Bos_mutus
ENSBIXP00005038477	ENSBIXG00005020674	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000009254	ENSBBBG00000017417	Bison_bison_bison
ENSSSCP00000041760	ENSSSCG00000040554	Sus_scrofa_strain_reference
ENSPVAP00000003604	ENSPVAG00000003809	Pteropus_vampyrus
ENSNVIP00000025875	ENSNVIG00000019962	Neovison_vison
ENSMPUP00000007878	ENSMPUG00000007936	Mustela_putorius_furo
ENSAMEP00000018326	ENSAMEG00000017342	Ailuropoda_melanoleuca
ENSFCAP00000001238	ENSFCAG00000001332	Felis_catus
ENSPPRP00000018877	ENSPPRG00000010419	Panthera_pardus
ENSPPAP00000016791	ENSPPAG00000031491	Pan_paniscus
ENSP00000496793	ENSG00000092758	Homo_sapiens
ENSGGOP00000016628	ENSGGOG00000017028	Gorilla_gorilla
ENSMLEP00000035260	ENSMLEG00000041767	Mandrillus_leucophaeus
ENSTGEP00000011821	ENSTGEG00000009619	Theropithecus_gelada
ENSPANP00000014457	ENSPANG00000024126	Papio_anubis
ENSCATP00000013131	ENSCATG00000030703	Cercocebus_atys
ENSCCAP00000018162	ENSCCAG00000026899	Cebus_capucinus_imitator
ENSCJAP00000018280	ENSCJAG00000009909	Callithrix_jacchus
ENSANAP00000024539	ENSANAG00000029986	Aotus_nancymaae
ENSPSMP00000023800	ENSPSMG00000016799	Prolemur_simus
ENSFDAP00000021252	ENSFDAG00000007844	Fukomys_damarensis
ENSSHAP00000011720	ENSSHAG00000010063	Sarcophilus_harrisii
ENSOANP00000007887	ENSOANG00000004975	Ornithorhynchus_anatinus
ENSLACP00000019375	ENSLACG00000017042	Latimeria_chalumnae
ENSLOCP00000004648	ENSLOCG00000003885	Lepisosteus_oculatus
ENSPPYP00000015547	ENSPPYG00000013899	Pongo_abelii
ENSOGAP00000012870	ENSOGAG00000014351	Otolemur_garnettii
ENSEEUP00000005895	ENSEEUG00000005980	Erinaceus_europaeus
ENSMAUP00000002031	ENSMAUG00000001258	Mesocricetus_auratus
ENSFALP00000008564	ENSFALG00000008066	Ficedula_albicollis
ENSAPLP00000031322	ENSAPLG00000017276	Anas_platyrhynchos_platyrhynchos
ENSOPRP00000005156	ENSOPRG00000005537	Ochotona_princeps
ENSGALP00000010837	ENSGALG00000006708	Gallus_gallus
ENSCPRP00005009431	ENSCPRG00005006693	Crocodylus_porosus
ENSORLP00015012241	ENSORLG00015013097	Oryzias_latipes_ASM223469v1
ENSXCOP00000017371	ENSXCOG00000013087	Xiphophorus_couchianus
ENSBSLP00000012977	ENSBSLG00000006720	Betta_splendens
ENSPVIP00000031292	ENSPVIG00000022999	Pogona_vitticeps
ENSTGUP00000003411	ENSTGUG00000003295	Taeniopygia_guttata
ENSECRP00000021994	ENSECRG00000014860	Erpetoichthys_calabaricus
ENSMFAP00000038959	ENSMFAG00000038649	Macaca_fascicularis
ENSEBUP00000026178	ENSEBUG00000016130	Eptatretus_burgeri
ENSLACP00000019789	ENSLACG00000017400	Latimeria_chalumnae
ENSEBUP00000000789	ENSEBUG00000000842	Eptatretus_burgeri
