ENSLAFP00000025460	ENSLAFG00000027228	Loxodonta_africana	ENSLAFT00000028592
ENSPCAP00000003305	ENSPCAG00000003572	Procavia_capensis	ENSPCAT00000003525
ENSDNOP00000005409	ENSDNOG00000006987	Dasypus_novemcinctus	ENSDNOT00000006979
ENSCCAP00000014313	ENSCCAG00000024971	Cebus_capucinus_imitator	ENSCCAT00000031751
ENSCJAP00000036829	ENSCJAG00000019811	Callithrix_jacchus	ENSCJAT00000038896
ENSANAP00000025919	ENSANAG00000030678	Aotus_nancymaae	ENSANAT00000043843
ENSMNEP00000012388	ENSMNEG00000030501	Macaca_nemestrina	ENSMNET00000036584
ENSMFAP00000044578	ENSMFAG00000039624	Macaca_fascicularis	ENSMFAT00000018873
ENSMMUP00000048609	ENSMMUG00000044514	Macaca_mulatta	ENSMMUT00000055081
ENSMLEP00000018003	ENSMLEG00000033186	Mandrillus_leucophaeus	ENSMLET00000041484
ENSPANP00000013981	ENSPANG00000024487	Papio_anubis	ENSPANT00000000115
ENSCATP00000037750	ENSCATG00000041589	Cercocebus_atys	ENSCATT00000062050
ENSCATP00000002867	ENSCATG00000012013	Cercocebus_atys	ENSCATT00000013417
ENSRBIP00000041955	ENSRBIG00000044290	Rhinopithecus_bieti	ENSRBIT00000065995
ENSRROP00000016676	ENSRROG00000032470	Rhinopithecus_roxellana	ENSRROT00000040825
ENSGGOP00000010900	ENSGGOG00000011181	Gorilla_gorilla	ENSGGOT00000011223
ENSP00000259845	ENSG00000204538	Homo_sapiens	ENST00000259845
ENSPTRP00000086170	ENSPTRG00000052111	Pan_troglodytes	ENSPTRT00000077930
ENSPPAP00000024051	ENSPPAG00000035173	Pan_paniscus	ENSPPAT00000046876
ENSPPYP00000019274	ENSPPYG00000017207	Pongo_abelii	ENSPPYT00000020032
ENSNLEP00000006903	ENSNLEG00000005700	Nomascus_leucogenys	ENSNLET00000007246
ENSTGEP00000010498	ENSTGEG00000008597	Theropithecus_gelada	ENSTGET00000012628
ENSTGEP00000015398	ENSTGEG00000012469	Theropithecus_gelada	ENSTGET00000018435
ENSCSAP00000004642	ENSCSAG00000008388	Chlorocebus_sabaeus	ENSCSAT00000006438
ENSPTEP00000032278	ENSPTEG00000031050	Piliocolobus_tephrosceles	ENSPTET00000044400
ENSCANP00000005824	ENSCANG00000019672	Colobus_angolensis_palliatus
ENSTSYP00000026140	ENSTSYG00000026866	Carlito_syrichta
ENSPSMP00000007192	ENSPSMG00000005360	Prolemur_simus
ENSPCOP00000023745	ENSPCOG00000024020	Propithecus_coquereli
ENSMICP00000050400	ENSMICG00000042321	Microcebus_murinus
ENSOGAP00000000554	ENSOGAG00000000616	Otolemur_garnettii
ENSCCNP00000003304	ENSCCNG00000003558	Castor_canadensis
ENSDORP00000027207	ENSDORG00000028350	Dipodomys_ordii
ENSCGRP00001006005	ENSCGRG00001008016	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013670	ENSCGRG00000009915	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015037648	ENSCGRG00015028212	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000011578	ENSMAUG00000012127	Mesocricetus_auratus
ENSMOCP00000002352	ENSMOCG00000001853	Microtus_ochrogaster
ENSPEMP00000002661	ENSPEMG00000003162	Peromyscus_maniculatus_bairdii
ENSMUSP00000025273	ENSMUSG00000024409	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000017197	ENSMSIG00000014702	Mus_spicilegus
MGP_SPRETEiJ_P0046421	MGP_SPRETEiJ_G0022430	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0044517	MGP_CAROLIEiJ_G0021523	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0044055	MGP_PahariEiJ_G0020517	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000064601	ENSRNOG00000048579	Rattus_norvegicus
ENSMUGP00000018136	ENSMUGG00000015389	Meriones_unguiculatus
ENSNGAP00000010405	ENSNGAG00000012840	Nannospalax_galili
ENSJJAP00000005722	ENSJJAG00000010597	Jaculus_jaculus
ENSSDAP00000004419	ENSSDAG00000004161	Spermophilus_dauricus
ENSSTOP00000024810	ENSSTOG00000031015	Ictidomys_tridecemlineatus
ENSMMMP00000023307	ENSMMMG00000020420	Marmota_marmota_marmota
ENSUPAP00010004500	ENSUPAG00010003652	Urocitellus_parryii
ENSCLAP00000003443	ENSCLAG00000002460	Chinchilla_lanigera
ENSODEP00000024491	ENSODEG00000017925	Octodon_degus
ENSCPOP00000023121	ENSCPOG00000040488	Cavia_porcellus
ENSHGLP00000017026	ENSHGLG00000012187	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020826	ENSHGLG00100015352	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002112	ENSFDAG00000011904	Fukomys_damarensis
ENSOPRP00000003537	ENSOPRG00000003865	Ochotona_princeps
ENSOCUP00000022170	ENSOCUG00000027593	Oryctolagus_cuniculus
ENSCHIP00000020589	ENSCHIG00000019188	Capra_hircus
ENSOARP00000011257	ENSOARG00000010491	Ovis_aries
ENSBIXP00005035069	ENSBIXG00005016134	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000006740	ENSBIXG00000012816	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000035777	ENSBTAG00000025531	Bos_taurus
ENSBMUP00000002727	ENSBMUG00000002139	Bos_mutus
ENSBBBP00000028051	ENSBBBG00000008194	Bison_bison_bison
ENSTTRP00000006154	ENSTTRG00000006511	Tursiops_truncatus
ENSSSCP00000029284	ENSSSCG00000050408	Sus_scrofa_strain_reference
ENSEASP00005030340	ENSEASG00005020662	Equus_asinus_asinus
ENSNVIP00000024684	ENSNVIG00000019140	Neovison_vison
ENSVVUP00000014806	ENSVVUG00000010870	Vulpes_vulpes
ENSUAMP00000035035	ENSUAMG00000026614	Ursus_americanus
ENSAMEP00000010955	ENSAMEG00000010426	Ailuropoda_melanoleuca
ENSPPRP00000005977	ENSPPRG00000001551	Panthera_pardus
ENSPTIP00000015408	ENSPTIG00000014504	Panthera_tigris_altaica
ENSFCAP00000000999	ENSFCAG00000001076	Felis_catus
ENSEEUP00000004250	ENSEEUG00000004698	Erinaceus_europaeus
ENSPVAP00000006912	ENSPVAG00000007327	Pteropus_vampyrus
ENSPCIP00000009073	ENSPCIG00000007462	Phascolarctos_cinereus
ENSVURP00010002056	ENSVURG00010001719	Vombatus_ursinus
ENSMEUP00000012011	ENSMEUG00000013172	Notamacropus_eugenii
ENSMODP00000019753	ENSMODG00000015834	Monodelphis_domestica
ENSSHAP00000001199	ENSSHAG00000001071	Sarcophilus_harrisii
