ENSAOWP00000013737	ENSAOWG00000009364	Apteryx_owenii
ENSODEP00000022367	ENSODEG00000016419	Octodon_degus
ENSCPOP00000014000	ENSCPOG00000015524	Cavia_porcellus
ENSBBBP00000016593	ENSBBBG00000024691	Bison_bison_bison
ENSTSYP00000007510	ENSTSYG00000008170	Carlito_syrichta
ENSHHUP00000031207	ENSHHUG00000019831	Hucho_hucho
ENSDARP00000128066	ENSDARG00000057787	Danio_rerio
ENSDARP00000128773	ENSDARG00000098012	Danio_rerio
ENSMLEP00000018571	ENSMLEG00000033461	Mandrillus_leucophaeus
ENSUMAP00000010085	ENSUMAG00000007569	Ursus_maritimus
ENSVVUP00000036353	ENSVVUG00000026000	Vulpes_vulpes
ENSFCAP00000007343	ENSFCAG00000007926	Felis_catus
ENSAHAP00000015308	ENSAHAG00000010984	Apteryx_haastii
ENSOANP00000020071	ENSOANG00000020427	Ornithorhynchus_anatinus
ENSPPAP00000023614	ENSPPAG00000034949	Pan_paniscus
ENSMMMP00000021964	ENSMMMG00000019232	Marmota_marmota_marmota
ENSSTOP00000001863	ENSSTOG00000002072	Ictidomys_tridecemlineatus
ENSOARP00000018836	ENSOARG00000017553	Ovis_aries
ENSRNOP00000065145	ENSRNOG00000046639	Rattus_norvegicus
ENSARWP00000019455	ENSARWG00000013325	Apteryx_rowi
ENSTTRP00000005512	ENSTTRG00000005792	Tursiops_truncatus
ENSOANP00000020073	ENSOANG00000012690	Ornithorhynchus_anatinus
ENSNLEP00000020979	ENSNLEG00000017274	Nomascus_leucogenys
ENSABRP00000015313	ENSABRG00000013469	Anser_brachyrhynchus	ENSABRT00000021842
ENSMEUP00000006554	ENSMEUG00000007166	Notamacropus_eugenii
ENSCAPP00000011098	ENSCAPG00000012210	Cavia_aperea
ENSLAFP00000017754	ENSLAFG00000022680	Loxodonta_africana
ENSCCAP00000026162	ENSCCAG00000030870	Cebus_capucinus_imitator
ENSEEEP00000003445	ENSEEEG00000001923	Electrophorus_electricus
ENSDCDP00000006062	ENSDCDG00000003064	Denticeps_clupeoides
ENSAMEP00000009840	ENSAMEG00000009302	Ailuropoda_melanoleuca
ENSPSMP00000026320	ENSPSMG00000018468	Prolemur_simus
ENSCABP00000030761	ENSCABG00000022486	Chelonoidis_abingdonii
ENSSSCP00000031706	ENSSSCG00000017869	Sus_scrofa_strain_reference
ENSPEMP00000018492	ENSPEMG00000017030	Peromyscus_maniculatus_bairdii
ENSPPRP00000027767	ENSPPRG00000019553	Panthera_pardus
ENSMNEP00000025503	ENSMNEG00000036217	Macaca_nemestrina
ENSMUNP00000020206	ENSMUNG00000015387	Melopsittacus_undulatus
ENSCCNP00000007069	ENSCCNG00000007549	Castor_canadensis
ENSEEUP00000007535	ENSEEUG00000008215	Erinaceus_europaeus
MGP_PahariEiJ_P0034833	MGP_PahariEiJ_G0017818	Mus_pahari_strain_PAHARI_EIJ
ENSMSIP00000014055	ENSMSIG00000012000	Mus_spicilegus
ENSNVIP00000020072	ENSNVIG00000015690	Neovison_vison
ENSECRP00000021325	ENSECRG00000014361	Erpetoichthys_calabaricus
ENSTBEP00000005366	ENSTBEG00000006189	Tupaia_belangeri
ENSETEP00000014108	ENSETEG00000017373	Echinops_telfairi
ENSBIXP00005005820	ENSBIXG00005011438	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGGOP00000007324	ENSGGOG00000007471	Gorilla_gorilla
ENSCAFP00000028612	ENSCAFG00000019367	Canis_lupus_familiaris
ENSMICP00000014382	ENSMICG00000015770	Microcebus_murinus
ENSDNVP00000003647	ENSDNVG00000002574	Dromaius_novaehollandiae
ENSSMRP00000017478	ENSSMRG00000013609	Salvator_merianae
ENSRROP00000028759	ENSRROG00000038173	Rhinopithecus_roxellana
ENSNGAP00000014134	ENSNGAG00000015510	Nannospalax_galili
ENSFDAP00000011676	ENSFDAG00000019217	Fukomys_damarensis
ENSLACP00000006132	ENSLACG00000005438	Latimeria_chalumnae
ENSSPUP00000004743	ENSSPUG00000003646	Sphenodon_punctatus
ENSMUSP00000006101	ENSMUSG00000005947	Mus_musculus_strain_reference_(CL57BL6)
ENSCGRP00015028801	ENSCGRG00015021701	Cricetulus_griseus_CriGri-PICR
ENSCAFP00020010101	ENSCAFG00020008155	Canis_lupus_dingo
