ENSGAGP00000000081	ENSGAGG00000000059	Gopherus_agassizii
ENSCABP00000030797	ENSCABG00000022512	Chelonoidis_abingdonii
ENSCPBP00000016341	ENSCPBG00000012048	Chrysemys_picta_bellii
ENSPSIP00000011015	ENSPSIG00000009864	Pelodiscus_sinensis
ENSABRP00000001805	ENSABRG00000001424	Anser_brachyrhynchus
ENSAPLP00000009878	ENSAPLG00000010152	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000001287	ENSMGAG00000001780	Meleagris_gallopavo
ENSCJPP00005003689	ENSCJPG00005003744	Coturnix_japonica
ENSNMEP00000011764	ENSNMEG00000011041	Numida_meleagris
ENSCPUP00000011605	ENSCPUG00000008236	Calidris_pugnax
ENSCPGP00000000105	ENSCPGG00000000087	Calidris_pygmaea
ENSMUNP00000019651	ENSMUNG00000014914	Melopsittacus_undulatus
ENSLSDP00000004353	ENSLSDG00000003395	Lonchura_striata_domestica
ENSPMJP00000016425	ENSPMJG00000012399	Parus_major
ENSTGUP00000015483	ENSTGUG00000015125	Taeniopygia_guttata
ENSTGUP00000005407	ENSTGUG00000005241	Taeniopygia_guttata
ENSSCAP00000022234	ENSSCAG00000015989	Serinus_canaria
ENSCCEP00000021831	ENSCCEG00000019771	Cyanistes_caeruleus
ENSMVIP00005014838	ENSMVIG00005010697	Manacus_vitellinus
ENSZALP00000016907	ENSZALG00000013699	Zonotrichia_albicollis
ENSJHYP00000018107	ENSJHYG00000013805	Junco_hyemalis
ENSFALP00000012072	ENSFALG00000011551	Ficedula_albicollis
ENSLCOP00000012587	ENSLCOG00000009111	Lepidothrix_coronata
ENSARWP00000004639	ENSARWG00000003367	Apteryx_rowi
ENSNPEP00000006269	ENSNPEG00000004741	Nothoprocta_perdicaria
ENSAOWP00000018421	ENSAOWG00000012558	Apteryx_owenii
ENSGALP00000054637	ENSGALG00000004063	Gallus_gallus
ENSAHAP00000005328	ENSAHAG00000004074	Apteryx_haastii
ENSDNVP00000021149	ENSDNVG00000014781	Dromaius_novaehollandiae
ENSACAP00000008619	ENSACAG00000008749	Anolis_carolinensis	ENSACAT00000008802
ENSPVIP00000007095	ENSPVIG00000005790	Pogona_vitticeps	ENSPVIT00000009120
ENSNSUP00000002519	ENSNSUG00000002088	Notechis_scutatus	ENSNSUT00000002722
ENSSMRP00000016912	ENSSMRG00000013183	Salvator_merianae
ENSSPUP00000007218	ENSSPUG00000005586	Sphenodon_punctatus
ENSPCIP00000020085	ENSPCIG00000015306	Phascolarctos_cinereus
ENSVURP00010000892	ENSVURG00010000761	Vombatus_ursinus
ENSMEUP00000005316	ENSMEUG00000005821	Notamacropus_eugenii
ENSSHAP00000019097	ENSSHAG00000016212	Sarcophilus_harrisii
ENSMODP00000024716	ENSMODG00000019802	Monodelphis_domestica
ENSLAFP00000019674	ENSLAFG00000002284	Loxodonta_africana
ENSPCAP00000011980	ENSPCAG00000012817	Procavia_capensis
ENSETEP00000008257	ENSETEG00000010169	Echinops_telfairi
ENSDNOP00000018121	ENSDNOG00000048360	Dasypus_novemcinctus
ENSPCOP00000030435	ENSPCOG00000027935	Propithecus_coquereli
ENSPSMP00000026418	ENSPSMG00000018539	Prolemur_simus
ENSOGAP00000005424	ENSOGAG00000006069	Otolemur_garnettii
ENSGGOP00000041285	ENSGGOG00000005319	Gorilla_gorilla
ENSP00000477981	ENSG00000102078	Homo_sapiens
ENSPPYP00000023191	ENSPPYG00000020715	Pongo_abelii
ENSNLEP00000037300	ENSNLEG00000015318	Nomascus_leucogenys
ENSCATP00000015774	ENSCATG00000031781	Cercocebus_atys
ENSCSAP00000004217	ENSCSAG00000007957	Chlorocebus_sabaeus
ENSMFAP00000018802	ENSMFAG00000032347	Macaca_fascicularis
ENSMMUP00000010996	ENSMMUG00000008386	Macaca_mulatta
ENSMNEP00000032648	ENSMNEG00000039624	Macaca_nemestrina
ENSMLEP00000034571	ENSMLEG00000041370	Mandrillus_leucophaeus
ENSTGEP00000028824	ENSTGEG00000023180	Theropithecus_gelada
ENSPANP00000004169	ENSPANG00000014923	Papio_anubis
ENSRROP00000031280	ENSRROG00000039330	Rhinopithecus_roxellana
ENSCANP00000028497	ENSCANG00000037636	Colobus_angolensis_palliatus
ENSPTEP00000035834	ENSPTEG00000033760	Piliocolobus_tephrosceles
ENSPTRP00000089596	ENSPTRG00000022268	Pan_troglodytes
ENSPPAP00000016083	ENSPPAG00000031152	Pan_paniscus
ENSRBIP00000024941	ENSRBIG00000036355	Rhinopithecus_bieti
ENSCJAP00000036447	ENSCJAG00000002456	Callithrix_jacchus
ENSCCAP00000009621	ENSCCAG00000022512	Cebus_capucinus_imitator
ENSANAP00000027952	ENSANAG00000031757	Aotus_nancymaae
ENSSBOP00000001357	ENSSBOG00000005960	Saimiri_boliviensis_boliviensis
ENSPTRP00000065400	ENSPTRG00000042664	Pan_troglodytes
ENSPPAP00000001813	ENSPPAG00000007966	Pan_paniscus
ENSGGOP00000027007	ENSGGOG00000024919	Gorilla_gorilla
ENSPANP00000037512	ENSPANG00000031440	Papio_anubis
ENSMFAP00000022207	ENSMFAG00000036000	Macaca_fascicularis
ENSCATP00000045388	ENSCATG00000045101	Cercocebus_atys
ENSANAP00000039170	ENSANAG00000037009	Aotus_nancymaae
ENSCGRP00000017697	ENSCGRG00000012870	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020765	ENSCGRG00001019792	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015017127	ENSCGRG00015013194	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022034	ENSMAUG00000019586	Mesocricetus_auratus
ENSMOCP00000013338	ENSMOCG00000013152	Microtus_ochrogaster
ENSPEMP00000020982	ENSPEMG00000018761	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0095147	MGP_SPRETEiJ_G0034204	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000019742	ENSMSIG00000016732	Mus_spicilegus
ENSMUSP00000110586	ENSMUSG00000031105	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0091386	MGP_CAROLIEiJ_G0033046	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0089029	MGP_PahariEiJ_G0031591	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000009637	ENSRNOG00000006871	Rattus_norvegicus
ENSNGAP00000017796	ENSNGAG00000018111	Nannospalax_galili
ENSJJAP00000013275	ENSJJAG00000016087	Jaculus_jaculus
ENSJJAP00000012421	ENSJJAG00000015462	Jaculus_jaculus
ENSDORP00000002237	ENSDORG00000002379	Dipodomys_ordii
ENSMMMP00000005278	ENSMMMG00000004762	Marmota_marmota_marmota
ENSUPAP00010020852	ENSUPAG00010016533	Urocitellus_parryii
ENSSDAP00000023416	ENSSDAG00000021321	Spermophilus_dauricus
ENSCLAP00000004033	ENSCLAG00000002880	Chinchilla_lanigera
ENSODEP00000016965	ENSODEG00000012501	Octodon_degus
ENSCPOP00000031626	ENSCPOG00000006635	Cavia_porcellus
ENSHGLP00000025514	ENSHGLG00000018174	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005618	ENSHGLG00100004260	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000012786	ENSFDAG00000006841	Fukomys_damarensis
ENSOPRP00000010586	ENSOPRG00000011611	Ochotona_princeps
