ENSLACP00000008128	ENSLACG00000007197	Latimeria_chalumnae
ENSXETP00000019117	ENSXETG00000001446	Xenopus_tropicalis
ENSGAGP00000020199	ENSGAGG00000014896	Gopherus_agassizii
ENSCPBP00000030720	ENSCPBG00000021608	Chrysemys_picta_bellii
ENSARWP00000024314	ENSARWG00000016563	Apteryx_rowi
ENSNPEP00000011292	ENSNPEG00000008479	Nothoprocta_perdicaria
ENSABRP00000026653	ENSABRG00000022271	Anser_brachyrhynchus
ENSAPLP00000028251	ENSAPLG00000024149	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000002284	ENSCPGG00000001700	Calidris_pygmaea
ENSGALP00000040989	ENSGALG00000026119	Gallus_gallus
ENSCJPP00005009707	ENSCJPG00005008502	Coturnix_japonica
ENSNMEP00000025360	ENSNMEG00000021469	Numida_meleagris
ENSTGUP00000008018	ENSTGUG00000007793	Taeniopygia_guttata
ENSLSDP00000017472	ENSLSDG00000012521	Lonchura_striata_domestica
ENSJHYP00000020420	ENSJHYG00000015500	Junco_hyemalis
ENSFALP00000008783	ENSFALG00000008424	Ficedula_albicollis
ENSPMJP00000017870	ENSPMJG00000013400	Parus_major
ENSLCOP00000017619	ENSLCOG00000012465	Lepidothrix_coronata
ENSMUNP00000016967	ENSMUNG00000013050	Melopsittacus_undulatus
ENSVURP00010012775	ENSVURG00010009841	Vombatus_ursinus
ENSMEUP00000013912	ENSMEUG00000015237	Notamacropus_eugenii
ENSMODP00000010318	ENSMODG00000008302	Monodelphis_domestica
ENSETEP00000007189	ENSETEG00000008846	Echinops_telfairi
ENSTBEP00000000219	ENSTBEG00000000266	Tupaia_belangeri
ENSDNOP00000009472	ENSDNOG00000012193	Dasypus_novemcinctus
ENSHGLP00100023319	ENSHGLG00100017134	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008018	ENSHGLG00000005808	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017285	ENSFDAG00000005876	Fukomys_damarensis
ENSCLAP00000012392	ENSCLAG00000008565	Chinchilla_lanigera
ENSODEP00000023139	ENSODEG00000016973	Octodon_degus
ENSCPOP00000032356	ENSCPOG00000003430	Cavia_porcellus
ENSUPAP00010014347	ENSUPAG00010011528	Urocitellus_parryii
ENSSTOP00000015323	ENSSTOG00000024397	Ictidomys_tridecemlineatus
ENSMUSP00000092034	ENSMUSG00000070576	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0072486	MGP_SPRETEiJ_G0028555	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000006535	ENSMSIG00000005838	Mus_spicilegus
MGP_CAROLIEiJ_P0069813	MGP_CAROLIEiJ_G0027557	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0058051	MGP_PahariEiJ_G0024139	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000029870	ENSRNOG00000027489	Rattus_norvegicus
ENSMUGP00000029292	ENSMUGG00000024295	Meriones_unguiculatus
ENSCGRP00001002765	ENSCGRG00001003163	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029331	ENSCGRG00015022133	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000005350	ENSCGRG00000003913	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000015653	ENSMAUG00000015049	Mesocricetus_auratus
ENSMOCP00000016000	ENSMOCG00000015025	Microtus_ochrogaster
ENSPEMP00000003242	ENSPEMG00000004480	Peromyscus_maniculatus_bairdii
ENSNGAP00000021564	ENSNGAG00000020708	Nannospalax_galili
ENSJJAP00000012158	ENSJJAG00000015273	Jaculus_jaculus
ENSCCNP00000033374	ENSCCNG00000031583	Castor_canadensis
ENSOPRP00000002320	ENSOPRG00000002500	Ochotona_princeps
ENSPCOP00000019819	ENSPCOG00000021866	Propithecus_coquereli
ENSPSMP00000019386	ENSPSMG00000013677	Prolemur_simus
ENSMICP00000025873	ENSMICG00000036966	Microcebus_murinus
ENSOGAP00000017063	ENSOGAG00000032098	Otolemur_garnettii
ENSPTRP00000074603	ENSPTRG00000014201	Pan_troglodytes
ENSPPAP00000022595	ENSPPAG00000034487	Pan_paniscus
ENSP00000304956	ENSG00000169184	Homo_sapiens
ENSGGOP00000004343	ENSGGOG00000004428	Gorilla_gorilla
ENSPPYP00000013018	ENSPPYG00000011672	Pongo_abelii
ENSNLEP00000002628	ENSNLEG00000002191	Nomascus_leucogenys
ENSMMUP00000064856	ENSMMUG00000056942	Macaca_mulatta
ENSMFAP00000018144	ENSMFAG00000032164	Macaca_fascicularis
ENSMNEP00000007390	ENSMNEG00000028265	Macaca_nemestrina
ENSMLEP00000033529	ENSMLEG00000040955	Mandrillus_leucophaeus
ENSTGEP00000033535	ENSTGEG00000026776	Theropithecus_gelada
ENSPANP00000015641	ENSPANG00000018710	Papio_anubis
ENSCATP00000002761	ENSCATG00000011740	Cercocebus_atys
ENSCSAP00000006244	ENSCSAG00000010001	Chlorocebus_sabaeus
ENSCANP00000010129	ENSCANG00000028482	Colobus_angolensis_palliatus
ENSPTEP00000038279	ENSPTEG00000035626	Piliocolobus_tephrosceles
ENSRBIP00000029719	ENSRBIG00000038746	Rhinopithecus_bieti
ENSRROP00000042006	ENSRROG00000044169	Rhinopithecus_roxellana
ENSSBOP00000037404	ENSSBOG00000034797	Saimiri_boliviensis_boliviensis
ENSCCAP00000009627	ENSCCAG00000022554	Cebus_capucinus_imitator
ENSCJAP00000037511	ENSCJAG00000020170	Callithrix_jacchus
ENSANAP00000033683	ENSANAG00000034501	Aotus_nancymaae
ENSCHIP00000023197	ENSCHIG00000020877	Capra_hircus
ENSOARP00000001865	ENSOARG00000001775	Ovis_aries
ENSBIXP00000007858	ENSBIXG00000013734	Bos_indicus_x_Bos_taurus_UOA_Angus_1
