ENSPKIP00000039080	ENSPKIG00000016578	Paramormyrops_kingsleyae
ENSSFOP00015022583	ENSSFOG00015014531	Scleropages_formosus
ENSDCDP00000043045	ENSDCDG00000027577	Denticeps_clupeoides	ENSDCDT00000054121
ENSCHAP00000031181	ENSCHAG00000014805	Clupea_harengus	ENSCHAT00000033818
ENSAMXP00000005457	ENSAMXG00000005318	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000005457
ENSAMXP00005001742	ENSAMXG00005000966	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000015807	ENSPNAG00000021885	Pygocentrus_nattereri
ENSIPUP00000034669	ENSIPUG00000023294	Ictalurus_punctatus
ENSEEEP00000038960	ENSEEEG00000018436	Electrophorus_electricus
ENSDARP00000025759	ENSDARG00000012495	Danio_rerio
ENSLBEP00000003663	ENSLBEG00000002748	Labrus_bergylta
ENSGACP00000020423	ENSGACG00000015478	Gasterosteus_aculeatus
ENSMMOP00000023219	ENSMMOG00000017669	Mola_mola
ENSTRUP00000044229	ENSTRUG00000017264	Takifugu_rubripes
ENSPFOP00000004768	ENSPFOG00000004797	Poecilia_formosa
ENSPLAP00000005535	ENSPLAG00000007463	Poecilia_latipinna
ENSPMEP00000027942	ENSPMEG00000012687	Poecilia_mexicana
ENSPREP00000033437	ENSPREG00000022655	Poecilia_reticulata
ENSXMAP00000018337	ENSXMAG00000018298	Xiphophorus_maculatus
ENSXCOP00000004262	ENSXCOG00000003347	Xiphophorus_couchianus
ENSGAFP00000018808	ENSGAFG00000012708	Gambusia_affinis
ENSFHEP00000032410	ENSFHEG00000018862	Fundulus_heteroclitus
ENSCVAP00000028695	ENSCVAG00000015908	Cyprinodon_variegatus
ENSKMAP00000002180	ENSKMAG00000001701	Kryptolebias_marmoratus
ENSORLP00000007350	ENSORLG00000005840	Oryzias_latipes_ASM223467v1
ENSORLP00020013392	ENSORLG00020014361	Oryzias_latipes_ASM223471v1
ENSORLP00015029701	ENSORLG00015013001	Oryzias_latipes_ASM223469v1
ENSOMEP00000016854	ENSOMEG00000018510	Oryzias_melastigma
ENSGWIP00000016945	ENSGWIG00000009149	Gouania_willdenowi
ENSCSEP00000002009	ENSCSEG00000001365	Cynoglossus_semilaevis
ENSBSLP00000050380	ENSBSLG00000023904	Betta_splendens
ENSMAMP00000002251	ENSMAMG00000001587	Mastacembelus_armatus
ENSMALP00000024618	ENSMALG00000017150	Monopterus_albus
ENSATEP00000015996	ENSATEG00000011131	Anabas_testudineus
ENSSDUP00000010075	ENSSDUG00000007381	Seriola_dumerili
ENSSLDP00000027697	ENSSLDG00000021481	Seriola_lalandi_dorsalis
ENSLCAP00010041662	ENSLCAG00010019507	Lates_calcarifer
ENSAPEP00000026589	ENSAPEG00000018904	Amphiprion_percula
ENSAOCP00000002370	ENSAOCG00000005473	Amphiprion_ocellaris
ENSAPOP00000021406	ENSAPOG00000001943	Acanthochromis_polyacanthus
ENSSPAP00000010007	ENSSPAG00000007611	Stegastes_partitus
ENSPRNP00000017279	ENSPRNG00000009134	Parambassis_ranga
ENSPNYP00000006875	ENSPNYG00000005297	Pundamilia_nyererei
ENSHBUP00000035339	ENSHBUG00000023423	Haplochromis_burtoni
ENSACLP00000037593	ENSACLG00000025421	Astatotilapia_calliptera
ENSMZEP00005037526	ENSMZEG00005027982	Maylandia_zebra
ENSNBRP00000021819	ENSNBRG00000016697	Neolamprologus_brichardi
ENSONIP00000003755	ENSONIG00000002999	Oreochromis_niloticus
ENSACIP00000006797	ENSACIG00000005328	Amphilophus_citrinellus
ENSLCRP00005018535	ENSLCRG00005007626	Larimichthys_crocea
ENSCGOP00000049935	ENSCGOG00000022206	Cottoperca_gobio
ENSSMAP00000034950	ENSSMAG00000021362	Scophthalmus_maximus
ENSHCOP00000021270	ENSHCOG00000007964	Hippocampus_comes
ENSPMGP00000029196	ENSPMGG00000023489	Periophthalmus_magnuspinnatus
ENSGMOP00000013779	ENSGMOG00000012875	Gadus_morhua
ENSHHUP00000069475	ENSHHUG00000040917	Hucho_hucho
ENSHHUP00000026279	ENSHHUG00000016600	Hucho_hucho
ENSELUP00000018456	ENSELUG00000017942	Esox_lucius
ENSLOCP00000016872	ENSLOCG00000013681	Lepisosteus_oculatus
ENSECRP00000031558	ENSECRG00000021377	Erpetoichthys_calabaricus
ENSVURP00010020227	ENSVURG00010015493	Vombatus_ursinus
ENSPCIP00000036991	ENSPCIG00000027286	Phascolarctos_cinereus
ENSMEUP00000003667	ENSMEUG00000004024	Notamacropus_eugenii
ENSSHAP00000019520	ENSSHAG00000016579	Sarcophilus_harrisii
ENSMODP00000014784	ENSMODG00000011803	Monodelphis_domestica
ENSOANP00000016446	ENSOANG00000010367	Ornithorhynchus_anatinus
ENSUMAP00000032576	ENSUMAG00000023489	Ursus_maritimus
ENSUAMP00000000958	ENSUAMG00000000856	Ursus_americanus
ENSAMEP00000016227	ENSAMEG00000015372	Ailuropoda_melanoleuca
ENSNVIP00000007474	ENSNVIG00000005923	Neovison_vison
ENSMPUP00000010999	ENSMPUG00000011089	Mustela_putorius_furo
ENSCAFP00000015234	ENSCAFG00000010357	Canis_lupus_familiaris
ENSCAFP00020030577	ENSCAFG00020023836	Canis_lupus_dingo
ENSVVUP00000025753	ENSVVUG00000018901	Vulpes_vulpes
ENSPTIP00000018874	ENSPTIG00000016872	Panthera_tigris_altaica
ENSPPRP00000008777	ENSPPRG00000003464	Panthera_pardus
ENSFCAP00000020696	ENSFCAG00000026780	Felis_catus
ENSECAP00000004355	ENSECAG00000005944	Equus_caballus
ENSEASP00005026050	ENSEASG00005017746	Equus_asinus_asinus
