ENSAHAP00000010135	ENSAHAG00000007351	Apteryx_haastii
ENSCABP00000011877	ENSCABG00000008877	Chelonoidis_abingdonii	ENSCABT00000013018
ENSPSIP00000016616	ENSPSIG00000014813	Pelodiscus_sinensis
ENSHHUP00000036489	ENSHHUG00000022910	Hucho_hucho
ENSMODP00000054369	ENSMODG00000007310	Monodelphis_domestica
ENSPLAP00000021627	ENSPLAG00000005531	Poecilia_latipinna
ENSSLDP00000005189	ENSSLDG00000004125	Seriola_lalandi_dorsalis
ENSCJPP00005018394	ENSCJPG00005014980	Coturnix_japonica
ENSARWP00000001693	ENSARWG00000001345	Apteryx_rowi
ENSPMJP00000020176	ENSPMJG00000015037	Parus_major
ENSATEP00000000222	ENSATEG00000000208	Anabas_testudineus
ENSCPUP00000010810	ENSCPUG00000007677	Calidris_pugnax
ENSGAGP00000032080	ENSGAGG00000022992	Gopherus_agassizii	ENSGAGT00000036372
ENSCPRP00005026233	ENSCPRG00005018207	Crocodylus_porosus
ENSLCAP00010050494	ENSLCAG00010023556	Lates_calcarifer
ENSAPLP00000022470	ENSAPLG00000015803	Anas_platyrhynchos_platyrhynchos
ENSCHAP00000013331	ENSCHAG00000007331	Clupea_harengus
ENSTRUP00000026953	ENSTRUG00000010679	Takifugu_rubripes
ENSZALP00000007703	ENSZALG00000006813	Zonotrichia_albicollis
ENSBSLP00000046246	ENSBSLG00000022080	Betta_splendens
ENSAMXP00000041608	ENSAMXG00000040847	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSORLP00015000230	ENSORLG00015023072	Oryzias_latipes_ASM223469v1
ENSPCIP00000039268	ENSPCIG00000028831	Phascolarctos_cinereus
ENSPRNP00000004993	ENSPRNG00000002828	Parambassis_ranga
ENSLOCP00000017343	ENSLOCG00000014071	Lepisosteus_oculatus
ENSFHEP00000003088	ENSFHEG00000003925	Fundulus_heteroclitus
ENSKMAP00000020050	ENSKMAG00000014896	Kryptolebias_marmoratus
ENSXETP00000003221	ENSXETG00000005037	Xenopus_tropicalis
ENSNMEP00000023587	ENSNMEG00000020104	Numida_meleagris
ENSGALP00000015280	ENSGALG00000009387	Gallus_gallus
ENSACLP00000040301	ENSACLG00000027156	Astatotilapia_calliptera
ENSELUP00000021286	ENSELUG00000020395	Esox_lucius
ENSCVAP00000014384	ENSCVAG00000017043	Cyprinodon_variegatus
ENSPFOP00000024793	ENSPFOG00000022869	Poecilia_formosa
ENSMVIP00005014937	ENSMVIG00005010776	Manacus_vitellinus
ENSVURP00010014531	ENSVURG00010011141	Vombatus_ursinus
ENSSMRP00000012520	ENSSMRG00000009765	Salvator_merianae
ENSHHUP00000049755	ENSHHUG00000030072	Hucho_hucho
ENSGAFP00000027006	ENSGAFG00000018241	Gambusia_affinis
ENSPREP00000026745	ENSPREG00000018072	Poecilia_reticulata
ENSCPGP00000009294	ENSCPGG00000006617	Calidris_pygmaea
ENSCPBP00000031183	ENSCPBG00000021866	Chrysemys_picta_bellii
ENSPNYP00000028192	ENSPNYG00000021208	Pundamilia_nyererei
ENSDNVP00000001429	ENSDNVG00000001040	Dromaius_novaehollandiae
ENSMMOP00000012753	ENSMMOG00000009797	Mola_mola
ENSPNAP00000015327	ENSPNAG00000021369	Pygocentrus_nattereri
ENSHHUP00000031380	ENSHHUG00000019945	Hucho_hucho
ENSSMAP00000017865	ENSSMAG00000010944	Scophthalmus_maximus
ENSPKIP00000015345	ENSPKIG00000002104	Paramormyrops_kingsleyae
ENSECRP00000025157	ENSECRG00000017033	Erpetoichthys_calabaricus
ENSDCDP00000005664	ENSDCDG00000002746	Denticeps_clupeoides
ENSTGUP00000011739	ENSTGUG00000011387	Taeniopygia_guttata
ENSONIP00000024652	ENSONIG00000019582	Oreochromis_niloticus
ENSPMEP00000013987	ENSPMEG00000016365	Poecilia_mexicana
ENSPVIP00000016780	ENSPVIG00000012953	Pogona_vitticeps
ENSLACP00000013467	ENSLACG00000011855	Latimeria_chalumnae
ENSAOWP00000005462	ENSAOWG00000003763	Apteryx_owenii
ENSAMXP00005048646	ENSAMXG00005022241	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDARP00000152449	ENSDARG00000116341	Danio_rerio
ENSCGOP00000050415	ENSCGOG00000022379	Cottoperca_gobio
ENSACIP00000015292	ENSACIG00000011874	Amphilophus_citrinellus
ENSLCOP00000012062	ENSLCOG00000008744	Lepidothrix_coronata
ENSEEEP00000013993	ENSEEEG00000006959	Electrophorus_electricus
ENSPFOP00000017221	ENSPFOG00000017150	Poecilia_formosa
ENSSHAP00000022376	ENSSHAG00000018941	Sarcophilus_harrisii
ENSSFOP00015013053	ENSSFOG00015008418	Scleropages_formosus
ENSHBUP00000029560	ENSHBUG00000014066	Haplochromis_burtoni
ENSCSEP00000012531	ENSCSEG00000008098	Cynoglossus_semilaevis
ENSHCOP00000025841	ENSHCOG00000016299	Hippocampus_comes
ENSAPEP00000013119	ENSAPEG00000009333	Amphiprion_percula
ENSGWIP00000017380	ENSGWIG00000009673	Gouania_willdenowi
ENSAPOP00000014472	ENSAPOG00000017364	Acanthochromis_polyacanthus
ENSXCOP00000020477	ENSXCOG00000015342	Xiphophorus_couchianus
ENSXETP00000038883	ENSXETG00000018233	Xenopus_tropicalis
ENSNPEP00000019361	ENSNPEG00000014432	Nothoprocta_perdicaria
ENSMALP00000030873	ENSMALG00000021348	Monopterus_albus
ENSMZEP00005013885	ENSMZEG00005010469	Maylandia_zebra
ENSSPAP00000003685	ENSSPAG00000002855	Stegastes_partitus
ENSLSDP00000015157	ENSLSDG00000010936	Lonchura_striata_domestica
ENSCMIP00000044929	ENSCMIG00000018551	Callorhinchus_milii
ENSJHYP00000003568	ENSJHYG00000002939	Junco_hyemalis
ENSXMAP00000012863	ENSXMAG00000012840	Xiphophorus_maculatus
ENSMAMP00000000274	ENSMAMG00000000193	Mastacembelus_armatus
ENSABRP00000017703	ENSABRG00000015335	Anser_brachyrhynchus
ENSAOCP00000010768	ENSAOCG00000014988	Amphiprion_ocellaris
ENSGMOP00000000894	ENSGMOG00000000881	Gadus_morhua
ENSCCEP00000009402	ENSCCEG00000009535	Cyanistes_caeruleus
ENSNSUP00000024245	ENSNSUG00000017537	Notechis_scutatus
ENSSDUP00000008361	ENSSDUG00000006131	Seriola_dumerili
ENSFALP00000005142	ENSFALG00000004941	Ficedula_albicollis
ENSORLP00000030704	ENSORLG00000029340	Oryzias_latipes_ASM223467v1
ENSIPUP00000004909	ENSIPUG00000003430	Ictalurus_punctatus
ENSPMGP00000024884	ENSPMGG00000020127	Periophthalmus_magnuspinnatus
ENSACAP00000017735	ENSACAG00000021037	Anolis_carolinensis
ENSOANP00000029209	ENSOANG00000031929	Ornithorhynchus_anatinus
ENSOMEP00000035776	ENSOMEG00000023208	Oryzias_melastigma
ENSMUNP00000004937	ENSMUNG00000004105	Melopsittacus_undulatus
ENSGACP00000015562	ENSGACG00000011769	Gasterosteus_aculeatus
ENSSCAP00000018492	ENSSCAG00000013386	Serinus_canaria
ENSORLP00020022821	ENSORLG00020003315	Oryzias_latipes_ASM223471v1
ENSLCRP00005046863	ENSLCRG00005017790	Larimichthys_crocea
ENSNBRP00000000853	ENSNBRG00000000746	Neolamprologus_brichardi
ENSTNIP00000022546	ENSTNIG00000019343	Tetraodon_nigroviridis
ENSVURP00010025814	ENSVURG00010019763	Vombatus_ursinus
