ENSAHAP00000009357	ENSAHAG00000005350	Apteryx_haastii
ENSAOWP00000011491	ENSAOWG00000007850	Apteryx_owenii
ENSARWP00000008374	ENSARWG00000005827	Apteryx_rowi
ENSDNVP00000000054	ENSDNVG00000000025	Dromaius_novaehollandiae
ENSNPEP00000008589	ENSNPEG00000006230	Nothoprocta_perdicaria
ENSMVIP00005025762	ENSMVIG00005017844	Manacus_vitellinus
ENSLCOP00000006578	ENSLCOG00000004890	Lepidothrix_coronata
ENSLSDP00000010285	ENSLSDG00000007578	Lonchura_striata_domestica
ENSTGUP00000011094	ENSTGUG00000010724	Taeniopygia_guttata
ENSJHYP00000009696	ENSJHYG00000007618	Junco_hyemalis
ENSZALP00000005317	ENSZALG00000004946	Zonotrichia_albicollis
ENSSCAP00000003877	ENSSCAG00000003213	Serinus_canaria
ENSFALP00000004526	ENSFALG00000004345	Ficedula_albicollis
ENSPMJP00000000066	ENSPMJG00000000085	Parus_major
ENSCCEP00000014856	ENSCCEG00000014141	Cyanistes_caeruleus
ENSMUNP00000019977	ENSMUNG00000015244	Melopsittacus_undulatus
ENSCJPP00005009822	ENSCJPG00005008597	Coturnix_japonica
ENSMGAP00000006705	ENSMGAG00000006664	Meleagris_gallopavo
ENSMGAP00000009752	ENSMGAG00000009448	Meleagris_gallopavo
ENSGALP00000012482	ENSGALG00000007712	Gallus_gallus
ENSNMEP00000021767	ENSNMEG00000018600	Numida_meleagris
ENSABRP00000017843	ENSABRG00000015434	Anser_brachyrhynchus
ENSAPLP00000012212	ENSAPLG00000012334	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000016949	ENSCPGG00000011867	Calidris_pygmaea
ENSCPUP00000017591	ENSCPUG00000008696	Calidris_pugnax
ENSCPRP00005015733	ENSCPRG00005010134	Crocodylus_porosus
ENSTGUP00000015459	ENSTGUG00000015080	Taeniopygia_guttata
ENSCABP00000016510	ENSCABG00000012253	Chelonoidis_abingdonii
ENSGAGP00000032010	ENSGAGG00000022196	Gopherus_agassizii
ENSCPBP00000013769	ENSCPBG00000010271	Chrysemys_picta_bellii
ENSPSIP00000013331	ENSPSIG00000011809	Pelodiscus_sinensis
ENSPVIP00000031005	ENSPVIG00000022790	Pogona_vitticeps
ENSACAP00000006560	ENSACAG00000006316	Anolis_carolinensis
ENSNSUP00000019149	ENSNSUG00000013984	Notechis_scutatus
ENSSMRP00000025715	ENSSMRG00000019872	Salvator_merianae
ENSSPUP00000019642	ENSSPUG00000015011	Sphenodon_punctatus
ENSOANP00000029306	ENSOANG00000030121	Ornithorhynchus_anatinus	ENSOANT00000038550
ENSVURP00010022715	ENSVURG00010017372	Vombatus_ursinus	ENSVURT00010025852
ENSPCIP00000033065	ENSPCIG00000024542	Phascolarctos_cinereus	ENSPCIT00000040712
ENSMEUP00000006926	ENSMEUG00000007559	Notamacropus_eugenii	ENSMEUT00000007603
ENSSHAP00000020583	ENSSHAG00000017456	Sarcophilus_harrisii	ENSSHAT00000020748
ENSMODP00000048129	ENSMODG00000011829	Monodelphis_domestica	ENSMODT00000074694
