ENSCPGP00000009713	ENSCPGG00000006909	Calidris_pygmaea
ENSCPUP00000003155	ENSCPUG00000002425	Calidris_pugnax
ENSMUNP00000003665	ENSMUNG00000003103	Melopsittacus_undulatus
ENSLSDP00000022477	ENSLSDG00000015893	Lonchura_striata_domestica
ENSTGUP00000012084	ENSTGUG00000011721	Taeniopygia_guttata
ENSSCAP00000019361	ENSSCAG00000013985	Serinus_canaria
ENSPMJP00000018103	ENSPMJG00000013571	Parus_major
ENSCCEP00000018249	ENSCCEG00000016763	Cyanistes_caeruleus
ENSFALP00000012117	ENSFALG00000011606	Ficedula_albicollis
ENSJHYP00000021336	ENSJHYG00000016146	Junco_hyemalis
ENSZALP00000020494	ENSZALG00000016107	Zonotrichia_albicollis
ENSMVIP00005025424	ENSMVIG00005017772	Manacus_vitellinus
ENSLCOP00000001114	ENSLCOG00000000921	Lepidothrix_coronata
ENSABRP00000009424	ENSABRG00000008445	Anser_brachyrhynchus
ENSAPLP00000011214	ENSAPLG00000011409	Anas_platyrhynchos_platyrhynchos
ENSGALP00000055888	ENSGALG00000031843	Gallus_gallus
ENSCJPP00005010196	ENSCJPG00005008936	Coturnix_japonica
ENSMGAP00000013931	ENSMGAG00000013192	Meleagris_gallopavo
ENSNMEP00000026141	ENSNMEG00000022077	Numida_meleagris
ENSAHAP00000011989	ENSAHAG00000008669	Apteryx_haastii	ENSAHAT00000013280
ENSAOWP00000022743	ENSAOWG00000015373	Apteryx_owenii	ENSAOWT00000025784
ENSARWP00000004456	ENSARWG00000003253	Apteryx_rowi	ENSARWT00000005144
ENSDNVP00000013545	ENSDNVG00000009533	Dromaius_novaehollandiae	ENSDNVT00000016280
ENSNPEP00000012995	ENSNPEG00000009191	Nothoprocta_perdicaria
ENSCPRP00005007470	ENSCPRG00005005305	Crocodylus_porosus
ENSGAGP00000006433	ENSGAGG00000005202	Gopherus_agassizii
ENSCABP00000005937	ENSCABG00000004457	Chelonoidis_abingdonii
ENSCPBP00000025797	ENSCPBG00000018305	Chrysemys_picta_bellii
ENSPSIP00000009872	ENSPSIG00000008848	Pelodiscus_sinensis
ENSPVIP00000017772	ENSPVIG00000013627	Pogona_vitticeps
ENSACAP00000013852	ENSACAG00000014109	Anolis_carolinensis
ENSNSUP00000007091	ENSNSUG00000005599	Notechis_scutatus
ENSSMRP00000007811	ENSSMRG00000006243	Salvator_merianae
ENSSMRP00000024800	ENSSMRG00000019169	Salvator_merianae
ENSSPUP00000011464	ENSSPUG00000008803	Sphenodon_punctatus
ENSOANP00000010875	ENSOANG00000006818	Ornithorhynchus_anatinus
ENSOANP00000018504	ENSOANG00000011678	Ornithorhynchus_anatinus
ENSPTRP00000031735	ENSPTRG00000018591	Pan_troglodytes
ENSPPAP00000035821	ENSPPAG00000040675	Pan_paniscus
ENSGGOP00000013185	ENSGGOG00000013519	Gorilla_gorilla
ENSP00000357131	ENSG00000146376	Homo_sapiens
ENSPPYP00000019036	ENSPPYG00000017000	Pongo_abelii
ENSNLEP00000017339	ENSNLEG00000014230	Nomascus_leucogenys
ENSMNEP00000033253	ENSMNEG00000039897	Macaca_nemestrina
ENSMFAP00000005794	ENSMFAG00000002561	Macaca_fascicularis
ENSMMUP00000026797	ENSMMUG00000020365	Macaca_mulatta
ENSCSAP00000012629	ENSCSAG00000016569	Chlorocebus_sabaeus
ENSCATP00000004362	ENSCATG00000015436	Cercocebus_atys
ENSMLEP00000012450	ENSMLEG00000030405	Mandrillus_leucophaeus
ENSPANP00000003875	ENSPANG00000024027	Papio_anubis
ENSTGEP00000010655	ENSTGEG00000008708	Theropithecus_gelada
ENSCANP00000013785	ENSCANG00000030335	Colobus_angolensis_palliatus
ENSPTEP00000015632	ENSPTEG00000017273	Piliocolobus_tephrosceles
ENSRROP00000034314	ENSRROG00000040714	Rhinopithecus_roxellana
ENSRBIP00000025478	ENSRBIG00000036619	Rhinopithecus_bieti
ENSSBOP00000021853	ENSSBOG00000027485	Saimiri_boliviensis_boliviensis
ENSCJAP00000006063	ENSCJAG00000003308	Callithrix_jacchus
ENSCCAP00000006498	ENSCCAG00000020998	Cebus_capucinus_imitator
ENSANAP00000028358	ENSANAG00000031991	Aotus_nancymaae
ENSTSYP00000003078	ENSTSYG00000003354	Carlito_syrichta
ENSPSMP00000019393	ENSPSMG00000013668	Prolemur_simus
ENSMICP00000045170	ENSMICG00000017694	Microcebus_murinus
ENSPCOP00000020315	ENSPCOG00000022119	Propithecus_coquereli
ENSOGAP00000000438	ENSOGAG00000000489	Otolemur_garnettii
ENSTBEP00000013460	ENSTBEG00000015488	Tupaia_belangeri
ENSCCNP00000028198	ENSCCNG00000027069	Castor_canadensis
ENSDORP00000017808	ENSDORG00000006093	Dipodomys_ordii
ENSMUSP00000044834	ENSMUSG00000039031	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000019132	ENSMSIG00000016199	Mus_spicilegus
MGP_SPRETEiJ_P0023677	MGP_SPRETEiJ_G0016009	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0022543	MGP_CAROLIEiJ_G0015200	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0056608	MGP_PahariEiJ_G0023822	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000015548	ENSRNOG00000011245	Rattus_norvegicus
ENSMUGP00000016961	ENSMUGG00000014505	Meriones_unguiculatus
ENSPEMP00000026833	ENSPEMG00000022815	Peromyscus_maniculatus_bairdii
ENSMOCP00000022352	ENSMOCG00000019427	Microtus_ochrogaster
ENSCGRP00001002843	ENSCGRG00001003271	Cricetulus_griseus_CHOK1GS_HDv1
