ENSCABP00000012474	ENSCABG00000009343	Chelonoidis_abingdonii
ENSGAGP00000011987	ENSGAGG00000009239	Gopherus_agassizii
ENSCPBP00000018674	ENSCPBG00000013587	Chrysemys_picta_bellii
ENSPSIP00000015231	ENSPSIG00000013629	Pelodiscus_sinensis
ENSARWP00000024169	ENSARWG00000016481	Apteryx_rowi
ENSAHAP00000012991	ENSAHAG00000009375	Apteryx_haastii
ENSAOWP00000018711	ENSAOWG00000012720	Apteryx_owenii
ENSDNVP00000026998	ENSDNVG00000018757	Dromaius_novaehollandiae
ENSNPEP00000011179	ENSNPEG00000008402	Nothoprocta_perdicaria
ENSGALP00000037370	ENSGALG00000011468	Gallus_gallus
ENSCJPP00005015835	ENSCJPG00005013071	Coturnix_japonica
ENSNMEP00000027377	ENSNMEG00000022926	Numida_meleagris
ENSJHYP00000016448	ENSJHYG00000012584	Junco_hyemalis
ENSABRP00000014226	ENSABRG00000012598	Anser_brachyrhynchus
ENSCCEP00000028331	ENSCCEG00000024499	Cyanistes_caeruleus
ENSPMJP00000027111	ENSPMJG00000019760	Parus_major
ENSLSDP00000018165	ENSLSDG00000012969	Lonchura_striata_domestica
ENSSCAP00000017240	ENSSCAG00000012528	Serinus_canaria
ENSLCOP00000009880	ENSLCOG00000007176	Lepidothrix_coronata
ENSFALP00000004148	ENSFALG00000003984	Ficedula_albicollis
ENSCPUP00000000526	ENSCPUG00000000453	Calidris_pugnax
ENSCPGP00000011221	ENSCPGG00000007983	Calidris_pygmaea
ENSTGUP00000005262	ENSTGUG00000005120	Taeniopygia_guttata
ENSMVIP00005015073	ENSMVIG00005010834	Manacus_vitellinus
ENSZALP00000017868	ENSZALG00000014387	Zonotrichia_albicollis
ENSMUNP00000016831	ENSMUNG00000012952	Melopsittacus_undulatus
ENSCPRP00005027402	ENSCPRG00005018975	Crocodylus_porosus
ENSPVIP00000009310	ENSPVIG00000007422	Pogona_vitticeps
ENSACAP00000000081	ENSACAG00000000083	Anolis_carolinensis
ENSNSUP00000016332	ENSNSUG00000012066	Notechis_scutatus
ENSSMRP00000014924	ENSSMRG00000011625	Salvator_merianae
ENSSPUP00000020054	ENSSPUG00000015404	Sphenodon_punctatus
ENSTTRP00000008540	ENSTTRG00000009004	Tursiops_truncatus
ENSSSCP00000024248	ENSSSCG00000025924	Sus_scrofa_strain_reference
ENSBIXP00000035548	ENSBIXG00000003303	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005021503	ENSBIXG00005004180	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000061830	ENSBTAG00000054218	Bos_taurus
ENSBMUP00000034632	ENSBMUG00000025790	Bos_mutus
ENSBBBP00000000624	ENSBBBG00000001612	Bison_bison_bison
ENSCHIP00000008427	ENSCHIG00000011607	Capra_hircus
ENSOARP00000020863	ENSOARG00000019421	Ovis_aries
ENSUMAP00000027742	ENSUMAG00000020139	Ursus_maritimus
ENSAMEP00000003543	ENSAMEG00000003357	Ailuropoda_melanoleuca
ENSNVIP00000006386	ENSNVIG00000005097	Neovison_vison
ENSMPUP00000016396	ENSMPUG00000016499	Mustela_putorius_furo
ENSCAFP00000021360	ENSCAFG00000014474	Canis_lupus_familiaris
ENSCAFP00020035026	ENSCAFG00020027142	Canis_lupus_dingo
ENSVVUP00000010322	ENSVVUG00000007604	Vulpes_vulpes
ENSPPRP00000022643	ENSPPRG00000013098	Panthera_pardus
ENSPTIP00000000436	ENSPTIG00000001085	Panthera_tigris_altaica
ENSFCAP00000031097	ENSFCAG00000021980	Felis_catus
ENSUAMP00000011975	ENSUAMG00000009712	Ursus_americanus
ENSPPAP00000007341	ENSPPAG00000026552	Pan_paniscus
ENSPTRP00000022058	ENSPTRG00000012903	Pan_troglodytes
ENSP00000233813	ENSG00000115461	Homo_sapiens
ENSGGOP00000021127	ENSGGOG00000016946	Gorilla_gorilla
ENSPPYP00000014701	ENSPPYG00000013157	Pongo_abelii
ENSNLEP00000008878	ENSNLEG00000007279	Nomascus_leucogenys
ENSTGEP00000011011	ENSTGEG00000009008	Theropithecus_gelada
ENSPANP00000004631	ENSPANG00000012145	Papio_anubis
ENSCATP00000043559	ENSCATG00000044314	Cercocebus_atys
ENSMLEP00000020442	ENSMLEG00000034428	Mandrillus_leucophaeus
ENSCSAP00000005296	ENSCSAG00000009041	Chlorocebus_sabaeus
ENSMFAP00000042730	ENSMFAG00000040116	Macaca_fascicularis
ENSMNEP00000023106	ENSMNEG00000035172	Macaca_nemestrina
ENSMMUP00000059646	ENSMMUG00000041480	Macaca_mulatta
ENSPTEP00000041608	ENSPTEG00000038066	Piliocolobus_tephrosceles
ENSRROP00000020270	ENSRROG00000034083	Rhinopithecus_roxellana
ENSCANP00000027051	ENSCANG00000036942	Colobus_angolensis_palliatus
ENSSBOP00000005633	ENSSBOG00000019704	Saimiri_boliviensis_boliviensis
ENSCJAP00000069283	ENSCJAG00000062900	Callithrix_jacchus
ENSCCAP00000035613	ENSCCAG00000035731	Cebus_capucinus_imitator
ENSANAP00000014910	ENSANAG00000025346	Aotus_nancymaae
ENSCCNP00000008460	ENSCCNG00000008969	Castor_canadensis
ENSDORP00000008166	ENSDORG00000008699	Dipodomys_ordii
MGP_SPRETEiJ_P0019228	MGP_SPRETEiJ_G0015055	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0018219	MGP_CAROLIEiJ_G0014249	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000027377	ENSMUSG00000026185	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000024588	ENSMSIG00000020803	Mus_spicilegus
MGP_PahariEiJ_P0073527	MGP_PahariEiJ_G0027487	Mus_pahari_strain_PAHARI_EIJ
