ENSPVIP00000035169	ENSPVIG00000025716	Pogona_vitticeps
ENSACAP00000006738	ENSACAG00000006870	Anolis_carolinensis
ENSNSUP00000021268	ENSNSUG00000015457	Notechis_scutatus
ENSSMRP00000014643	ENSSMRG00000011400	Salvator_merianae
ENSPSIP00000006967	ENSPSIG00000006445	Pelodiscus_sinensis
ENSGAGP00000013789	ENSGAGG00000010365	Gopherus_agassizii
ENSCABP00000001063	ENSCABG00000000881	Chelonoidis_abingdonii
ENSCPBP00000040973	ENSCPBG00000028130	Chrysemys_picta_bellii
ENSCPRP00005015327	ENSCPRG00005010754	Crocodylus_porosus
ENSMVIP00005013648	ENSMVIG00005009873	Manacus_vitellinus
ENSLCOP00000020181	ENSLCOG00000014271	Lepidothrix_coronata
ENSSCAP00000022465	ENSSCAG00000016146	Serinus_canaria
ENSLSDP00000005400	ENSLSDG00000004227	Lonchura_striata_domestica
ENSJHYP00000003955	ENSJHYG00000003265	Junco_hyemalis
ENSZALP00000013211	ENSZALG00000010995	Zonotrichia_albicollis
ENSCCEP00000010686	ENSCCEG00000010566	Cyanistes_caeruleus
ENSPMJP00000026221	ENSPMJG00000019171	Parus_major
ENSFALP00000002219	ENSFALG00000002133	Ficedula_albicollis
ENSCPUP00000023728	ENSCPUG00000016106	Calidris_pugnax
ENSCPGP00000018258	ENSCPGG00000012773	Calidris_pygmaea
ENSMUNP00000012232	ENSMUNG00000009622	Melopsittacus_undulatus
ENSCJPP00005012831	ENSCJPG00005010887	Coturnix_japonica
ENSGALP00000050534	ENSGALG00000001073	Gallus_gallus
ENSNMEP00000014773	ENSNMEG00000013176	Numida_meleagris
ENSABRP00000026799	ENSABRG00000022362	Anser_brachyrhynchus
ENSAPLP00000032480	ENSAPLG00000026220	Anas_platyrhynchos_platyrhynchos
ENSAOWP00000003892	ENSAOWG00000002734	Apteryx_owenii
ENSAHAP00000018488	ENSAHAG00000013113	Apteryx_haastii
ENSARWP00000008008	ENSARWG00000005597	Apteryx_rowi
ENSDNVP00000019068	ENSDNVG00000013337	Dromaius_novaehollandiae
ENSNPEP00000017406	ENSNPEG00000012950	Nothoprocta_perdicaria
ENSSPUP00000001340	ENSSPUG00000000892	Sphenodon_punctatus
ENSVURP00010022752	ENSVURG00010017416	Vombatus_ursinus
ENSVURP00010012240	ENSVURG00010009439	Vombatus_ursinus
ENSPCIP00000049556	ENSPCIG00000020572	Phascolarctos_cinereus
ENSMEUP00000012319	ENSMEUG00000013509	Notamacropus_eugenii
ENSSHAP00000019711	ENSSHAG00000016733	Sarcophilus_harrisii
ENSMODP00000024651	ENSMODG00000019748	Monodelphis_domestica
ENSMLUP00000013390	ENSMLUG00000014714	Myotis_lucifugus
ENSPVAP00000001351	ENSPVAG00000001435	Pteropus_vampyrus
ENSUAMP00000030922	ENSUAMG00000023744	Ursus_americanus
