ENSVURP00010012517	ENSVURG00010009236	Vombatus_ursinus
ENSPCIP00000030368	ENSPCIG00000022587	Phascolarctos_cinereus
ENSMEUP00000002446	ENSMEUG00000002677	Notamacropus_eugenii
ENSSHAP00000011438	ENSSHAG00000009831	Sarcophilus_harrisii
ENSMODP00000005770	ENSMODG00000004685	Monodelphis_domestica
ENSCCAP00000037908	ENSCCAG00000036794	Cebus_capucinus_imitator
ENSSBOP00000039155	ENSSBOG00000035592	Saimiri_boliviensis_boliviensis
ENSCJAP00000064257	ENSCJAG00000012565	Callithrix_jacchus
ENSANAP00000013548	ENSANAG00000024665	Aotus_nancymaae
ENSCCAP00000026158	ENSCCAG00000030878	Cebus_capucinus_imitator
ENSCCAP00000031241	ENSCCAG00000033677	Cebus_capucinus_imitator
ENSP00000481762	ENSG00000009307	Homo_sapiens
ENSGGOP00000044717	ENSGGOG00000002164	Gorilla_gorilla
ENSPTRP00000071477	ENSPTRG00000033721	Pan_troglodytes
ENSPPAP00000007074	ENSPPAG00000025861	Pan_paniscus
ENSPPYP00000001161	ENSPPYG00000000996	Pongo_abelii
ENSNLEP00000038112	ENSNLEG00000004842	Nomascus_leucogenys
ENSMFAP00000035231	ENSMFAG00000003674	Macaca_fascicularis
ENSMNEP00000045466	ENSMNEG00000045247	Macaca_nemestrina
ENSMMUP00000002632	ENSMMUG00000001974	Macaca_mulatta
ENSCSAP00000016368	ENSCSAG00000001658	Chlorocebus_sabaeus
ENSTGEP00000008067	ENSTGEG00000006526	Theropithecus_gelada
ENSCATP00000027187	ENSCATG00000036962	Cercocebus_atys
ENSMLEP00000029280	ENSMLEG00000038673	Mandrillus_leucophaeus
ENSPANP00000000016	ENSPANG00000018873	Papio_anubis
ENSRBIP00000028413	ENSRBIG00000038088	Rhinopithecus_bieti
ENSPTEP00000014861	ENSPTEG00000016558	Piliocolobus_tephrosceles
ENSCANP00000015239	ENSCANG00000031069	Colobus_angolensis_palliatus
ENSPTEP00000033804	ENSPTEG00000032153	Piliocolobus_tephrosceles
ENSCANP00000023381	ENSCANG00000035096	Colobus_angolensis_palliatus
ENSRROP00000039605	ENSRROG00000043101	Rhinopithecus_roxellana
ENSRBIP00000030241	ENSRBIG00000038966	Rhinopithecus_bieti
ENSTSYP00000003436	ENSTSYG00000003747	Carlito_syrichta
ENSPSMP00000020472	ENSPSMG00000014304	Prolemur_simus
ENSMICP00000027600	ENSMICG00000002050	Microcebus_murinus
ENSPCOP00000012627	ENSPCOG00000017893	Propithecus_coquereli
ENSOGAP00000010855	ENSOGAG00000012127	Otolemur_garnettii
ENSCCNP00000016922	ENSCCNG00000016548	Castor_canadensis
ENSDORP00000010910	ENSDORG00000011609	Dipodomys_ordii
ENSPEMP00000023261	ENSPEMG00000020357	Peromyscus_maniculatus_bairdii
ENSMOCP00000021687	ENSMOCG00000018960	Microtus_ochrogaster
ENSCGRP00000003041	ENSCGRG00000002225	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001016585	ENSCGRG00001016833	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00001012668	ENSCGRG00001014011	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000007996	ENSCGRG00000005831	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035265	ENSCGRG00015026199	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000014203	ENSMAUG00000014031	Mesocricetus_auratus
ENSMSIP00000014721	ENSMSIG00000011996	Mus_spicilegus
MGP_SPRETEiJ_P0061960	MGP_SPRETEiJ_G0026394	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000029446	ENSMUSG00000068823	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0059571	MGP_CAROLIEiJ_G0025444	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0070541	MGP_PahariEiJ_G0026888	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069264	ENSRNOG00000061058	Rattus_norvegicus
ENSMUGP00000027078	ENSMUGG00000022403	Meriones_unguiculatus
ENSNGAP00000023334	ENSNGAG00000021929	Nannospalax_galili
ENSNGAP00000010090	ENSNGAG00000012599	Nannospalax_galili
ENSJJAP00000018243	ENSJJAG00000019571	Jaculus_jaculus
ENSSDAP00000027463	ENSSDAG00000024891	Spermophilus_dauricus
ENSSTOP00000031051	ENSSTOG00000032722	Ictidomys_tridecemlineatus
ENSSTOP00000027900	ENSSTOG00000030994	Ictidomys_tridecemlineatus
ENSUPAP00010028471	ENSUPAG00010022340	Urocitellus_parryii
ENSMMMP00000016686	ENSMMMG00000014448	Marmota_marmota_marmota
ENSODEP00000009868	ENSODEG00000007383	Octodon_degus
ENSODEP00000008027	ENSODEG00000005979	Octodon_degus
ENSCLAP00000009542	ENSCLAG00000006618	Chinchilla_lanigera
ENSCPOP00000031897	ENSCPOG00000040388	Cavia_porcellus
ENSCAPP00000014863	ENSCAPG00000015128	Cavia_aperea
ENSHGLP00000011942	ENSHGLG00000008555	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005538	ENSHGLG00100004195	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000005232	ENSHGLG00000003829	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016351	ENSHGLG00100012072	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100026505	ENSHGLG00100019438	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013455	ENSHGLG00000009620	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002915	ENSHGLG00100002245	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000779	ENSHGLG00000000650	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006446	ENSHGLG00100004833	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010405	ENSHGLG00000007471	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009824	ENSHGLG00100007287	Heterocephalus_glaber_HetGla_1.0
