ENSSMRP00000021853	ENSSMRG00000016998	Salvator_merianae
ENSPVIP00000014436	ENSPVIG00000011159	Pogona_vitticeps
ENSSPUP00000016767	ENSSPUG00000012955	Sphenodon_punctatus
ENSPMJP00000004057	ENSPMJG00000003504	Parus_major
ENSFALP00000001992	ENSFALG00000001918	Ficedula_albicollis
ENSLCOP00000017038	ENSLCOG00000012087	Lepidothrix_coronata
ENSJHYP00000016095	ENSJHYG00000012330	Junco_hyemalis
ENSMGAP00000002487	ENSMGAG00000002859	Meleagris_gallopavo
ENSCPRP00005003987	ENSCPRG00005002928	Crocodylus_porosus
ENSNSUP00000013648	ENSNSUG00000010148	Notechis_scutatus
ENSAMXP00005036862	ENSAMXG00005017562	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000035764	ENSAMXG00000008090	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000009706	ENSPNAG00000015195	Pygocentrus_nattereri
ENSIPUP00000013347	ENSIPUG00000009106	Ictalurus_punctatus
ENSEEEP00000023680	ENSEEEG00000011476	Electrophorus_electricus
ENSDARP00000109902	ENSDARG00000070416	Danio_rerio
ENSCHAP00000056339	ENSCHAG00000025509	Clupea_harengus	ENSCHAT00000060749
ENSDCDP00000017160	ENSDCDG00000013971	Denticeps_clupeoides	ENSDCDT00000024103
ENSSDUP00000002254	ENSSDUG00000001729	Seriola_dumerili
ENSSLDP00000005012	ENSSLDG00000003940	Seriola_lalandi_dorsalis
ENSSMAP00000021152	ENSSMAG00000012959	Scophthalmus_maximus
ENSLCAP00010008784	ENSLCAG00010004229	Lates_calcarifer
ENSMALP00000018316	ENSMALG00000012767	Monopterus_albus
ENSMAMP00000025668	ENSMAMG00000017206	Mastacembelus_armatus
ENSATEP00000007780	ENSATEG00000005444	Anabas_testudineus
ENSBSLP00000050603	ENSBSLG00000024069	Betta_splendens
ENSAOCP00000023750	ENSAOCG00000010099	Amphiprion_ocellaris
ENSAPEP00000030690	ENSAPEG00000021787	Amphiprion_percula
ENSAPOP00000026427	ENSAPOG00000010209	Acanthochromis_polyacanthus
ENSSPAP00000004251	ENSSPAG00000003248	Stegastes_partitus
ENSPRNP00000021160	ENSPRNG00000010966	Parambassis_ranga
ENSACLP00000026748	ENSACLG00000018166	Astatotilapia_calliptera
ENSMZEP00005014966	ENSMZEG00005011238	Maylandia_zebra
ENSPNYP00000022546	ENSPNYG00000016998	Pundamilia_nyererei
ENSHBUP00000034801	ENSHBUG00000022605	Haplochromis_burtoni
ENSNBRP00000020921	ENSNBRG00000016049	Neolamprologus_brichardi
ENSONIP00000018715	ENSONIG00000014867	Oreochromis_niloticus
ENSACIP00000013496	ENSACIG00000010483	Amphilophus_citrinellus
ENSCGOP00000024485	ENSCGOG00000011629	Cottoperca_gobio
ENSGACP00000016541	ENSGACG00000012508	Gasterosteus_aculeatus
ENSLCRP00005034205	ENSLCRG00005013426	Larimichthys_crocea
ENSLBEP00000005433	ENSLBEG00000004144	Labrus_bergylta
ENSTRUP00000008902	ENSTRUG00000024619	Takifugu_rubripes
ENSTNIP00000010733	ENSTNIG00000007913	Tetraodon_nigroviridis
ENSMMOP00000017837	ENSMMOG00000013535	Mola_mola
ENSXMAP00000011770	ENSXMAG00000011762	Xiphophorus_maculatus
ENSXCOP00000010409	ENSXCOG00000007884	Xiphophorus_couchianus
ENSGAFP00000022606	ENSGAFG00000015270	Gambusia_affinis
ENSPFOP00000014802	ENSPFOG00000014753	Poecilia_formosa
ENSPMEP00000000902	ENSPMEG00000001755	Poecilia_mexicana
ENSPLAP00000030279	ENSPLAG00000021174	Poecilia_latipinna
ENSPREP00000031629	ENSPREG00000021431	Poecilia_reticulata
ENSFHEP00000016882	ENSFHEG00000018612	Fundulus_heteroclitus
ENSCVAP00000028508	ENSCVAG00000015618	Cyprinodon_variegatus
ENSKMAP00000026015	ENSKMAG00000019282	Kryptolebias_marmoratus
ENSORLP00000042600	ENSORLG00000011527	Oryzias_latipes_ASM223467v1
ENSORLP00020008030	ENSORLG00020008939	Oryzias_latipes_ASM223471v1
ENSORLP00015023569	ENSORLG00015003612	Oryzias_latipes_ASM223469v1
ENSOMEP00000010266	ENSOMEG00000011546	Oryzias_melastigma
ENSHCOP00000025112	ENSHCOG00000014956	Hippocampus_comes
ENSPMGP00000025563	ENSPMGG00000020623	Periophthalmus_magnuspinnatus
ENSCSEP00000013810	ENSCSEG00000008880	Cynoglossus_semilaevis
ENSGWIP00000051215	ENSGWIG00000024828	Gouania_willdenowi
ENSGMOP00000004428	ENSGMOG00000004173	Gadus_morhua
ENSELUP00000012282	ENSELUG00000012541	Esox_lucius
ENSHHUP00000019024	ENSHHUG00000011851	Hucho_hucho
ENSPKIP00000022443	ENSPKIG00000006433	Paramormyrops_kingsleyae
ENSSFOP00015021292	ENSSFOG00015013697	Scleropages_formosus
ENSLOCP00000011868	ENSLOCG00000009716	Lepisosteus_oculatus
ENSECRP00000020114	ENSECRG00000013520	Erpetoichthys_calabaricus
ENSPMAP00000002418	ENSPMAG00000002206	Petromyzon_marinus
ENSCINP00000009869	ENSCING00000004776	Ciona_intestinalis
ENSCSAVP00000015921	ENSCSAVG00000009368	Ciona_savignyi
