ENSCHAP00000019797	ENSCHAG00000010081	Clupea_harengus
ENSDCDP00000028155	ENSDCDG00000020380	Denticeps_clupeoides
ENSAMXP00000029955	ENSAMXG00000032428	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000036612	ENSPNAG00000027582	Pygocentrus_nattereri
ENSEEEP00000034877	ENSEEEG00000016587	Electrophorus_electricus
ENSIPUP00000028158	ENSIPUG00000019071	Ictalurus_punctatus
ENSDARP00000003884	ENSDARG00000021107	Danio_rerio
ENSCGOP00000026132	ENSCGOG00000012305	Cottoperca_gobio
ENSGACP00000020126	ENSGACG00000015255	Gasterosteus_aculeatus
ENSMMOP00000013915	ENSMMOG00000010657	Mola_mola
ENSLCRP00005005761	ENSLCRG00005002933	Larimichthys_crocea
ENSLBEP00000000845	ENSLBEG00000000677	Labrus_bergylta
ENSMALP00000029544	ENSMALG00000020442	Monopterus_albus
ENSMAMP00000014565	ENSMAMG00000009881	Mastacembelus_armatus
ENSBSLP00000054688	ENSBSLG00000025671	Betta_splendens
ENSATEP00000022253	ENSATEG00000015449	Anabas_testudineus
ENSSDUP00000021737	ENSSDUG00000015810	Seriola_dumerili
ENSSLDP00000013632	ENSSLDG00000010874	Seriola_lalandi_dorsalis
ENSLCAP00010035154	ENSLCAG00010016478	Lates_calcarifer
ENSSMAP00000004236	ENSSMAG00000002629	Scophthalmus_maximus
ENSAPEP00000017232	ENSAPEG00000012336	Amphiprion_percula
ENSAOCP00000027203	ENSAOCG00000015960	Amphiprion_ocellaris
ENSAPOP00000002514	ENSAPOG00000003916	Acanthochromis_polyacanthus
ENSSPAP00000006442	ENSSPAG00000004960	Stegastes_partitus
ENSPRNP00000017814	ENSPRNG00000009414	Parambassis_ranga
ENSMZEP00005034256	ENSMZEG00005025609	Maylandia_zebra
ENSACLP00000003437	ENSACLG00000002356	Astatotilapia_calliptera
ENSHBUP00000019616	ENSHBUG00000021796	Haplochromis_burtoni
ENSPNYP00000009103	ENSPNYG00000006928	Pundamilia_nyererei
