ENSPKIP00000025795	ENSPKIG00000008516	Paramormyrops_kingsleyae
ENSDARP00000096361	ENSDARG00000071426	Danio_rerio
ENSHHUP00000073460	ENSHHUG00000043118	Hucho_hucho
ENSPLAP00000016379	ENSPLAG00000020505	Poecilia_latipinna
ENSMALP00000021973	ENSMALG00000015343	Monopterus_albus
ENSMAMP00000004305	ENSMAMG00000002917	Mastacembelus_armatus
ENSPNAP00000003885	ENSPNAG00000010333	Pygocentrus_nattereri
ENSCVAP00000011433	ENSCVAG00000013693	Cyprinodon_variegatus
ENSHHUP00000001515	ENSHHUG00000001011	Hucho_hucho
ENSSMAP00000009729	ENSSMAG00000005995	Scophthalmus_maximus
ENSORLP00000023419	ENSORLG00000018749	Oryzias_latipes_ASM223467v1
ENSLCAP00010029996	ENSLCAG00010014086	Lates_calcarifer
ENSMMOP00000027442	ENSMMOG00000020756	Mola_mola
ENSGWIP00000005474	ENSGWIG00000002999	Gouania_willdenowi
ENSIPUP00000005890	ENSIPUG00000004089	Ictalurus_punctatus
ENSPRNP00000039094	ENSPRNG00000019290	Parambassis_ranga
ENSACIP00000012082	ENSACIG00000009410	Amphilophus_citrinellus
ENSPREP00000013225	ENSPREG00000008989	Poecilia_reticulata
ENSECRP00000032696	ENSECRG00000022152	Erpetoichthys_calabaricus
ENSGAFP00000016359	ENSGAFG00000011043	Gambusia_affinis
F56A8.3a.2	WBGene00010139	Caenorhabditis_elegans_strain_N2
ENSSFOP00015000319	ENSSFOG00015000294	Scleropages_formosus
ENSOMEP00000026699	ENSOMEG00000008737	Oryzias_melastigma
ENSOMEP00000006214	ENSOMEG00000007258	Oryzias_melastigma
ENSTNIP00000002987	ENSTNIG00000000837	Tetraodon_nigroviridis
ENSDCDP00000009495	ENSDCDG00000004763	Denticeps_clupeoides	ENSDCDT00000010452
ENSPFOP00000013949	ENSPFOG00000013902	Poecilia_formosa
ENSSPAP00000012635	ENSSPAG00000009580	Stegastes_partitus
ENSNBRP00000009970	ENSNBRG00000007694	Neolamprologus_brichardi
ENSAOCP00000008283	ENSAOCG00000012251	Amphiprion_ocellaris
ENSAMXP00000033466	ENSAMXG00000032220	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000044992
ENSONIP00000010101	ENSONIG00000008020	Oreochromis_niloticus
ENSCSEP00000021011	ENSCSEG00000013413	Cynoglossus_semilaevis
ENSFHEP00000008358	ENSFHEG00000009536	Fundulus_heteroclitus
ENSGACP00000004124	ENSGACG00000003149	Gasterosteus_aculeatus
ENSELUP00000024471	ENSELUG00000023258	Esox_lucius
ENSTRUP00000048602	ENSTRUG00000020471	Takifugu_rubripes
ENSHCOP00000025388	ENSHCOG00000015486	Hippocampus_comes
ENSSDUP00000018878	ENSSDUG00000013785	Seriola_dumerili
ENSBSLP00000030101	ENSBSLG00000014923	Betta_splendens
ENSATEP00000005958	ENSATEG00000004215	Anabas_testudineus
ENSAPOP00000028914	ENSAPOG00000014447	Acanthochromis_polyacanthus
ENSLBEP00000036583	ENSLBEG00000027345	Labrus_bergylta
ENSXMAP00000017050	ENSXMAG00000017011	Xiphophorus_maculatus
ENSKMAP00000012219	ENSKMAG00000009185	Kryptolebias_marmoratus
ENSPNYP00000006376	ENSPNYG00000004908	Pundamilia_nyererei
ENSLOCP00000013727	ENSLOCG00000011171	Lepisosteus_oculatus
ENSMZEP00005005804	ENSMZEG00005004346	Maylandia_zebra
ENSCGOP00000033574	ENSCGOG00000015549	Cottoperca_gobio
ENSLCRP00005058124	ENSLCRG00005021578	Larimichthys_crocea
ENSEEEP00000042176	ENSEEEG00000019923	Electrophorus_electricus
ENSSLDP00000022857	ENSSLDG00000017811	Seriola_lalandi_dorsalis
ENSAMXP00005054932	ENSAMXG00005024537	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSACLP00000039979	ENSACLG00000026920	Astatotilapia_calliptera
ENSGMOP00000004263	ENSGMOG00000004024	Gadus_morhua
ENSAPEP00000009754	ENSAPEG00000007005	Amphiprion_percula
ENSTNIP00000009516	ENSTNIG00000006732	Tetraodon_nigroviridis
ENSCHAP00000030656	ENSCHAG00000014692	Clupea_harengus	ENSCHAT00000033276
ENSHBUP00000007789	ENSHBUG00000009360	Haplochromis_burtoni
