ENSAHAP00000004708	ENSAHAG00000003386	Apteryx_haastii	ENSAHAT00000005287
ENSAOWP00000020356	ENSAOWG00000013745	Apteryx_owenii	ENSAOWT00000023069
ENSARWP00000021961	ENSARWG00000014976	Apteryx_rowi	ENSARWT00000024891
ENSDNVP00000022539	ENSDNVG00000015671	Dromaius_novaehollandiae	ENSDNVT00000027176
ENSNPEP00000000261	ENSNPEG00000000070	Nothoprocta_perdicaria
ENSABRP00000011253	ENSABRG00000010091	Anser_brachyrhynchus
ENSAPLP00000026462	ENSAPLG00000010656	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000015547	ENSMGAG00000014674	Meleagris_gallopavo
ENSCJPP00005022450	ENSCJPG00005017882	Coturnix_japonica
ENSGALP00000067697	ENSGALG00000016529	Gallus_gallus
ENSNMEP00000017849	ENSNMEG00000015550	Numida_meleagris
ENSLCOP00000003750	ENSLCOG00000002838	Lepidothrix_coronata
ENSMVIP00005020873	ENSMVIG00005014702	Manacus_vitellinus
ENSLSDP00000005700	ENSLSDG00000004413	Lonchura_striata_domestica
ENSTGUP00000008001	ENSTGUG00000007769	Taeniopygia_guttata
ENSSCAP00000019124	ENSSCAG00000013673	Serinus_canaria
ENSPMJP00000014919	ENSPMJG00000011307	Parus_major
ENSCCEP00000006559	ENSCCEG00000006996	Cyanistes_caeruleus
ENSFALP00000004489	ENSFALG00000004310	Ficedula_albicollis
ENSJHYP00000010604	ENSJHYG00000008327	Junco_hyemalis
ENSZALP00000023436	ENSZALG00000018134	Zonotrichia_albicollis
ENSMUNP00000003937	ENSMUNG00000003302	Melopsittacus_undulatus
ENSCPGP00000005714	ENSCPGG00000004110	Calidris_pygmaea
ENSCPUP00000010635	ENSCPUG00000007558	Calidris_pugnax
ENSCPRP00005007185	ENSCPRG00005005093	Crocodylus_porosus
ENSGAGP00000005318	ENSGAGG00000004306	Gopherus_agassizii
ENSCABP00000017391	ENSCABG00000012928	Chelonoidis_abingdonii
ENSCPBP00000008854	ENSCPBG00000006856	Chrysemys_picta_bellii
ENSPSIP00000014123	ENSPSIG00000012675	Pelodiscus_sinensis
ENSPVIP00000031976	ENSPVIG00000023471	Pogona_vitticeps
ENSACAP00000011458	ENSACAG00000011708	Anolis_carolinensis
ENSNSUP00000017401	ENSNSUG00000012777	Notechis_scutatus
ENSSMRP00000029405	ENSSMRG00000022612	Salvator_merianae
ENSSPUP00000023597	ENSSPUG00000018011	Sphenodon_punctatus
ENSMODP00000021387	ENSMODG00000017140	Monodelphis_domestica
ENSSHAP00000007450	ENSSHAG00000006474	Sarcophilus_harrisii
ENSVURP00010000869	ENSVURG00010000750	Vombatus_ursinus
ENSPCIP00000023265	ENSPCIG00000017622	Phascolarctos_cinereus
ENSMEUP00000003830	ENSMEUG00000004195	Notamacropus_eugenii
ENSDNOP00000001939	ENSDNOG00000002494	Dasypus_novemcinctus
ENSCHOP00000006701	ENSCHOG00000007557	Choloepus_hoffmanni
ENSLAFP00000007897	ENSLAFG00000009417	Loxodonta_africana
ENSPCAP00000000228	ENSPCAG00000000234	Procavia_capensis
