FBpp0075724	FBgn0036248	Drosophila_melanogaster	FBtr0075992
FBpp0075723	FBgn0011335	Drosophila_melanogaster	FBtr0075991
FBpp0078770	FBgn0031740	Drosophila_melanogaster	FBtr0079139
FBpp0084493	FBgn0042111	Drosophila_melanogaster	FBtr0085123
ENSPVIP00000004884	ENSPVIG00000004002	Pogona_vitticeps	ENSPVIT00000006267
ENSACAP00000005674	ENSACAG00000005813	Anolis_carolinensis	ENSACAT00000005798
ENSNSUP00000009279	ENSNSUG00000007100	Notechis_scutatus	ENSNSUT00000009922
ENSSMRP00000030532	ENSSMRG00000023407	Salvator_merianae
ENSSPUP00000005654	ENSSPUG00000004346	Sphenodon_punctatus
ENSCABP00000010105	ENSCABG00000007564	Chelonoidis_abingdonii
ENSGAGP00000029457	ENSGAGG00000021283	Gopherus_agassizii
ENSCPBP00000027402	ENSCPBG00000019394	Chrysemys_picta_bellii
ENSPSIP00000016885	ENSPSIG00000015046	Pelodiscus_sinensis
ENSTGUP00000010721	ENSTGUG00000010397	Taeniopygia_guttata
ENSLSDP00000015407	ENSLSDG00000011095	Lonchura_striata_domestica
ENSSCAP00000021566	ENSSCAG00000015491	Serinus_canaria
ENSJHYP00000005311	ENSJHYG00000004340	Junco_hyemalis
ENSZALP00000004878	ENSZALG00000004575	Zonotrichia_albicollis
ENSCCEP00000026223	ENSCCEG00000023088	Cyanistes_caeruleus
ENSPMJP00000022190	ENSPMJG00000016450	Parus_major
ENSFALP00000010149	ENSFALG00000009729	Ficedula_albicollis
ENSLCOP00000020253	ENSLCOG00000014357	Lepidothrix_coronata
ENSMVIP00005004309	ENSMVIG00005003326	Manacus_vitellinus
ENSMUNP00000021434	ENSMUNG00000016188	Melopsittacus_undulatus
ENSCPUP00000004316	ENSCPUG00000003209	Calidris_pugnax
ENSCPGP00000012197	ENSCPGG00000008666	Calidris_pygmaea
ENSGALP00000036414	ENSGALG00000015628	Gallus_gallus
ENSCJPP00005023487	ENSCJPG00005018622	Coturnix_japonica
ENSMGAP00000013633	ENSMGAG00000012930	Meleagris_gallopavo
ENSNMEP00000022542	ENSNMEG00000019307	Numida_meleagris
ENSAPLP00000008407	ENSAPLG00000008738	Anas_platyrhynchos_platyrhynchos
ENSABRP00000005827	ENSABRG00000005427	Anser_brachyrhynchus
ENSARWP00000022380	ENSARWG00000015241	Apteryx_rowi
ENSAHAP00000024834	ENSAHAG00000017316	Apteryx_haastii
ENSAOWP00000011192	ENSAOWG00000007694	Apteryx_owenii
ENSDNVP00000006171	ENSDNVG00000004408	Dromaius_novaehollandiae
ENSNPEP00000002490	ENSNPEG00000001906	Nothoprocta_perdicaria
ENSCPRP00005003527	ENSCPRG00005002576	Crocodylus_porosus
ENSVURP00010028433	ENSVURG00010021763	Vombatus_ursinus
ENSPCIP00000038786	ENSPCIG00000028526	Phascolarctos_cinereus
ENSMEUP00000009186	ENSMEUG00000010075	Notamacropus_eugenii
ENSSHAP00000008608	ENSSHAG00000007458	Sarcophilus_harrisii
ENSMODP00000004287	ENSMODG00000003508	Monodelphis_domestica
ENSHGLP00100014326	ENSHGLG00100010591	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000021116	ENSHGLG00000015087	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009965	ENSFDAG00000017845	Fukomys_damarensis
ENSCLAP00000011819	ENSCLAG00000008147	Chinchilla_lanigera
ENSODEP00000013432	ENSODEG00000009931	Octodon_degus
ENSCAPP00000007429	ENSCAPG00000009367	Cavia_aperea
ENSCPOP00000007809	ENSCPOG00000008697	Cavia_porcellus
ENSSTOP00000027122	ENSSTOG00000001629	Ictidomys_tridecemlineatus
ENSSDAP00000014028	ENSSDAG00000012640	Spermophilus_dauricus
ENSUPAP00010006609	ENSUPAG00010005291	Urocitellus_parryii
ENSMMMP00000014257	ENSMMMG00000012701	Marmota_marmota_marmota
ENSDORP00000003064	ENSDORG00000003277	Dipodomys_ordii
ENSMSIP00000026857	ENSMSIG00000022619	Mus_spicilegus
ENSMUSP00000057362	ENSMUSG00000051246	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0070348	MGP_SPRETEiJ_G0028136	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0067724	MGP_CAROLIEiJ_G0027140	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0030932	MGP_PahariEiJ_G0016924	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000014692	ENSRNOG00000010867	Rattus_norvegicus
ENSMUGP00000022024	ENSMUGG00000018488	Meriones_unguiculatus
ENSMOCP00000017448	ENSMOCG00000016043	Microtus_ochrogaster
ENSPEMP00000032045	ENSPEMG00000028370	Peromyscus_maniculatus_bairdii
ENSCGRP00000016738	ENSCGRG00000012157	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001021435	ENSCGRG00001020279	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015035254	ENSCGRG00015026460	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000021373	ENSMAUG00000019122	Mesocricetus_auratus
ENSNGAP00000024256	ENSNGAG00000022576	Nannospalax_galili
ENSJJAP00000011879	ENSJJAG00000015075	Jaculus_jaculus
ENSCCNP00000009502	ENSCCNG00000010001	Castor_canadensis
ENSTBEP00000006556	ENSTBEG00000007599	Tupaia_belangeri
ENSPCAP00000015255	ENSPCAG00000016328	Procavia_capensis
ENSETEP00000010540	ENSETEG00000012993	Echinops_telfairi
ENSDNOP00000017485	ENSDNOG00000024044	Dasypus_novemcinctus
ENSOCUP00000022966	ENSOCUG00000023300	Oryctolagus_cuniculus
ENSOPRP00000013403	ENSOPRG00000014685	Ochotona_princeps
ENSPPYP00000016261	ENSPPYG00000014552	Pongo_abelii
ENSP00000411584	ENSG00000188981	Homo_sapiens
ENSMMUP00000047321	ENSMMUG00000008398	Macaca_mulatta
ENSCSAP00000011948	ENSCSAG00000015872	Chlorocebus_sabaeus
ENSTGEP00000028465	ENSTGEG00000022919	Theropithecus_gelada
ENSPTEP00000030803	ENSPTEG00000029931	Piliocolobus_tephrosceles
ENSCJAP00000025854	ENSCJAG00000014062	Callithrix_jacchus
ENSSBOP00000031561	ENSSBOG00000032002	Saimiri_boliviensis_boliviensis
ENSANAP00000039359	ENSANAG00000037096	Aotus_nancymaae
ENSPPAP00000028340	ENSPPAG00000037208	Pan_paniscus
ENSPTRP00000027318	ENSPTRG00000015855	Pan_troglodytes
ENSGGOP00000030498	ENSGGOG00000016453	Gorilla_gorilla
ENSNLEP00000029180	ENSNLEG00000000286	Nomascus_leucogenys
ENSMNEP00000041881	ENSMNEG00000043740	Macaca_nemestrina
ENSMFAP00000015531	ENSMFAG00000030979	Macaca_fascicularis
ENSCATP00000023923	ENSCATG00000035501	Cercocebus_atys
ENSMLEP00000034875	ENSMLEG00000041591	Mandrillus_leucophaeus
ENSPANP00000021922	ENSPANG00000012405	Papio_anubis
ENSRROP00000024132	ENSRROG00000035877	Rhinopithecus_roxellana
ENSRBIP00000027961	ENSRBIG00000037857	Rhinopithecus_bieti
ENSCANP00000032196	ENSCANG00000039763	Colobus_angolensis_palliatus
ENSCCAP00000000231	ENSCCAG00000001190	Cebus_capucinus_imitator
ENSTSYP00000027367	ENSTSYG00000006549	Carlito_syrichta
ENSMICP00000050584	ENSMICG00000031701	Microcebus_murinus
ENSPSMP00000030473	ENSPSMG00000021143	Prolemur_simus
ENSPCOP00000013735	ENSPCOG00000018509	Propithecus_coquereli
ENSOGAP00000006804	ENSOGAG00000007605	Otolemur_garnettii
ENSUAMP00000026122	ENSUAMG00000020269	Ursus_americanus
ENSUMAP00000013135	ENSUMAG00000009714	Ursus_maritimus
ENSNVIP00000006559	ENSNVIG00000005202	Neovison_vison
ENSMPUP00000010610	ENSMPUG00000010693	Mustela_putorius_furo
ENSCAFP00020018295	ENSCAFG00020014619	Canis_lupus_dingo
ENSCAFP00000021645	ENSCAFG00000014681	Canis_lupus_familiaris
ENSVVUP00000034580	ENSVVUG00000024948	Vulpes_vulpes
ENSFCAP00000034955	ENSFCAG00000004611	Felis_catus
ENSPPRP00000019012	ENSPPRG00000010491	Panthera_pardus
ENSBIXP00000019758	ENSBIXG00000023312	Bos_indicus_x_Bos_taurus_UOA_Angus_1
