ENSAPLP00000017729	ENSAPLG00000025595	Anas_platyrhynchos_platyrhynchos
ENSMVIP00005009705	ENSMVIG00005007138	Manacus_vitellinus
ENSNPEP00000015349	ENSNPEG00000011456	Nothoprocta_perdicaria
ENSNMEP00000013901	ENSNMEG00000012562	Numida_meleagris
ENSCJPP00005024260	ENSCJPG00005019159	Coturnix_japonica
ENSCPRP00005000304	ENSCPRG00005000276	Crocodylus_porosus
ENSAHAP00000026768	ENSAHAG00000018652	Apteryx_haastii
ENSAOWP00000008340	ENSAOWG00000005737	Apteryx_owenii
ENSARWP00000013853	ENSARWG00000009575	Apteryx_rowi
ENSDNVP00000000159	ENSDNVG00000000118	Dromaius_novaehollandiae
ENSCPGP00000021023	ENSCPGG00000014683	Calidris_pygmaea
ENSSMRP00000011214	ENSSMRG00000008820	Salvator_merianae
ENSNSUP00000028877	ENSNSUG00000020512	Notechis_scutatus
ENSVURP00010019024	ENSVURG00010014490	Vombatus_ursinus
ENSPCIP00000037650	ENSPCIG00000027726	Phascolarctos_cinereus
