ENSCLAP00000005239	ENSCLAG00000003719	Chinchilla_lanigera
ENSATEP00000023728	ENSATEG00000016418	Anabas_testudineus
ENSACAP00000015181	ENSACAG00000015394	Anolis_carolinensis
ENSEBUP00000011597	ENSEBUG00000007410	Eptatretus_burgeri
ENSMLEP00000008335	ENSMLEG00000028191	Mandrillus_leucophaeus
ENSPTIP00000018321	ENSPTIG00000016431	Panthera_tigris_altaica
ENSBIXP00000022202	ENSBIXG00000025124	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPSIP00000010519	ENSPSIG00000009543	Pelodiscus_sinensis
ENSSARP00000005438	ENSSARG00000005982	Sorex_araneus
ENSSFOP00015018168	ENSSFOG00015011673	Scleropages_formosus
ENSCCEP00000018129	ENSCCEG00000016684	Cyanistes_caeruleus
ENSECAP00000051403	ENSECAG00000021379	Equus_caballus
ENSVPAP00000002085	ENSVPAG00000002254	Vicugna_pacos
ENSORLP00015010003	ENSORLG00015010899	Oryzias_latipes_ASM223469v1
ENSCMIP00000039987	ENSCMIG00000016712	Callorhinchus_milii
ENSODEP00000001619	ENSODEG00000001278	Octodon_degus
ENSLOCP00000013079	ENSLOCG00000010675	Lepisosteus_oculatus
ENSOGAP00000009701	ENSOGAG00000010835	Otolemur_garnettii
ENSORLP00000039312	ENSORLG00000010989	Oryzias_latipes_ASM223467v1
ENSCSAP00000008780	ENSCSAG00000012604	Chlorocebus_sabaeus
ENSSBOP00000009782	ENSSBOG00000021711	Saimiri_boliviensis_boliviensis
ENSCCAP00000019864	ENSCCAG00000027665	Cebus_capucinus_imitator
ENSLAFP00000015524	ENSLAFG00000018518	Loxodonta_africana	ENSLAFT00000018519
ENSAOWP00000018142	ENSAOWG00000012382	Apteryx_owenii
ENSBSLP00000037276	ENSBSLG00000018122	Betta_splendens
ENSTSYP00000034464	ENSTSYG00000026055	Carlito_syrichta
ENSNVIP00000005358	ENSNVIG00000004219	Neovison_vison
ENSDARP00000137115	ENSDARG00000098904	Danio_rerio
ENSARWP00000009247	ENSARWG00000006258	Apteryx_rowi
ENSANAP00000029310	ENSANAG00000032378	Aotus_nancymaae
ENSDORP00000024667	ENSDORG00000024638	Dipodomys_ordii
ENSABRP00000009908	ENSABRG00000008865	Anser_brachyrhynchus
ENSMSIP00000009006	ENSMSIG00000007723	Mus_spicilegus
MGP_CAROLIEiJ_P0066495	MGP_CAROLIEiJ_G0026933	Mus_caroli_strain_CAROLI_EIJ
ENSBIXP00005007513	ENSBIXG00005012776	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPPRP00000007587	ENSPPRG00000002724	Panthera_pardus
ENSUPAP00010020853	ENSUPAG00010016509	Urocitellus_parryii
ENSDNOP00000002660	ENSDNOG00000003433	Dasypus_novemcinctus	ENSDNOT00000003442
ENSLCRP00005018532	ENSLCRG00005006972	Larimichthys_crocea
ENSFDAP00000002577	ENSFDAG00000012246	Fukomys_damarensis
ENSCHIP00000033903	ENSCHIG00000027266	Capra_hircus
ENSRNOP00000032605	ENSRNOG00000025991	Rattus_norvegicus
ENSCCNP00000032886	ENSCCNG00000031173	Castor_canadensis
ENSMALP00000024024	ENSMALG00000016753	Monopterus_albus
ENSCAFP00000034108	ENSCAFG00000001977	Canis_lupus_familiaris
ENSTBEP00000007641	ENSTBEG00000008796	Tupaia_belangeri
YKL197C_mRNA	YKL197C	Saccharomyces_cerevisiae_strain_S288C
ENSSDUP00000011844	ENSSDUG00000008582	Seriola_dumerili
C11H1.4a.2	WBGene00004191	Caenorhabditis_elegans_strain_N2	C11H1.4a.2
ENSEEEP00000043683	ENSEEEG00000020649	Electrophorus_electricus
ENSEASP00005029506	ENSEASG00005020048	Equus_asinus_asinus
ENSCJPP00005011291	ENSCJPG00005009529	Coturnix_japonica
ENSPKIP00000013251	ENSPKIG00000000748	Paramormyrops_kingsleyae
ENSNMEP00000005204	ENSNMEG00000004971	Numida_meleagris
ENSAMXP00005022672	ENSAMXG00005011571	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMMUP00000052518	ENSMMUG00000040007	Macaca_mulatta
ENSPTRP00000077771	ENSPTRG00000052557	Pan_troglodytes	ENSPTRT00000077064
ENSCVAP00000005443	ENSCVAG00000006823	Cyprinodon_variegatus
ENSACIP00000027921	ENSACIG00000021560	Amphilophus_citrinellus
ENSFALP00000010891	ENSFALG00000010442	Ficedula_albicollis
FBpp0075519	FBgn0013563	Drosophila_melanogaster	FBtr0075777
ENSBMUP00000031582	ENSBMUG00000023520	Bos_mutus
ENSPFOP00000006512	ENSPFOG00000006185	Poecilia_formosa
MGP_SPRETEiJ_P0069087	MGP_SPRETEiJ_G0027928	Mus_spretus_strain_SPRET/EiJ
ENSORLP00020018023	ENSORLG00020000836	Oryzias_latipes_ASM223471v1
ENSTTRP00000010748	ENSTTRG00000011336	Tursiops_truncatus
ENSPNAP00000001004	ENSPNAG00000000530	Pygocentrus_nattereri
ENSTRUP00000030756	ENSTRUG00000012156	Takifugu_rubripes
ENSOPRP00000009623	ENSOPRG00000010506	Ochotona_princeps
