ENSUAMP00000024388	ENSUAMG00000019065	Ursus_americanus
ENSUMAP00000008188	ENSUMAG00000006274	Ursus_maritimus
ENSAMEP00000013475	ENSAMEG00000012803	Ailuropoda_melanoleuca
ENSNVIP00000023203	ENSNVIG00000018083	Neovison_vison
ENSMPUP00000015708	ENSMPUG00000015816	Mustela_putorius_furo
ENSCAFP00000016938	ENSCAFG00000011525	Canis_lupus_familiaris
ENSCAFP00020023926	ENSCAFG00020018837	Canis_lupus_dingo
ENSVVUP00000016362	ENSVVUG00000012013	Vulpes_vulpes
ENSPPRP00000002269	ENSPPRG00000023560	Panthera_pardus
ENSPTIP00000021295	ENSPTIG00000018498	Panthera_tigris_altaica
ENSFCAP00000004771	ENSFCAG00000005151	Felis_catus
ENSEASP00005022478	ENSEASG00005015360	Equus_asinus_asinus
ENSECAP00000027156	ENSECAG00000019499	Equus_caballus
ENSCHIP00000012944	ENSCHIG00000014526	Capra_hircus
ENSOARP00000011754	ENSOARG00000010964	Ovis_aries
ENSBIXP00000032043	ENSBIXG00000014488	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038999	ENSBIXG00005021279	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000074353	ENSBTAG00000014762	Bos_taurus
ENSBMUP00000003869	ENSBMUG00000003043	Bos_mutus
ENSBBBP00000008034	ENSBBBG00000016039	Bison_bison_bison
ENSSSCP00000021223	ENSSSCG00000024867	Sus_scrofa_strain_reference
ENSHGLP00000012693	ENSHGLG00000009077	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006667	ENSHGLG00100005004	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021805	ENSFDAG00000007444	Fukomys_damarensis
ENSCLAP00000011743	ENSCLAG00000008100	Chinchilla_lanigera
ENSODEP00000020380	ENSODEG00000015032	Octodon_degus
ENSCAPP00000010384	ENSCAPG00000011672	Cavia_aperea
ENSCPOP00000022638	ENSCPOG00000036489	Cavia_porcellus
ENSCCNP00000005531	ENSCCNG00000005882	Castor_canadensis
ENSPEMP00000023185	ENSPEMG00000020302	Peromyscus_maniculatus_bairdii
ENSMOCP00000006321	ENSMOCG00000005940	Microtus_ochrogaster
ENSCGRP00001015784	ENSCGRG00001016300	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000000744	ENSCGRG00000000609	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015000754	ENSCGRG00015000717	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015596	ENSMAUG00000015001	Mesocricetus_auratus
ENSMSIP00000021839	ENSMSIG00000018559	Mus_spicilegus
ENSMUSP00000112621	ENSMUSG00000039236	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0083542	MGP_SPRETEiJ_G0030975	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0080193	MGP_CAROLIEiJ_G0029873	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0017045	MGP_PahariEiJ_G0013095	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075245	ENSRNOG00000054561	Rattus_norvegicus
ENSMUGP00000022792	ENSMUGG00000019087	Meriones_unguiculatus
ENSNGAP00000020212	ENSNGAG00000019782	Nannospalax_galili
ENSJJAP00000005635	ENSJJAG00000010531	Jaculus_jaculus
