ENSACAP00000012724	ENSACAG00000012947	Anolis_carolinensis
ENSPVIP00000020593	ENSPVIG00000015706	Pogona_vitticeps
ENSNSUP00000019646	ENSNSUG00000014355	Notechis_scutatus
ENSSMRP00000024840	ENSSMRG00000019203	Salvator_merianae
ENSSPUP00000005791	ENSSPUG00000004336	Sphenodon_punctatus
ENSMUNP00000015513	ENSMUNG00000011968	Melopsittacus_undulatus
ENSMUNP00000015511	ENSMUNG00000011967	Melopsittacus_undulatus
ENSCPUP00000022106	ENSCPUG00000015009	Calidris_pugnax
ENSCPGP00000010861	ENSCPGG00000007727	Calidris_pygmaea
ENSCCEP00000010061	ENSCCEG00000010107	Cyanistes_caeruleus
ENSPMJP00000001745	ENSPMJG00000001440	Parus_major
ENSFALP00000003564	ENSFALG00000003400	Ficedula_albicollis
ENSZALP00000014997	ENSZALG00000012377	Zonotrichia_albicollis
ENSSCAP00000004378	ENSSCAG00000003578	Serinus_canaria
ENSLSDP00000018369	ENSLSDG00000013102	Lonchura_striata_domestica
ENSLSDP00000018373	ENSLSDG00000013110	Lonchura_striata_domestica
ENSTGUP00000000540	ENSTGUG00000000524	Taeniopygia_guttata
ENSMVIP00005028800	ENSMVIG00005020031	Manacus_vitellinus
ENSLCOP00000006509	ENSLCOG00000004840	Lepidothrix_coronata
ENSABRP00000018790	ENSABRG00000016156	Anser_brachyrhynchus
ENSAPLP00000026331	ENSAPLG00000006105	Anas_platyrhynchos_platyrhynchos
ENSGALP00000072427	ENSGALG00000012621	Gallus_gallus
ENSCJPP00005011029	ENSCJPG00005009520	Coturnix_japonica
ENSMGAP00000015593	ENSMGAG00000014719	Meleagris_gallopavo
ENSNMEP00000020567	ENSNMEG00000017644	Numida_meleagris
ENSAHAP00000015836	ENSAHAG00000011332	Apteryx_haastii	ENSAHAT00000017529
ENSAOWP00000021480	ENSAOWG00000014518	Apteryx_owenii	ENSAOWT00000024312
ENSARWP00000015870	ENSARWG00000010969	Apteryx_rowi	ENSARWT00000018101
ENSDNVP00000013068	ENSDNVG00000009251	Dromaius_novaehollandiae	ENSDNVT00000015762
ENSNPEP00000011691	ENSNPEG00000008730	Nothoprocta_perdicaria
ENSCPRP00005014247	ENSCPRG00005010038	Crocodylus_porosus
ENSGAGP00000030035	ENSGAGG00000021675	Gopherus_agassizii
ENSCABP00000028101	ENSCABG00000020651	Chelonoidis_abingdonii
ENSCPBP00000006875	ENSCPBG00000005414	Chrysemys_picta_bellii
ENSPSIP00000011861	ENSPSIG00000010627	Pelodiscus_sinensis
ENSSHAP00000001576	ENSSHAG00000001403	Sarcophilus_harrisii
ENSSHAP00000000874	ENSSHAG00000000781	Sarcophilus_harrisii
ENSPCIP00000026851	ENSPCIG00000020095	Phascolarctos_cinereus
ENSVURP00010011234	ENSVURG00010008678	Vombatus_ursinus
ENSMEUP00000008177	ENSMEUG00000008949	Notamacropus_eugenii
ENSMODP00000051598	ENSMODG00000002718	Monodelphis_domestica
ENSPVAP00000003717	ENSPVAG00000003926	Pteropus_vampyrus
ENSMLUP00000000774	ENSMLUG00000000845	Myotis_lucifugus
ENSAMEP00000012265	ENSAMEG00000011657	Ailuropoda_melanoleuca
ENSUAMP00000003913	ENSUAMG00000003613	Ursus_americanus
ENSMPUP00000006684	ENSMPUG00000006738	Mustela_putorius_furo
