ENSAOWP00000026481	ENSAOWG00000017853	Apteryx_owenii
ENSDNVP00000014282	ENSDNVG00000010033	Dromaius_novaehollandiae
ENSNPEP00000008103	ENSNPEG00000006079	Nothoprocta_perdicaria
ENSABRP00000005697	ENSABRG00000005331	Anser_brachyrhynchus
ENSAPLP00000000629	ENSAPLG00000001213	Anas_platyrhynchos_platyrhynchos
ENSGALP00000025749	ENSGALG00000016011	Gallus_gallus
ENSCJPP00005008365	ENSCJPG00005007497	Coturnix_japonica
ENSMGAP00000017099	ENSMGAG00000016158	Meleagris_gallopavo
ENSNMEP00000013718	ENSNMEG00000012446	Numida_meleagris
ENSCPUP00000018124	ENSCPUG00000012482	Calidris_pugnax
ENSCPUP00000018123	ENSCPUG00000012481	Calidris_pugnax
ENSCPGP00000018226	ENSCPGG00000012752	Calidris_pygmaea
ENSMUNP00000010368	ENSMUNG00000008188	Melopsittacus_undulatus
ENSCPRP00005021922	ENSCPRG00005015260	Crocodylus_porosus
ENSGAGP00000011197	ENSGAGG00000008666	Gopherus_agassizii
ENSCABP00000011483	ENSCABG00000008567	Chelonoidis_abingdonii
ENSCPBP00000006727	ENSCPBG00000005325	Chrysemys_picta_bellii
ENSPSIP00000001976	ENSPSIG00000001983	Pelodiscus_sinensis
ENSACAP00000004954	ENSACAG00000005087	Anolis_carolinensis
ENSPVIP00000005563	ENSPVIG00000004523	Pogona_vitticeps
ENSNSUP00000024600	ENSNSUG00000017774	Notechis_scutatus
ENSSMRP00000029972	ENSSMRG00000023021	Salvator_merianae
ENSCHIP00000000897	ENSCHIG00000001113	Capra_hircus
ENSCHIP00000006494	ENSCHIG00000010330	Capra_hircus
ENSOARP00000008177	ENSOARG00000007621	Ovis_aries
ENSBTAP00000018387	ENSBTAG00000013841	Bos_taurus
ENSBIXP00000023882	ENSBIXG00000026201	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045865	ENSBIXG00005029261	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000011688	ENSBMUG00000008976	Bos_mutus
ENSBBBP00000024027	ENSBBBG00000018864	Bison_bison_bison
ENSSSCP00000012828	ENSSSCG00000012047	Sus_scrofa_strain_reference
ENSUMAP00000027776	ENSUMAG00000020170	Ursus_maritimus
ENSUAMP00000037125	ENSUAMG00000028092	Ursus_americanus
ENSAMEP00000019776	ENSAMEG00000018721	Ailuropoda_melanoleuca
ENSNVIP00000008787	ENSNVIG00000006967	Neovison_vison
ENSMPUP00000019107	ENSMPUG00000019231	Mustela_putorius_furo
ENSCAFP00020031521	ENSCAFG00020024597	Canis_lupus_dingo
ENSCAFP00000014034	ENSCAFG00000009551	Canis_lupus_familiaris
ENSVVUP00000004284	ENSVVUG00000003373	Vulpes_vulpes
ENSPPRP00000028197	ENSPPRG00000020192	Panthera_pardus
ENSPTIP00000002085	ENSPTIG00000005178	Panthera_tigris_altaica
ENSFCAP00000050469	ENSFCAG00000040735	Felis_catus
ENSEASP00005008565	ENSEASG00005006157	Equus_asinus_asinus
ENSECAP00000002683	ENSECAG00000003977	Equus_caballus
ENSOGAP00000020441	ENSOGAG00000031082	Otolemur_garnettii
ENSPSMP00000016284	ENSPSMG00000011591	Prolemur_simus
ENSP00000491937	ENSG00000277277	Homo_sapiens
ENSP00000386791	ENSG00000222018	Homo_sapiens
ENSGGOP00000020433	ENSGGOG00000024658	Gorilla_gorilla
ENSPPAP00000001421	ENSPPAG00000006461	Pan_paniscus
ENSPTRP00000061276	ENSPTRG00000039422	Pan_troglodytes
ENSNLEP00000022409	ENSNLEG00000018517	Nomascus_leucogenys
ENSMNEP00000005888	ENSMNEG00000026438	Macaca_nemestrina
ENSMFAP00000012988	ENSMFAG00000027330	Macaca_fascicularis
ENSMMUP00000045671	ENSMMUG00000043099	Macaca_mulatta
ENSCSAP00000018204	ENSCSAG00000018682	Chlorocebus_sabaeus
ENSTGEP00000031997	ENSTGEG00000025594	Theropithecus_gelada
ENSPANP00000001049	ENSPANG00000009331	Papio_anubis
ENSCATP00000005437	ENSCATG00000017855	Cercocebus_atys
ENSMLEP00000006373	ENSMLEG00000026588	Mandrillus_leucophaeus
ENSPTEP00000004736	ENSPTEG00000005514	Piliocolobus_tephrosceles
ENSCJAP00000041100	ENSCJAG00000022487	Callithrix_jacchus
ENSSDAP00000000985	ENSSDAG00000001009	Spermophilus_dauricus
ENSUPAP00010003455	ENSUPAG00010002842	Urocitellus_parryii
ENSMMMP00000002633	ENSMMMG00000002422	Marmota_marmota_marmota
MGP_SPRETEiJ_P0044266	MGP_SPRETEiJ_G0021880	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000010492	ENSMSIG00000009205	Mus_spicilegus
ENSMUSP00000049694	ENSMUSG00000051728	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0042366	MGP_CAROLIEiJ_G0020974	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0029722	MGP_PahariEiJ_G0016679	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000002718	ENSRNOG00000001986	Rattus_norvegicus
ENSMUGP00000017519	ENSMUGG00000014909	Meriones_unguiculatus
ENSCGRP00001005892	ENSCGRG00001007822	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000026721	ENSCGRG00000019812	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015018839	ENSCGRG00015014496	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000017939	ENSMAUG00000016667	Mesocricetus_auratus
ENSPEMP00000001886	ENSPEMG00000001798	Peromyscus_maniculatus_bairdii
ENSMOCP00000010215	ENSMOCG00000010427	Microtus_ochrogaster
ENSCCNP00000032852	ENSCCNG00000031151	Castor_canadensis
ENSOCUP00000021567	ENSOCUG00000024864	Oryctolagus_cuniculus
ENSDNOP00000020523	ENSDNOG00000039129	Dasypus_novemcinctus
ENSLAFP00000028058	ENSLAFG00000027267	Loxodonta_africana
ENSMLUP00000018638	ENSMLUG00000027247	Myotis_lucifugus
ENSPCIP00000011079	ENSPCIG00000008940	Phascolarctos_cinereus
ENSVURP00010005851	ENSVURG00010004540	Vombatus_ursinus
ENSSHAP00000019128	ENSSHAG00000016240	Sarcophilus_harrisii
ENSMODP00000037812	ENSMODG00000025353	Monodelphis_domestica
ENSOANP00000003876	ENSOANG00000002442	Ornithorhynchus_anatinus
ENSLACP00000016103	ENSLACG00000014183	Latimeria_chalumnae
ENSCHAP00000048349	ENSCHAG00000022266	Clupea_harengus
ENSHHUP00000025499	ENSHHUG00000016074	Hucho_hucho
ENSCMIP00000041467	ENSCMIG00000017287	Callorhinchus_milii
