ENSAPLP00000030498	ENSAPLG00000014330	Anas_platyrhynchos_platyrhynchos
ENSJHYP00000004821	ENSJHYG00000003979	Junco_hyemalis
ENSDARP00000052096	ENSDARG00000035882	Danio_rerio
ENSNLEP00000032716	ENSNLEG00000027254	Nomascus_leucogenys
ENSACIP00000005263	ENSACIG00000004145	Amphilophus_citrinellus
ENSABRP00000001260	ENSABRG00000000756	Anser_brachyrhynchus
ENSPKIP00000021478	ENSPKIG00000005859	Paramormyrops_kingsleyae
ENSOANP00000027421	ENSOANG00000021532	Ornithorhynchus_anatinus
ENSCSEP00000027141	ENSCSEG00000017340	Cynoglossus_semilaevis
ENSORLP00020000231	ENSORLG00020022452	Oryzias_latipes_ASM223471v1
ENSOGAP00000019763	ENSOGAG00000033959	Otolemur_garnettii
ENSSDUP00000010744	ENSSDUG00000007850	Seriola_dumerili
MGP_CAROLIEiJ_P0038027	MGP_CAROLIEiJ_G0019725	Mus_caroli_strain_CAROLI_EIJ
ENSORLP00000029177	ENSORLG00000026007	Oryzias_latipes_ASM223467v1
ENSGGOP00000001169	ENSGGOG00000001185	Gorilla_gorilla
ENSPFOP00000012685	ENSPFOG00000012640	Poecilia_formosa
ENSBIXP00000015083	ENSBIXG00000019648	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTSYP00000002814	ENSTSYG00000003085	Carlito_syrichta
ENSCANP00000010957	ENSCANG00000028892	Colobus_angolensis_palliatus
ENSPCAP00000015552	ENSPCAG00000016624	Procavia_capensis
ENSGAFP00000015358	ENSGAFG00000010376	Gambusia_affinis
ENSPREP00000012711	ENSPREG00000008630	Poecilia_reticulata
ENSCVAP00000018907	ENSCVAG00000022232	Cyprinodon_variegatus
ENSPANP00000022304	ENSPANG00000030103	Papio_anubis
ENSRBIP00000001900	ENSRBIG00000009648	Rhinopithecus_bieti
ENSPEMP00000025330	ENSPEMG00000021792	Peromyscus_maniculatus_bairdii
ENSFHEP00000017776	ENSFHEG00000019554	Fundulus_heteroclitus
ENSOCUP00000014948	ENSOCUG00000017395	Oryctolagus_cuniculus
ENSCGOP00000011074	ENSCGOG00000005541	Cottoperca_gobio
ENSBIXP00005037046	ENSBIXG00005018775	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNGAP00000026362	ENSNGAG00000024030	Nannospalax_galili
ENSDNOP00000016130	ENSDNOG00000025138	Dasypus_novemcinctus
ENSACLP00000016111	ENSACLG00000010985	Astatotilapia_calliptera
ENSCAPP00000006649	ENSCAPG00000008766	Cavia_aperea
ENSACAP00000015795	ENSACAG00000016057	Anolis_carolinensis
C23G10.2a.1	WBGene00016011	Caenorhabditis_elegans_strain_N2	C23G10.2a.1
ENSPPYP00000021060	ENSPPYG00000018776	Pongo_abelii
ENSCPUP00000003195	ENSCPUG00000002451	Calidris_pugnax
ENSOANP00000025341	ENSOANG00000019965	Ornithorhynchus_anatinus
ENSPRNP00000038063	ENSPRNG00000018902	Parambassis_ranga
ENSMLUP00000020307	ENSMLUG00000027918	Myotis_lucifugus
ENSTBEP00000002240	ENSTBEG00000002602	Tupaia_belangeri
ENSMLEP00000000022	ENSMLEG00000000048	Mandrillus_leucophaeus
ENSSMRP00000009281	ENSSMRG00000007414	Salvator_merianae
ENSPLAP00000001914	ENSPLAG00000003076	Poecilia_latipinna
ENSPMGP00000027561	ENSPMGG00000022242	Periophthalmus_magnuspinnatus
ENSVPAP00000007698	ENSVPAG00000008277	Vicugna_pacos
ENSNSUP00000017238	ENSNSUG00000012673	Notechis_scutatus
ENSVVUP00000014988	ENSVVUG00000010986	Vulpes_vulpes
ENSECAP00000002922	ENSECAG00000004316	Equus_caballus
ENSONIP00000020711	ENSONIG00000016443	Oreochromis_niloticus
ENSSBOP00000011817	ENSSBOG00000022742	Saimiri_boliviensis_boliviensis
ENSAOCP00000008202	ENSAOCG00000012164	Amphiprion_ocellaris
ENSPVAP00000013635	ENSPVAG00000014465	Pteropus_vampyrus
ENSBBBP00000006325	ENSBBBG00000003683	Bison_bison_bison
ENSMMUP00000080155	ENSMMUG00000064281	Macaca_mulatta
ENSOMEP00000025625	ENSOMEG00000006978	Oryzias_melastigma
ENSTSYP00000014227	ENSTSYG00000034120	Carlito_syrichta
ENSLSDP00000003049	ENSLSDG00000002344	Lonchura_striata_domestica
ENSXCOP00000022804	ENSXCOG00000017040	Xiphophorus_couchianus
ENSSTOP00000032619	ENSSTOG00000034265	Ictidomys_tridecemlineatus
ENSLBEP00000036220	ENSLBEG00000027122	Labrus_bergylta
ENSAPEP00000015272	ENSAPEG00000010862	Amphiprion_percula
ENSPPAP00000013001	ENSPPAG00000029672	Pan_paniscus
ENSHHUP00000016285	ENSHHUG00000010131	Hucho_hucho
ENSTRUP00000027411	ENSTRUG00000010847	Takifugu_rubripes
FBpp0304650	FBgn0086691	Drosophila_melanogaster	FBtr0332376
ENSGWIP00000029541	ENSGWIG00000015436	Gouania_willdenowi
ENSSPAP00000025923	ENSSPAG00000019562	Stegastes_partitus
ENSOPRP00000007005	ENSOPRG00000007660	Ochotona_princeps
ENSLCAP00010044580	ENSLCAG00010020711	Lates_calcarifer
ENSAMEP00000000622	ENSAMEG00000000575	Ailuropoda_melanoleuca
ENSMICP00000032903	ENSMICG00000029505	Microcebus_murinus
ENSRROP00000027189	ENSRROG00000037373	Rhinopithecus_roxellana
ENSCATP00000000240	ENSCATG00000000896	Cercocebus_atys
ENSAPEP00000010671	ENSAPEG00000007659	Amphiprion_percula
ENSOARP00000006738	ENSOARG00000006295	Ovis_aries
ENSATEP00000036095	ENSATEG00000024808	Anabas_testudineus
ENSPNAP00000004629	ENSPNAG00000011060	Pygocentrus_nattereri
ENSSPAP00000019876	ENSSPAG00000014984	Stegastes_partitus
ENSCCNP00000016877	ENSCCNG00000017169	Castor_canadensis
ENSACIP00000021198	ENSACIG00000016465	Amphilophus_citrinellus
