ENSPVIP00000034867	ENSPVIG00000025443	Pogona_vitticeps
ENSACAP00000003789	ENSACAG00000003898	Anolis_carolinensis
ENSNSUP00000005167	ENSNSUG00000004149	Notechis_scutatus
ENSSMRP00000021993	ENSSMRG00000017090	Salvator_merianae
ENSSPUP00000019429	ENSSPUG00000014966	Sphenodon_punctatus
ENSABRP00000026487	ENSABRG00000022156	Anser_brachyrhynchus	ENSABRT00000037095
ENSAPLP00000001045	ENSAPLG00000001626	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000010788	ENSMGAG00000010401	Meleagris_gallopavo
ENSCJPP00005019528	ENSCJPG00005015818	Coturnix_japonica
ENSGALP00000068356	ENSGALG00000009901	Gallus_gallus
ENSNMEP00000013493	ENSNMEG00000012301	Numida_meleagris
ENSMVIP00005006171	ENSMVIG00005004715	Manacus_vitellinus
ENSLCOP00000020310	ENSLCOG00000014400	Lepidothrix_coronata
ENSPMJP00000016701	ENSPMJG00000012609	Parus_major
ENSCCEP00000009884	ENSCCEG00000009994	Cyanistes_caeruleus
ENSFALP00000015302	ENSFALG00000014687	Ficedula_albicollis
ENSJHYP00000009762	ENSJHYG00000007670	Junco_hyemalis
ENSZALP00000011628	ENSZALG00000009808	Zonotrichia_albicollis
ENSSCAP00000003380	ENSSCAG00000002839	Serinus_canaria
ENSLSDP00000022922	ENSLSDG00000016163	Lonchura_striata_domestica
ENSTGUP00000006900	ENSTGUG00000006720	Taeniopygia_guttata
ENSMUNP00000009939	ENSMUNG00000007862	Melopsittacus_undulatus
ENSCPGP00000023928	ENSCPGG00000016540	Calidris_pygmaea
ENSCPUP00000006332	ENSCPUG00000004626	Calidris_pugnax
ENSAHAP00000025904	ENSAHAG00000018063	Apteryx_haastii
ENSAOWP00000016369	ENSAOWG00000011161	Apteryx_owenii
ENSARWP00000027914	ENSARWG00000018844	Apteryx_rowi
ENSNPEP00000010530	ENSNPEG00000007912	Nothoprocta_perdicaria
ENSDNVP00000018552	ENSDNVG00000012983	Dromaius_novaehollandiae
ENSCPRP00005010254	ENSCPRG00005007307	Crocodylus_porosus
ENSCABP00000013993	ENSCABG00000010441	Chelonoidis_abingdonii
ENSGAGP00000033942	ENSGAGG00000024135	Gopherus_agassizii
ENSCPBP00000018170	ENSCPBG00000013272	Chrysemys_picta_bellii
ENSPSIP00000018894	ENSPSIG00000016789	Pelodiscus_sinensis
ENSCHOP00000001537	ENSCHOG00000001738	Choloepus_hoffmanni
ENSDNOP00000004195	ENSDNOG00000005414	Dasypus_novemcinctus
ENSLAFP00000024369	ENSLAFG00000004507	Loxodonta_africana
ENSPVAP00000004226	ENSPVAG00000004461	Pteropus_vampyrus
ENSMLUP00000012118	ENSMLUG00000013320	Myotis_lucifugus
ENSECAP00000013514	ENSECAG00000015977	Equus_caballus
ENSEASP00005011370	ENSEASG00005007992	Equus_asinus_asinus
ENSUAMP00000030662	ENSUAMG00000023544	Ursus_americanus
ENSUMAP00000028469	ENSUMAG00000020678	Ursus_maritimus
ENSAMEP00000009184	ENSAMEG00000008733	Ailuropoda_melanoleuca
ENSNVIP00000012579	ENSNVIG00000009984	Neovison_vison
ENSMPUP00000018893	ENSMPUG00000019015	Mustela_putorius_furo
ENSCAFP00000000587	ENSCAFG00000000407	Canis_lupus_familiaris
ENSCAFP00020021556	ENSCAFG00020017042	Canis_lupus_dingo
ENSVVUP00000014077	ENSVVUG00000010316	Vulpes_vulpes
ENSFCAP00000010312	ENSFCAG00000011099	Felis_catus
ENSPPRP00000017203	ENSPPRG00000009253	Panthera_pardus
ENSCHIP00000028950	ENSCHIG00000024275	Capra_hircus
ENSOARP00000019114	ENSOARG00000017820	Ovis_aries
ENSBIXP00005002418	ENSBIXG00005008767	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000016197	ENSBIXG00000003757	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000009545	ENSBTAG00000007256	Bos_taurus
ENSBBBP00000003828	ENSBBBG00000012816	Bison_bison_bison
ENSBMUP00000015337	ENSBMUG00000011652	Bos_mutus
ENSTTRP00000000068	ENSTTRG00000000077	Tursiops_truncatus
