ENSDARP00000027016	ENSDARG00000017525	Danio_rerio
ENSIPUP00000033062	ENSIPUG00000022222	Ictalurus_punctatus	ENSIPUT00000034366
ENSTRUP00000001301	ENSTRUG00000000552	Takifugu_rubripes
ENSTNIP00000007085	ENSTNIG00000004447	Tetraodon_nigroviridis
ENSGACP00000015371	ENSGACG00000011626	Gasterosteus_aculeatus
ENSGWIP00000029068	ENSGWIG00000015180	Gouania_willdenowi
ENSSDUP00000007497	ENSSDUG00000005498	Seriola_dumerili
ENSSLDP00000004711	ENSSLDG00000003675	Seriola_lalandi_dorsalis
ENSCSEP00000014958	ENSCSEG00000009610	Cynoglossus_semilaevis
ENSLCAP00010019078	ENSLCAG00010009016	Lates_calcarifer
ENSAOCP00000001764	ENSAOCG00000004841	Amphiprion_ocellaris
ENSAPEP00000023444	ENSAPEG00000016595	Amphiprion_percula
ENSSPAP00000017336	ENSSPAG00000013078	Stegastes_partitus
ENSMMOP00000013989	ENSMMOG00000010707	Mola_mola
ENSORLP00015035193	ENSORLG00015021625	Oryzias_latipes_ASM223469v1
ENSORLP00015035185	ENSORLG00015021601	Oryzias_latipes_ASM223469v1
ENSORLP00020005717	ENSORLG00020006542	Oryzias_latipes_ASM223471v1
ENSOMEP00000013193	ENSOMEG00000014665	Oryzias_melastigma
ENSAPOP00000024778	ENSAPOG00000007533	Acanthochromis_polyacanthus
ENSMAMP00000008804	ENSMAMG00000005960	Mastacembelus_armatus
ENSLCRP00005020282	ENSLCRG00005008283	Larimichthys_crocea
ENSLCRP00005020280	ENSLCRG00005008281	Larimichthys_crocea
ENSCGOP00000036075	ENSCGOG00000016683	Cottoperca_gobio
ENSSMAP00000030307	ENSSMAG00000018560	Scophthalmus_maximus
ENSPFOP00000013627	ENSPFOG00000013590	Poecilia_formosa
ENSPMEP00000012158	ENSPMEG00000000827	Poecilia_mexicana
ENSPLAP00000028047	ENSPLAG00000017118	Poecilia_latipinna
ENSXCOP00000010519	ENSXCOG00000007958	Xiphophorus_couchianus
ENSXMAP00000009378	ENSXMAG00000009357	Xiphophorus_maculatus
ENSGAFP00000028362	ENSGAFG00000019182	Gambusia_affinis
ENSFHEP00000010776	ENSFHEG00000012179	Fundulus_heteroclitus
ENSCVAP00000008934	ENSCVAG00000010905	Cyprinodon_variegatus
ENSKMAP00000017951	ENSKMAG00000013385	Kryptolebias_marmoratus
ENSPNYP00000029568	ENSPNYG00000022274	Pundamilia_nyererei
ENSMZEP00005031554	ENSMZEG00005023535	Maylandia_zebra
ENSHBUP00000026243	ENSHBUG00000008778	Haplochromis_burtoni
ENSACLP00000024189	ENSACLG00000016462	Astatotilapia_calliptera
ENSONIP00000020810	ENSONIG00000016525	Oreochromis_niloticus
ENSNBRP00000000350	ENSNBRG00000000307	Neolamprologus_brichardi
ENSACIP00000006575	ENSACIG00000005132	Amphilophus_citrinellus
ENSPRNP00000039987	ENSPRNG00000019677	Parambassis_ranga
ENSATEP00000035800	ENSATEG00000024597	Anabas_testudineus
ENSBSLP00000015802	ENSBSLG00000008316	Betta_splendens
ENSHCOP00000012385	ENSHCOG00000015496	Hippocampus_comes
ENSPMGP00000011083	ENSPMGG00000009190	Periophthalmus_magnuspinnatus
ENSEEEP00000041335	ENSEEEG00000019563	Electrophorus_electricus
ENSEEEP00000041336	ENSEEEG00000019564	Electrophorus_electricus	ENSEEET00000041815
ENSAMXP00000029477	ENSAMXG00000032407	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000050383
ENSAMXP00005021988	ENSAMXG00005011359	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000032677	ENSPNAG00000020735	Pygocentrus_nattereri
ENSHHUP00000081036	ENSHHUG00000047155	Hucho_hucho
ENSELUP00000005854	ENSELUG00000006830	Esox_lucius
ENSSFOP00015032353	ENSSFOG00015020692	Scleropages_formosus
ENSPKIP00000015619	ENSPKIG00000002270	Paramormyrops_kingsleyae
ENSLOCP00000004347	ENSLOCG00000003660	Lepisosteus_oculatus
ENSGMOP00000012268	ENSGMOG00000011475	Gadus_morhua
ENSDCDP00000020952	ENSDCDG00000016528	Denticeps_clupeoides
ENSDCDP00000020948	ENSDCDG00000016523	Denticeps_clupeoides
ENSDCDP00000047725	ENSDCDG00000029690	Denticeps_clupeoides
ENSDCDP00000047732	ENSDCDG00000029695	Denticeps_clupeoides
ENSLBEP00000033271	ENSLBEG00000025063	Labrus_bergylta
ENSMMOP00000013984	ENSMMOG00000010704	Mola_mola
ENSPREP00000029009	ENSPREG00000019617	Poecilia_reticulata
ENSORLP00020005727	ENSORLG00020006549	Oryzias_latipes_ASM223471v1
ENSMALP00000012960	ENSMALG00000009152	Monopterus_albus
ENSHHUP00000036658	ENSHHUG00000023003	Hucho_hucho
ENSELUP00000005827	ENSELUG00000006814	Esox_lucius
ENSIPUP00000033033	ENSIPUG00000022184	Ictalurus_punctatus
ENSECRP00000015730	ENSECRG00000010499	Erpetoichthys_calabaricus
ENSORLP00000020652	ENSORLG00000016497	Oryzias_latipes_ASM223467v1
ENSLACP00000019976	ENSLACG00000017559	Latimeria_chalumnae
ENSXETP00000028520	ENSXETG00000008317	Xenopus_tropicalis
ENSCPBP00000028253	ENSCPBG00000019975	Chrysemys_picta_bellii
ENSCABP00000009816	ENSCABG00000007341	Chelonoidis_abingdonii
ENSPSIP00000002793	ENSPSIG00000002720	Pelodiscus_sinensis
ENSCPRP00005002210	ENSCPRG00005001632	Crocodylus_porosus
ENSABRP00000027163	ENSABRG00000022634	Anser_brachyrhynchus
ENSAPLP00000023193	ENSAPLG00000028904	Anas_platyrhynchos_platyrhynchos
ENSDNVP00000024809	ENSDNVG00000017261	Dromaius_novaehollandiae
ENSARWP00000019350	ENSARWG00000013261	Apteryx_rowi
ENSAHAP00000011731	ENSAHAG00000008506	Apteryx_haastii
ENSAOWP00000028827	ENSAOWG00000019420	Apteryx_owenii
ENSLSDP00000001360	ENSLSDG00000001074	Lonchura_striata_domestica
ENSTGUP00000016291	ENSTGUG00000015950	Taeniopygia_guttata
ENSPMJP00000006354	ENSPMJG00000005360	Parus_major
ENSFALP00000000129	ENSFALG00000000124	Ficedula_albicollis
ENSSCAP00000019195	ENSSCAG00000013859	Serinus_canaria
ENSCCEP00000025496	ENSCCEG00000022498	Cyanistes_caeruleus
ENSLCOP00000016228	ENSLCOG00000011579	Lepidothrix_coronata
ENSMUNP00000010156	ENSMUNG00000008028	Melopsittacus_undulatus
ENSCPGP00000027489	ENSCPGG00000018950	Calidris_pygmaea
ENSCPUP00000007943	ENSCPUG00000005737	Calidris_pugnax
ENSGALP00000067619	ENSGALG00000047646	Gallus_gallus
ENSCJPP00005002336	ENSCJPG00005002526	Coturnix_japonica
ENSNMEP00000001713	ENSNMEG00000002194	Numida_meleagris
ENSPVIP00000021098	ENSPVIG00000016024	Pogona_vitticeps
ENSNSUP00000025289	ENSNSUG00000018217	Notechis_scutatus
ENSSMRP00000015387	ENSSMRG00000011948	Salvator_merianae
ENSACAP00000008572	ENSACAG00000008649	Anolis_carolinensis
ENSSPUP00000020987	ENSSPUG00000016139	Sphenodon_punctatus
ENSPCIP00000037629	ENSPCIG00000027711	Phascolarctos_cinereus
ENSVURP00010007918	ENSVURG00010006120	Vombatus_ursinus
ENSMODP00000041904	ENSMODG00000049466	Monodelphis_domestica
ENSSHAP00000007835	ENSSHAG00000006801	Sarcophilus_harrisii
ENSMLUP00000009944	ENSMLUG00000010910	Myotis_lucifugus
ENSPVAP00000001660	ENSPVAG00000001757	Pteropus_vampyrus
ENSEASP00005000369	ENSEASG00005000368	Equus_asinus_asinus
ENSECAP00000013646	ENSECAG00000015768	Equus_caballus
ENSUAMP00000035720	ENSUAMG00000027118	Ursus_americanus
ENSUMAP00000008474	ENSUMAG00000006450	Ursus_maritimus
ENSAMEP00000007688	ENSAMEG00000007281	Ailuropoda_melanoleuca
ENSMPUP00000014776	ENSMPUG00000014887	Mustela_putorius_furo
ENSNVIP00000009805	ENSNVIG00000007751	Neovison_vison
ENSCAFP00000013117	ENSCAFG00000008923	Canis_lupus_familiaris
ENSCAFP00020016649	ENSCAFG00020013349	Canis_lupus_dingo
ENSPTIP00000000826	ENSPTIG00000002066	Panthera_tigris_altaica
ENSPPRP00000008041	ENSPPRG00000002985	Panthera_pardus
ENSFCAP00000048125	ENSFCAG00000043415	Felis_catus
ENSVVUP00000026662	ENSVVUG00000019590	Vulpes_vulpes
ENSOARP00000020622	ENSOARG00000019198	Ovis_aries
ENSCHIP00000028945	ENSCHIG00000024236	Capra_hircus
ENSBIXP00005017350	ENSBIXG00005020870	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000017796	ENSBIXG00000021730	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000007703	ENSBTAG00000005861	Bos_taurus
ENSBMUP00000030599	ENSBMUG00000022863	Bos_mutus
ENSBBBP00000027887	ENSBBBG00000024356	Bison_bison_bison
ENSTTRP00000002407	ENSTTRG00000002565	Tursiops_truncatus
ENSSSCP00000072523	ENSSSCG00000038181	Sus_scrofa_strain_reference
ENSVPAP00000002228	ENSVPAG00000002412	Vicugna_pacos
ENSSARP00000004918	ENSSARG00000005441	Sorex_araneus
ENSHGLP00100024810	ENSHGLG00100018222	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000004592	ENSHGLG00000003361	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000004171	ENSHGLG00000003063	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003675	ENSFDAG00000013058	Fukomys_damarensis
ENSCLAP00000004831	ENSCLAG00000003430	Chinchilla_lanigera
ENSODEP00000004493	ENSODEG00000003425	Octodon_degus
ENSCPOP00000028943	ENSCPOG00000038705	Cavia_porcellus
ENSUPAP00010010974	ENSUPAG00010008871	Urocitellus_parryii
ENSSTOP00000023449	ENSSTOG00000021508	Ictidomys_tridecemlineatus
ENSSDAP00000017136	ENSSDAG00000015492	Spermophilus_dauricus
ENSMMMP00000026159	ENSMMMG00000022910	Marmota_marmota_marmota
ENSCCNP00000029470	ENSCCNG00000028258	Castor_canadensis
ENSDORP00000002680	ENSDORG00000002854	Dipodomys_ordii
ENSMUSP00000126874	ENSMUSG00000011960	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000000634	ENSMSIG00000000619	Mus_spicilegus
MGP_SPRETEiJ_P0041517	MGP_SPRETEiJ_G0021133	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0039684	MGP_CAROLIEiJ_G0020236	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043035	MGP_PahariEiJ_G0020239	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000070328	ENSRNOG00000055738	Rattus_norvegicus
ENSRNOP00000073281	ENSRNOG00000053054	Rattus_norvegicus
ENSMUGP00000031951	ENSMUGG00000026563	Meriones_unguiculatus
ENSMUGP00000031937	ENSMUGG00000026551	Meriones_unguiculatus
ENSMOCP00000012701	ENSMOCG00000012712	Microtus_ochrogaster
ENSPEMP00000018013	ENSPEMG00000016743	Peromyscus_maniculatus_bairdii
ENSCGRP00015007074	ENSCGRG00015005446	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001008147	ENSCGRG00001010472	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016825	ENSCGRG00000012235	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000016975	ENSMAUG00000015960	Mesocricetus_auratus
ENSNGAP00000003832	ENSNGAG00000004672	Nannospalax_galili
ENSJJAP00000011255	ENSJJAG00000014633	Jaculus_jaculus
ENSOCUP00000006384	ENSOCUG00000007383	Oryctolagus_cuniculus
ENSOPRP00000006511	ENSOPRG00000007114	Ochotona_princeps
ENSPSMP00000008514	ENSPSMG00000006248	Prolemur_simus
ENSMICP00000046582	ENSMICG00000045745	Microcebus_murinus
ENSPCOP00000025243	ENSPCOG00000024849	Propithecus_coquereli
ENSOGAP00000015034	ENSOGAG00000016794	Otolemur_garnettii
ENSTSYP00000022307	ENSTSYG00000025426	Carlito_syrichta
ENSPTRP00000008350	ENSPTRG00000004883	Pan_troglodytes
ENSPPAP00000019262	ENSPPAG00000032804	Pan_paniscus
ENSP00000261900	ENSG00000129315	Homo_sapiens
ENSGGOP00000012763	ENSGGOG00000013082	Gorilla_gorilla
ENSPPYP00000005098	ENSPPYG00000004465	Pongo_abelii
ENSNLEP00000021716	ENSNLEG00000017873	Nomascus_leucogenys
ENSMLEP00000039435	ENSMLEG00000043751	Mandrillus_leucophaeus
ENSCATP00000003209	ENSCATG00000012742	Cercocebus_atys
ENSMFAP00000030574	ENSMFAG00000042457	Macaca_fascicularis
ENSMMUP00000072064	ENSMMUG00000007629	Macaca_mulatta
ENSMNEP00000039006	ENSMNEG00000042465	Macaca_nemestrina
ENSPANP00000006511	ENSPANG00000012633	Papio_anubis
ENSTGEP00000000286	ENSTGEG00000000317	Theropithecus_gelada
ENSCSAP00000002550	ENSCSAG00000006255	Chlorocebus_sabaeus
ENSPTEP00000009933	ENSPTEG00000011267	Piliocolobus_tephrosceles
ENSCANP00000038447	ENSCANG00000042894	Colobus_angolensis_palliatus
ENSRROP00000042745	ENSRROG00000044470	Rhinopithecus_roxellana
ENSRBIP00000020140	ENSRBIG00000034059	Rhinopithecus_bieti
ENSCCAP00000012201	ENSCCAG00000023845	Cebus_capucinus_imitator
ENSSBOP00000018800	ENSSBOG00000025980	Saimiri_boliviensis_boliviensis
ENSCJAP00000075107	ENSCJAG00000020739	Callithrix_jacchus
ENSANAP00000003246	ENSANAG00000019549	Aotus_nancymaae
ENSTBEP00000014588	ENSTBEG00000016766	Tupaia_belangeri
ENSDNOP00000009284	ENSDNOG00000011969	Dasypus_novemcinctus
ENSLAFP00000023048	ENSLAFG00000029881	Loxodonta_africana
ENSETEP00000003581	ENSETEG00000004370	Echinops_telfairi
ENSEEUP00000005668	ENSEEUG00000006204	Erinaceus_europaeus
ENSOANP00000009301	ENSOANG00000005843	Ornithorhynchus_anatinus
ENSGWIP00000018156	ENSGWIG00000010078	Gouania_willdenowi
ENSNPEP00000016675	ENSNPEG00000012411	Nothoprocta_perdicaria
ENSMVIP00005002328	ENSMVIG00005001851	Manacus_vitellinus
ENSAPLP00000027877	ENSAPLG00000019386	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000026459	ENSAPLG00000022799	Anas_platyrhynchos_platyrhynchos
ENSJHYP00000003436	ENSJHYG00000002837	Junco_hyemalis
ENSCMIP00000002851	ENSCMIG00000001630	Callorhinchus_milii
