ENSGAGP00000007264	ENSGAGG00000005839	Gopherus_agassizii
ENSCABP00000029674	ENSCABG00000021762	Chelonoidis_abingdonii
ENSCPBP00000014473	ENSCPBG00000010770	Chrysemys_picta_bellii
ENSPSIP00000006959	ENSPSIG00000006440	Pelodiscus_sinensis
ENSPVIP00000005842	ENSPVIG00000004770	Pogona_vitticeps
ENSPVIP00000005992	ENSPVIG00000004947	Pogona_vitticeps
ENSACAP00000007626	ENSACAG00000007736	Anolis_carolinensis
ENSSMRP00000008556	ENSSMRG00000006849	Salvator_merianae
ENSNSUP00000015076	ENSNSUG00000011115	Notechis_scutatus
ENSLACP00000004198	ENSLACG00000003734	Latimeria_chalumnae
ENSXETP00000027729	ENSXETG00000008919	Xenopus_tropicalis
ENSBIXP00005009217	ENSBIXG00005014196	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000006954	ENSBIXG00000013002	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000001347	ENSBTAG00000001014	Bos_taurus
ENSBMUP00000019771	ENSBMUG00000014913	Bos_mutus
ENSBBBP00000020972	ENSBBBG00000003563	Bison_bison_bison
ENSCHIP00000011964	ENSCHIG00000013929	Capra_hircus
ENSOARP00000019650	ENSOARG00000018310	Ovis_aries
ENSSSCP00000044468	ENSSSCG00000031076	Sus_scrofa_strain_reference
ENSVPAP00000004689	ENSVPAG00000005055	Vicugna_pacos
ENSPVAP00000000420	ENSPVAG00000000450	Pteropus_vampyrus
ENSMLUP00000007347	ENSMLUG00000008040	Myotis_lucifugus
ENSEASP00005025776	ENSEASG00005017599	Equus_asinus_asinus
ENSECAP00000011303	ENSECAG00000013433	Equus_caballus
ENSUMAP00000008142	ENSUMAG00000006239	Ursus_maritimus
ENSUAMP00000036314	ENSUAMG00000027520	Ursus_americanus
ENSAMEP00000004739	ENSAMEG00000004476	Ailuropoda_melanoleuca
ENSNVIP00000018883	ENSNVIG00000014766	Neovison_vison
ENSMPUP00000000046	ENSMPUG00000000046	Mustela_putorius_furo
ENSCAFP00000026896	ENSCAFG00000018202	Canis_lupus_familiaris
ENSCAFP00020026945	ENSCAFG00020021148	Canis_lupus_dingo
ENSVVUP00000042289	ENSVVUG00000030046	Vulpes_vulpes
ENSPPRP00000017437	ENSPPRG00000009418	Panthera_pardus
ENSPTIP00000025166	ENSPTIG00000021045	Panthera_tigris_altaica
ENSFCAP00000008198	ENSFCAG00000008844	Felis_catus
ENSODEP00000000522	ENSODEG00000000439	Octodon_degus
ENSCLAP00000016144	ENSCLAG00000011109	Chinchilla_lanigera
ENSCPOP00000019838	ENSCPOG00000027276	Cavia_porcellus
ENSCAPP00000012050	ENSCAPG00000012973	Cavia_aperea
ENSHGLP00000018462	ENSHGLG00000013226	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100019188	ENSHGLG00100014147	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005183	ENSFDAG00000014272	Fukomys_damarensis
ENSSTOP00000000403	ENSSTOG00000000446	Ictidomys_tridecemlineatus
ENSUPAP00010001057	ENSUPAG00010000890	Urocitellus_parryii
ENSMMMP00000008559	ENSMMMG00000007658	Marmota_marmota_marmota
ENSCCNP00000024756	ENSCCNG00000024241	Castor_canadensis
ENSDORP00000015884	ENSDORG00000026717	Dipodomys_ordii
ENSCGRP00015020493	ENSCGRG00015015664	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001012635	ENSCGRG00001013996	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016054	ENSCGRG00000011652	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000012748	ENSMAUG00000012966	Mesocricetus_auratus
ENSMOCP00000020277	ENSMOCG00000018009	Microtus_ochrogaster
ENSMUSP00000078087	ENSMUSG00000001034	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0027123	MGP_CAROLIEiJ_G0016478	Mus_caroli_strain_CAROLI_EIJ
