ENSABRP00000006127	ENSABRG00000005671	Anser_brachyrhynchus
ENSAPLP00000008625	ENSAPLG00000008954	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000018942	ENSCPUG00000013031	Calidris_pugnax
ENSCJPP00005025194	ENSCJPG00005019801	Coturnix_japonica
ENSMGAP00000004580	ENSMGAG00000004757	Meleagris_gallopavo
ENSNMEP00000007343	ENSNMEG00000007375	Numida_meleagris
ENSAHAP00000018942	ENSAHAG00000013425	Apteryx_haastii
ENSAOWP00000011423	ENSAOWG00000007852	Apteryx_owenii
ENSARWP00000010748	ENSARWG00000007459	Apteryx_rowi
ENSDNVP00000019477	ENSDNVG00000013642	Dromaius_novaehollandiae
ENSNPEP00000007780	ENSNPEG00000005835	Nothoprocta_perdicaria
ENSCPRP00005003110	ENSCPRG00005002287	Crocodylus_porosus
ENSCABP00000030506	ENSCABG00000022293	Chelonoidis_abingdonii
ENSGAGP00000001094	ENSGAGG00000000883	Gopherus_agassizii
ENSCPBP00000011345	ENSCPBG00000008663	Chrysemys_picta_bellii
ENSSPUP00000008752	ENSSPUG00000006801	Sphenodon_punctatus
ENSBIXP00005016383	ENSBIXG00005020068	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000027432	ENSBIXG00000008264	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000063843	ENSBTAG00000055114	Bos_taurus
ENSBMUP00000002737	ENSBMUG00000002147	Bos_mutus
ENSBBBP00000007037	ENSBBBG00000015254	Bison_bison_bison
ENSOARP00000009331	ENSOARG00000008694	Ovis_aries
ENSEEUP00000013291	ENSEEUG00000014579	Erinaceus_europaeus
ENSVPAP00000005267	ENSVPAG00000005671	Vicugna_pacos
ENSSSCP00000010018	ENSSSCG00000009387	Sus_scrofa_strain_reference
ENSTTRP00000010171	ENSTTRG00000010752	Tursiops_truncatus
ENSEASP00005025425	ENSEASG00005017321	Equus_asinus_asinus
ENSECAP00000004816	ENSECAG00000006759	Equus_caballus
ENSPVAP00000010917	ENSPVAG00000011582	Pteropus_vampyrus
ENSMLUP00000016828	ENSMLUG00000028199	Myotis_lucifugus
ENSAMEP00000005069	ENSAMEG00000004810	Ailuropoda_melanoleuca
ENSUAMP00000029707	ENSUAMG00000022856	Ursus_americanus
ENSNVIP00000015216	ENSNVIG00000011945	Neovison_vison
ENSMPUP00000017900	ENSMPUG00000018011	Mustela_putorius_furo
ENSPPRP00000022165	ENSPPRG00000012760	Panthera_pardus
ENSDORP00000020580	ENSDORG00000028468	Dipodomys_ordii
ENSCCNP00000015696	ENSCCNG00000016092	Castor_canadensis
ENSCGRP00001012919	ENSCGRG00001014203	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015014385	ENSCGRG00015011078	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008456	ENSCGRG00000006159	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000015761	ENSMOCG00000014861	Microtus_ochrogaster
ENSPEMP00000001023	ENSPEMG00000000730	Peromyscus_maniculatus_bairdii
ENSMSIP00000029360	ENSMSIG00000024662	Mus_spicilegus
MGP_SPRETEiJ_P0038792	MGP_SPRETEiJ_G0020280	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000060855	ENSMUSG00000048281	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0037065	MGP_CAROLIEiJ_G0019388	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085168	MGP_PahariEiJ_G0030406	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000068182	ENSRNOG00000009181	Rattus_norvegicus
ENSMUGP00000021493	ENSMUGG00000018088	Meriones_unguiculatus
ENSNGAP00000000788	ENSNGAG00000000600	Nannospalax_galili
ENSJJAP00000012809	ENSJJAG00000015749	Jaculus_jaculus
ENSHGLP00000012177	ENSHGLG00000008710	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020808	ENSHGLG00100015338	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006185	ENSFDAG00000015010	Fukomys_damarensis
ENSCLAP00000008353	ENSCLAG00000005848	Chinchilla_lanigera
ENSODEP00000009069	ENSODEG00000006775	Octodon_degus
ENSCPOP00000022443	ENSCPOG00000030950	Cavia_porcellus
ENSUPAP00010004895	ENSUPAG00010003981	Urocitellus_parryii
ENSSTOP00000016550	ENSSTOG00000022745	Ictidomys_tridecemlineatus
ENSMMMP00000026262	ENSMMMG00000022997	Marmota_marmota_marmota
ENSOCUP00000003417	ENSOCUG00000003938	Oryctolagus_cuniculus
ENSOPRP00000011847	ENSOPRG00000012992	Ochotona_princeps
ENSPTRP00000088785	ENSPTRG00000005885	Pan_troglodytes
ENSPPAP00000004632	ENSPPAG00000019375	Pan_paniscus
ENSP00000427177	ENSG00000186047	Homo_sapiens
ENSGGOP00000033675	ENSGGOG00000005664	Gorilla_gorilla
ENSPPYP00000006124	ENSPPYG00000005377	Pongo_abelii
ENSNLEP00000004578	ENSNLEG00000003803	Nomascus_leucogenys
ENSTGEP00000005579	ENSTGEG00000004628	Theropithecus_gelada
ENSPANP00000017961	ENSPANG00000006004	Papio_anubis
ENSCATP00000020232	ENSCATG00000033900	Cercocebus_atys
ENSMLEP00000036311	ENSMLEG00000042275	Mandrillus_leucophaeus
ENSMNEP00000027290	ENSMNEG00000037049	Macaca_nemestrina
ENSMMUP00000028641	ENSMMUG00000021744	Macaca_mulatta
ENSMFAP00000034036	ENSMFAG00000003519	Macaca_fascicularis
ENSCSAP00000013727	ENSCSAG00000017702	Chlorocebus_sabaeus
ENSCANP00000000434	ENSCANG00000001635	Colobus_angolensis_palliatus
ENSPTEP00000031864	ENSPTEG00000030716	Piliocolobus_tephrosceles
ENSRROP00000022782	ENSRROG00000035248	Rhinopithecus_roxellana
ENSRBIP00000036608	ENSRBIG00000041915	Rhinopithecus_bieti
ENSSBOP00000027190	ENSSBOG00000030024	Saimiri_boliviensis_boliviensis
ENSCJAP00000015860	ENSCJAG00000008616	Callithrix_jacchus
ENSCCAP00000030684	ENSCCAG00000033394	Cebus_capucinus_imitator
ENSANAP00000026576	ENSANAG00000031016	Aotus_nancymaae
ENSMICP00000032291	ENSMICG00000031262	Microcebus_murinus
ENSPCOP00000028602	ENSPCOG00000026956	Propithecus_coquereli
ENSPSMP00000023151	ENSPSMG00000016383	Prolemur_simus
ENSOGAP00000008183	ENSOGAG00000009127	Otolemur_garnettii
ENSTBEP00000001709	ENSTBEG00000001987	Tupaia_belangeri
ENSCHOP00000004913	ENSCHOG00000005551	Choloepus_hoffmanni
ENSPCAP00000000281	ENSPCAG00000000306	Procavia_capensis
ENSVURP00010023336	ENSVURG00010017885	Vombatus_ursinus
ENSPCIP00000035016	ENSPCIG00000025900	Phascolarctos_cinereus
ENSMEUP00000005720	ENSMEUG00000006268	Notamacropus_eugenii
ENSSHAP00000019555	ENSSHAG00000016607	Sarcophilus_harrisii
ENSMODP00000047330	ENSMODG00000010784	Monodelphis_domestica
ENSXETP00000037218	ENSXETG00000013032	Xenopus_tropicalis
