ENSPMAP00000009295	ENSPMAG00000008429	Petromyzon_marinus
ENSEBUP00000006208	ENSEBUG00000004118	Eptatretus_burgeri
ENSACAP00000002896	ENSACAG00000002976	Anolis_carolinensis
ENSPVIP00000009047	ENSPVIG00000007246	Pogona_vitticeps
ENSNSUP00000021043	ENSNSUG00000015284	Notechis_scutatus
ENSSMRP00000024064	ENSSMRG00000018677	Salvator_merianae
ENSSPUP00000022824	ENSSPUG00000017517	Sphenodon_punctatus
ENSCABP00000019587	ENSCABG00000014458	Chelonoidis_abingdonii
ENSGAGP00000033108	ENSGAGG00000023632	Gopherus_agassizii
ENSCPBP00000018443	ENSCPBG00000013440	Chrysemys_picta_bellii
ENSPSIP00000006973	ENSPSIG00000006432	Pelodiscus_sinensis
ENSDNVP00000016642	ENSDNVG00000011656	Dromaius_novaehollandiae
ENSAHAP00000028140	ENSAHAG00000019558	Apteryx_haastii
ENSARWP00000007232	ENSARWG00000005070	Apteryx_rowi
ENSAOWP00000007701	ENSAOWG00000005288	Apteryx_owenii
ENSNPEP00000021873	ENSNPEG00000016218	Nothoprocta_perdicaria
ENSCPUP00000022881	ENSCPUG00000015547	Calidris_pugnax
ENSCPGP00000002615	ENSCPGG00000001949	Calidris_pygmaea
ENSMUNP00000003167	ENSMUNG00000002721	Melopsittacus_undulatus
ENSLCOP00000012418	ENSLCOG00000008996	Lepidothrix_coronata
ENSMVIP00005006376	ENSMVIG00005004852	Manacus_vitellinus
ENSLSDP00000016959	ENSLSDG00000012188	Lonchura_striata_domestica
ENSTGUP00000001835	ENSTGUG00000001779	Taeniopygia_guttata
ENSSCAP00000005313	ENSSCAG00000004225	Serinus_canaria
ENSJHYP00000001890	ENSJHYG00000001626	Junco_hyemalis
ENSZALP00000012130	ENSZALG00000010218	Zonotrichia_albicollis
ENSPMJP00000006879	ENSPMJG00000005728	Parus_major
ENSCCEP00000003958	ENSCCEG00000004412	Cyanistes_caeruleus
ENSAPLP00000002265	ENSAPLG00000002813	Anas_platyrhynchos_platyrhynchos
