ENSACAP00000014788	ENSACAG00000015070	Anolis_carolinensis
ENSPVIP00000030154	ENSPVIG00000022218	Pogona_vitticeps
ENSNSUP00000022609	ENSNSUG00000016420	Notechis_scutatus
ENSABRP00000012578	ENSABRG00000011275	Anser_brachyrhynchus
ENSMGAP00000003446	ENSMGAG00000003699	Meleagris_gallopavo
ENSCCEP00000017656	ENSCCEG00000016303	Cyanistes_caeruleus
ENSPMJP00000003717	ENSPMJG00000003255	Parus_major
ENSFALP00000011443	ENSFALG00000010961	Ficedula_albicollis
ENSTGUP00000007372	ENSTGUG00000007156	Taeniopygia_guttata
ENSDNVP00000004251	ENSDNVG00000003021	Dromaius_novaehollandiae
ENSPSIP00000017977	ENSPSIG00000015932	Pelodiscus_sinensis
ENSGACP00000011763	ENSGACG00000008907	Gasterosteus_aculeatus
ENSTNIP00000002280	ENSTNIG00000000775	Tetraodon_nigroviridis
ENSSLDP00000025782	ENSSLDG00000020057	Seriola_lalandi_dorsalis
ENSAOCP00000032038	ENSAOCG00000024089	Amphiprion_ocellaris
ENSAPOP00000019606	ENSAPOG00000023063	Acanthochromis_polyacanthus
ENSSPAP00000012289	ENSSPAG00000009319	Stegastes_partitus
ENSPRNP00000039366	ENSPRNG00000019400	Parambassis_ranga
ENSONIP00000004976	ENSONIG00000003948	Oreochromis_niloticus
ENSPFOP00000012694	ENSPFOG00000012663	Poecilia_formosa
ENSPMEP00000007074	ENSPMEG00000008655	Poecilia_mexicana
ENSLCRP00005004765	ENSLCRG00005002440	Larimichthys_crocea
ENSGMOP00000000856	ENSGMOG00000000817	Gadus_morhua
ENSPNAP00000000378	ENSPNAG00000007468	Pygocentrus_nattereri
ENSIPUP00000013480	ENSIPUG00000009217	Ictalurus_punctatus
ENSDARP00000135376	ENSDARG00000098791	Danio_rerio
ENSHHUP00000045968	ENSHHUG00000028029	Hucho_hucho
ENSSFOP00015001216	ENSSFOG00015000887	Scleropages_formosus
ENSCGOP00000022712	ENSCGOG00000010885	Cottoperca_gobio
ENSGACP00000022772	ENSGACG00000017243	Gasterosteus_aculeatus
ENSLCRP00005051445	ENSLCRG00005019375	Larimichthys_crocea
ENSLBEP00000017265	ENSLBEG00000013302	Labrus_bergylta
ENSAOCP00000002462	ENSAOCG00000005578	Amphiprion_ocellaris
ENSAPOP00000001165	ENSAPOG00000002405	Acanthochromis_polyacanthus
ENSPLAP00000018349	ENSPLAG00000022951	Poecilia_latipinna
ENSPMEP00000032986	ENSPMEG00000021238	Poecilia_mexicana
ENSPFOP00000001451	ENSPFOG00000001495	Poecilia_formosa
ENSXMAP00000018407	ENSXMAG00000018372	Xiphophorus_maculatus
ENSGAFP00000027483	ENSGAFG00000018572	Gambusia_affinis
ENSFHEP00000030761	ENSFHEG00000016251	Fundulus_heteroclitus
ENSORLP00000028953	ENSORLG00000030572	Oryzias_latipes_ASM223467v1
ENSORLP00015006235	ENSORLG00015007047	Oryzias_latipes_ASM223469v1
ENSORLP00020003959	ENSORLG00020004745	Oryzias_latipes_ASM223471v1
ENSOMEP00000010230	ENSOMEG00000000270	Oryzias_melastigma
ENSTNIP00000006552	ENSTNIG00000003944	Tetraodon_nigroviridis
ENSGWIP00000011461	ENSGWIG00000006731	Gouania_willdenowi
ENSMALP00000028399	ENSMALG00000019681	Monopterus_albus
ENSMAMP00000000959	ENSMAMG00000000683	Mastacembelus_armatus
ENSBSLP00000018745	ENSBSLG00000009760	Betta_splendens
ENSMZEP00005021932	ENSMZEG00005016448	Maylandia_zebra
ENSACLP00000008838	ENSACLG00000006025	Astatotilapia_calliptera
ENSHBUP00000022279	ENSHBUG00000001153	Haplochromis_burtoni
ENSLCAP00010008813	ENSLCAG00010004240	Lates_calcarifer
ENSCSEP00000009192	ENSCSEG00000005899	Cynoglossus_semilaevis
ENSGMOP00000008366	ENSGMOG00000007828	Gadus_morhua
ENSELUP00000019207	ENSELUG00000018575	Esox_lucius
ENSAMXP00000036583	ENSAMXG00000033683	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000016190	ENSIPUG00000010989	Ictalurus_punctatus
ENSCMIP00000046627	ENSCMIG00000019168	Callorhinchus_milii
