ENSGAGP00000008700	ENSGAGG00000006881	Gopherus_agassizii
ENSCABP00000009100	ENSCABG00000006838	Chelonoidis_abingdonii
ENSCPBP00000005349	ENSCPBG00000004071	Chrysemys_picta_bellii
ENSPSIP00000020344	ENSPSIG00000018013	Pelodiscus_sinensis
ENSCPRP00005003270	ENSCPRG00005002406	Crocodylus_porosus
ENSACAP00000006595	ENSACAG00000006735	Anolis_carolinensis
ENSACAP00000021551	ENSACAG00000024658	Anolis_carolinensis
ENSACAP00000021585	ENSACAG00000024767	Anolis_carolinensis
ENSPVIP00000001741	ENSPVIG00000001530	Pogona_vitticeps
ENSSMRP00000021664	ENSSMRG00000016855	Salvator_merianae
ENSNSUP00000020147	ENSNSUG00000014683	Notechis_scutatus
ENSSPUP00000001496	ENSSPUG00000001118	Sphenodon_punctatus
ENSGALP00000008470	ENSGALG00000005292	Gallus_gallus
ENSCJPP00005012362	ENSCJPG00005010510	Coturnix_japonica
ENSMGAP00000001954	ENSMGAG00000002375	Meleagris_gallopavo
ENSNMEP00000004383	ENSNMEG00000004791	Numida_meleagris
ENSABRP00000001712	ENSABRG00000001748	Anser_brachyrhynchus
ENSAPLP00000012677	ENSAPLG00000012893	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000028404	ENSCPUG00000019111	Calidris_pugnax
ENSCPGP00000018118	ENSCPGG00000012672	Calidris_pygmaea
ENSMUNP00000004612	ENSMUNG00000003824	Melopsittacus_undulatus
ENSLSDP00000000424	ENSLSDG00000000361	Lonchura_striata_domestica
ENSTGUP00000000274	ENSTGUG00000000266	Taeniopygia_guttata
ENSPMJP00000004920	ENSPMJG00000004248	Parus_major
ENSCCEP00000007759	ENSCCEG00000008084	Cyanistes_caeruleus
ENSSCAP00000008040	ENSSCAG00000006171	Serinus_canaria
ENSZALP00000016990	ENSZALG00000013761	Zonotrichia_albicollis
ENSJHYP00000001558	ENSJHYG00000001346	Junco_hyemalis
ENSMVIP00005028037	ENSMVIG00005019515	Manacus_vitellinus
ENSLCOP00000002798	ENSLCOG00000002153	Lepidothrix_coronata
ENSFALP00000001044	ENSFALG00000001007	Ficedula_albicollis
ENSAHAP00000006299	ENSAHAG00000004771	Apteryx_haastii
ENSAOWP00000025371	ENSAOWG00000017159	Apteryx_owenii
ENSARWP00000002193	ENSARWG00000001687	Apteryx_rowi
ENSDNVP00000027127	ENSDNVG00000018842	Dromaius_novaehollandiae
ENSNPEP00000012130	ENSNPEG00000009082	Nothoprocta_perdicaria
ENSPCIP00000022498	ENSPCIG00000017065	Phascolarctos_cinereus
ENSVURP00010001182	ENSVURG00010001011	Vombatus_ursinus
ENSMEUP00000012382	ENSMEUG00000013574	Notamacropus_eugenii
ENSMODP00000016994	ENSMODG00000013585	Monodelphis_domestica
ENSSHAP00000008633	ENSSHAG00000007480	Sarcophilus_harrisii
ENSCCNP00000013882	ENSCCNG00000014378	Castor_canadensis
ENSOPRP00000014629	ENSOPRG00000016011	Ochotona_princeps
ENSPTRP00000045293	ENSPTRG00000024316	Pan_troglodytes
ENSPPAP00000042997	ENSPPAG00000044042	Pan_paniscus
ENSP00000287777	ENSG00000157119	Homo_sapiens
ENSGGOP00000005968	ENSGGOG00000006103	Gorilla_gorilla
ENSPPYP00000015634	ENSPPYG00000013977	Pongo_abelii
ENSNLEP00000007089	ENSNLEG00000005861	Nomascus_leucogenys
ENSPTEP00000012735	ENSPTEG00000014296	Piliocolobus_tephrosceles
ENSCANP00000031892	ENSCANG00000039616	Colobus_angolensis_palliatus
ENSRBIP00000025014	ENSRBIG00000036405	Rhinopithecus_bieti
ENSRROP00000035617	ENSRROG00000041305	Rhinopithecus_roxellana
ENSMMUP00000027974	ENSMMUG00000021244	Macaca_mulatta
ENSMNEP00000015444	ENSMNEG00000031823	Macaca_nemestrina
ENSMFAP00000040490	ENSMFAG00000046404	Macaca_fascicularis
ENSCATP00000000967	ENSCATG00000004799	Cercocebus_atys
ENSPANP00000003188	ENSPANG00000009491	Papio_anubis
ENSTGEP00000017886	ENSTGEG00000014463	Theropithecus_gelada
ENSMLEP00000001365	ENSMLEG00000005404	Mandrillus_leucophaeus
ENSCSAP00000012815	ENSCSAG00000016757	Chlorocebus_sabaeus
ENSCJAP00000033476	ENSCJAG00000037032	Callithrix_jacchus
ENSSBOP00000002271	ENSSBOG00000011999	Saimiri_boliviensis_boliviensis
ENSCCAP00000016751	ENSCCAG00000026183	Cebus_capucinus_imitator
ENSANAP00000021975	ENSANAG00000028780	Aotus_nancymaae
ENSTSYP00000001603	ENSTSYG00000001735	Carlito_syrichta
ENSPCOP00000025985	ENSPCOG00000025288	Propithecus_coquereli
ENSPSMP00000015253	ENSPSMG00000010891	Prolemur_simus
ENSMICP00000050655	ENSMICG00000049090	Microcebus_murinus
ENSOGAP00000017797	ENSOGAG00000031234	Otolemur_garnettii
ENSTBEP00000010688	ENSTBEG00000012350	Tupaia_belangeri
