ENSSFOP00015037049	ENSSFOG00015023566	Scleropages_formosus
ENSPKIP00000009031	ENSPKIG00000024261	Paramormyrops_kingsleyae
ENSLOCP00000013760	ENSLOCG00000011178	Lepisosteus_oculatus
ENSDCDP00000047181	ENSDCDG00000027277	Denticeps_clupeoides
ENSDCDP00000049445	ENSDCDG00000030395	Denticeps_clupeoides
ENSCHAP00000041549	ENSCHAG00000018875	Clupea_harengus
ENSAMXP00000046705	ENSAMXG00000007105	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005054888	ENSAMXG00005024031	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005717	ENSPNAG00000011862	Pygocentrus_nattereri
ENSIPUP00000035783	ENSIPUG00000023985	Ictalurus_punctatus
ENSEEEP00000013976	ENSEEEG00000006950	Electrophorus_electricus
ENSDARP00000142575	ENSDARG00000009733	Danio_rerio
ENSTRUP00000018483	ENSTRUG00000007464	Takifugu_rubripes
ENSTNIP00000010062	ENSTNIG00000007259	Tetraodon_nigroviridis
ENSBSLP00000021589	ENSBSLG00000008157	Betta_splendens
ENSLCRP00005004165	ENSLCRG00005001804	Larimichthys_crocea
ENSMMOP00000003624	ENSMMOG00000002895	Mola_mola
ENSCGOP00000012527	ENSCGOG00000004827	Cottoperca_gobio
ENSGACP00000010145	ENSGACG00000007609	Gasterosteus_aculeatus
ENSLBEP00000014272	ENSLBEG00000011058	Labrus_bergylta
ENSXCOP00000024634	ENSXCOG00000018408	Xiphophorus_couchianus
ENSMZEP00005000081	ENSMZEG00005000090	Maylandia_zebra
ENSAPOP00000013816	ENSAPOG00000016632	Acanthochromis_polyacanthus
ENSMAMP00000013246	ENSMAMG00000008989	Mastacembelus_armatus
ENSMALP00000030250	ENSMALG00000020888	Monopterus_albus
ENSATEP00000035237	ENSATEG00000024215	Anabas_testudineus
ENSSLDP00000011308	ENSSLDG00000008928	Seriola_lalandi_dorsalis
ENSSDUP00000001026	ENSSDUG00000000731	Seriola_dumerili
ENSSMAP00000011127	ENSSMAG00000006816	Scophthalmus_maximus
ENSLCAP00010007668	ENSLCAG00010003744	Lates_calcarifer
ENSAOCP00000008572	ENSAOCG00000012600	Amphiprion_ocellaris
ENSAOCP00000008589	ENSAOCG00000012689	Amphiprion_ocellaris
ENSAPEP00000008266	ENSAPEG00000005945	Amphiprion_percula
ENSAPOP00000022886	ENSAPOG00000004376	Acanthochromis_polyacanthus
ENSSPAP00000015802	ENSSPAG00000011855	Stegastes_partitus
