ENSCPGP00000000320	ENSCPGG00000000265	Calidris_pygmaea
ENSCPUP00000000090	ENSCPUG00000000096	Calidris_pugnax
ENSMUNP00000004226	ENSMUNG00000003520	Melopsittacus_undulatus
ENSTGUP00000011226	ENSTGUG00000010892	Taeniopygia_guttata	ENSTGUT00000011347
ENSLSDP00000003686	ENSLSDG00000002827	Lonchura_striata_domestica
ENSSCAP00000003727	ENSSCAG00000003086	Serinus_canaria
ENSZALP00000013444	ENSZALG00000011192	Zonotrichia_albicollis
ENSJHYP00000020092	ENSJHYG00000015255	Junco_hyemalis
ENSCCEP00000003754	ENSCCEG00000004199	Cyanistes_caeruleus
ENSPMJP00000010082	ENSPMJG00000007987	Parus_major
ENSFALP00000013425	ENSFALG00000012862	Ficedula_albicollis
ENSLCOP00000023329	ENSLCOG00000016366	Lepidothrix_coronata
ENSABRP00000012351	ENSABRG00000011084	Anser_brachyrhynchus
ENSAPLP00000022509	ENSAPLG00000018777	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000026039	ENSNMEG00000022003	Numida_meleagris
ENSCJPP00005010117	ENSCJPG00005008858	Coturnix_japonica
ENSDNVP00000012398	ENSDNVG00000008752	Dromaius_novaehollandiae
ENSNPEP00000009748	ENSNPEG00000007310	Nothoprocta_perdicaria
ENSAHAP00000006870	ENSAHAG00000005178	Apteryx_haastii
ENSAOWP00000018624	ENSAOWG00000012683	Apteryx_owenii
ENSARWP00000025841	ENSARWG00000017555	Apteryx_rowi
ENSECAP00000007495	ENSECAG00000009598	Equus_caballus
ENSEASP00005016916	ENSEASG00005011723	Equus_asinus_asinus
ENSMLUP00000021956	ENSMLUG00000026705	Myotis_lucifugus
ENSBIXP00005023911	ENSBIXG00005004539	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000037045	ENSBIXG00000020540	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000054583	ENSBTAG00000008749	Bos_taurus
ENSBMUP00000012784	ENSBMUG00000009763	Bos_mutus
ENSCHIP00000006835	ENSCHIG00000010551	Capra_hircus
ENSSSCP00000004490	ENSSSCG00000004155	Sus_scrofa_strain_reference
ENSCLAP00000025721	ENSCLAG00000017843	Chinchilla_lanigera
ENSCPOP00000017950	ENSCPOG00000007516	Cavia_porcellus
ENSODEP00000026154	ENSODEG00000019534	Octodon_degus
ENSJJAP00000001395	ENSJJAG00000001512	Jaculus_jaculus
ENSNGAP00000018742	ENSNGAG00000018786	Nannospalax_galili
ENSOCUP00000021405	ENSOCUG00000017289	Oryctolagus_cuniculus
ENSOPRP00000002983	ENSOPRG00000003267	Ochotona_princeps
ENSTSYP00000033997	ENSTSYG00000031783	Carlito_syrichta
ENSPCOP00000001604	ENSPCOG00000005063	Propithecus_coquereli
ENSPSMP00000001293	ENSPSMG00000000963	Prolemur_simus
ENSMICP00000036802	ENSMICG00000027650	Microcebus_murinus
ENSOGAP00000019618	ENSOGAG00000011977	Otolemur_garnettii
ENSCJAP00000059226	ENSCJAG00000019011	Callithrix_jacchus
ENSCCAP00000028679	ENSCCAG00000032329	Cebus_capucinus_imitator
ENSANAP00000003438	ENSANAG00000019677	Aotus_nancymaae
ENSPTRP00000031826	ENSPTRG00000018643	Pan_troglodytes
ENSPPAP00000004981	ENSPPAG00000020831	Pan_paniscus
ENSGGOP00000001495	ENSGGOG00000001516	Gorilla_gorilla
ENSP00000356708	ENSG00000177468	Homo_sapiens
ENSPPYP00000019083	ENSPPYG00000017041	Pongo_abelii
ENSNLEP00000023142	ENSNLEG00000019305	Nomascus_leucogenys
ENSRBIP00000005946	ENSRBIG00000025542	Rhinopithecus_bieti
ENSRROP00000004721	ENSRROG00000019602	Rhinopithecus_roxellana
ENSPTEP00000024874	ENSPTEG00000025262	Piliocolobus_tephrosceles
ENSCANP00000005013	ENSCANG00000017196	Colobus_angolensis_palliatus
ENSMNEP00000004268	ENSMNEG00000019943	Macaca_nemestrina
ENSMFAP00000013002	ENSMFAG00000027435	Macaca_fascicularis
ENSMMUP00000056763	ENSMMUG00000047350	Macaca_mulatta
ENSTGEP00000020473	ENSTGEG00000016458	Theropithecus_gelada
ENSPANP00000010303	ENSPANG00000006465	Papio_anubis
ENSCATP00000004498	ENSCATG00000015711	Cercocebus_atys
ENSCSAP00000017810	ENSCSAG00000000185	Chlorocebus_sabaeus
ENSPEMP00000006064	ENSPEMG00000008406	Peromyscus_maniculatus_bairdii
ENSMOCP00000002268	ENSMOCG00000001779	Microtus_ochrogaster
ENSCGRP00001005015	ENSCGRG00001006525	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000026347	ENSCGRG00000019409	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015026973	ENSCGRG00015020449	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000005650	ENSMAUG00000007734	Mesocricetus_auratus
ENSMUGP00000018213	ENSMUGG00000015441	Meriones_unguiculatus
ENSMSIP00000034747	ENSMSIG00000028998	Mus_spicilegus
MGP_SPRETEiJ_P0023516	MGP_SPRETEiJ_G0015955	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000057106	ENSMUSG00000045591	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0022403	MGP_CAROLIEiJ_G0015147	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0056469	MGP_PahariEiJ_G0023767	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016048	ENSRNOG00000012057	Rattus_norvegicus
ENSSTOP00000022193	ENSSTOG00000020214	Ictidomys_tridecemlineatus
ENSUPAP00010003810	ENSUPAG00010003123	Urocitellus_parryii
ENSMMMP00000022009	ENSMMMG00000019365	Marmota_marmota_marmota
ENSCCNP00000009739	ENSCCNG00000010272	Castor_canadensis
ENSUAMP00000022263	ENSUAMG00000017507	Ursus_americanus
ENSAMEP00000020698	ENSAMEG00000019633	Ailuropoda_melanoleuca
ENSNVIP00000024761	ENSNVIG00000019187	Neovison_vison
ENSMPUP00000018753	ENSMPUG00000018873	Mustela_putorius_furo
ENSCAFP00000000380	ENSCAFG00000000265	Canis_lupus_familiaris
ENSCAFP00020029143	ENSCAFG00020022780	Canis_lupus_dingo
ENSVVUP00000002994	ENSVVUG00000002352	Vulpes_vulpes
ENSFCAP00000018552	ENSFCAG00000030246	Felis_catus
