ENSCABP00000014575	ENSCABG00000010884	Chelonoidis_abingdonii
ENSCPBP00000005812	ENSCPBG00000004631	Chrysemys_picta_bellii
ENSNPEP00000007005	ENSNPEG00000005257	Nothoprocta_perdicaria
ENSACAP00000015660	ENSACAG00000015944	Anolis_carolinensis
ENSSMRP00000003432	ENSSMRG00000002868	Salvator_merianae
ENSPNAP00000031832	ENSPNAG00000019407	Pygocentrus_nattereri
ENSAMXP00000054929	ENSAMXG00000030711	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000026235	ENSEEEG00000012686	Electrophorus_electricus
ENSDARP00000140452	ENSDARG00000037860	Danio_rerio
ENSDCDP00000010864	ENSDCDG00000005413	Denticeps_clupeoides
ENSGMOP00000004229	ENSGMOG00000003998	Gadus_morhua
ENSCGOP00000022630	ENSCGOG00000010819	Cottoperca_gobio
ENSLBEP00000019987	ENSLBEG00000015363	Labrus_bergylta
ENSCVAP00000032146	ENSCVAG00000021979	Cyprinodon_variegatus
ENSFHEP00000021760	ENSFHEG00000001729	Fundulus_heteroclitus
ENSPLAP00000025688	ENSPLAG00000012897	Poecilia_latipinna
ENSPMEP00000026273	ENSPMEG00000009849	Poecilia_mexicana
ENSPREP00000019602	ENSPREG00000013273	Poecilia_reticulata
ENSXMAP00000000908	ENSXMAG00000000922	Xiphophorus_maculatus
ENSXCOP00000025420	ENSXCOG00000018989	Xiphophorus_couchianus
ENSGAFP00000004869	ENSGAFG00000003317	Gambusia_affinis
ENSORLP00000007631	ENSORLG00000006070	Oryzias_latipes_ASM223467v1
ENSORLP00015018205	ENSORLG00015019239	Oryzias_latipes_ASM223469v1
ENSORLP00020024554	ENSORLG00020000123	Oryzias_latipes_ASM223471v1
ENSOMEP00000014331	ENSOMEG00000015816	Oryzias_melastigma
ENSHBUP00000017435	ENSHBUG00000019464	Haplochromis_burtoni
ENSMZEP00005003005	ENSMZEG00005002334	Maylandia_zebra
ENSACLP00000024022	ENSACLG00000016348	Astatotilapia_calliptera
ENSPNYP00000004025	ENSPNYG00000003127	Pundamilia_nyererei
ENSNBRP00000003956	ENSNBRG00000003154	Neolamprologus_brichardi
ENSONIP00000008865	ENSONIG00000007025	Oreochromis_niloticus
ENSACIP00000004336	ENSACIG00000003443	Amphilophus_citrinellus
ENSATEP00000023103	ENSATEG00000016013	Anabas_testudineus
ENSBSLP00000039126	ENSBSLG00000019041	Betta_splendens
ENSPRNP00000021285	ENSPRNG00000011023	Parambassis_ranga
ENSLCRP00005065622	ENSLCRG00005023904	Larimichthys_crocea
ENSKMAP00000025570	ENSKMAG00000018951	Kryptolebias_marmoratus
ENSPMGP00000018912	ENSPMGG00000015216	Periophthalmus_magnuspinnatus
ENSPLAP00000020651	ENSPLAG00000003725	Poecilia_latipinna
ENSPFOP00000011346	ENSPFOG00000011379	Poecilia_formosa
ENSPMEP00000034704	ENSPMEG00000024113	Poecilia_mexicana
ENSPREP00000013569	ENSPREG00000009227	Poecilia_reticulata
ENSXCOP00000025939	ENSXCOG00000019378	Xiphophorus_couchianus
ENSXMAP00000030430	ENSXMAG00000025485	Xiphophorus_maculatus
ENSGAFP00000020412	ENSGAFG00000013795	Gambusia_affinis
ENSFHEP00000030402	ENSFHEG00000015683	Fundulus_heteroclitus
ENSKMAP00000008702	ENSKMAG00000006534	Kryptolebias_marmoratus
ENSORLP00000029705	ENSORLG00000024493	Oryzias_latipes_ASM223467v1
ENSORLP00000020567	ENSORLG00000016425	Oryzias_latipes_ASM223467v1
ENSORLP00020024790	ENSORLG00020006385	Oryzias_latipes_ASM223471v1
ENSORLP00015011563	ENSORLG00015012396	Oryzias_latipes_ASM223469v1
ENSOMEP00000010715	ENSOMEG00000012005	Oryzias_melastigma
ENSACLP00000033776	ENSACLG00000022879	Astatotilapia_calliptera
ENSMZEP00005022301	ENSMZEG00005016714	Maylandia_zebra
ENSPNYP00000000889	ENSPNYG00000000740	Pundamilia_nyererei
ENSHBUP00000012681	ENSHBUG00000014395	Haplochromis_burtoni
ENSNBRP00000002496	ENSNBRG00000002002	Neolamprologus_brichardi
ENSONIP00000016148	ENSONIG00000012831	Oreochromis_niloticus
