ENSEASP00005025308	ENSEASG00005017230	Equus_asinus_asinus
ENSECAP00000022744	ENSECAG00000025171	Equus_caballus
ENSPVAP00000006024	ENSPVAG00000006375	Pteropus_vampyrus
ENSMPUP00000003564	ENSMPUG00000003593	Mustela_putorius_furo
ENSNVIP00000025650	ENSNVIG00000019844	Neovison_vison
ENSUMAP00000000189	ENSUMAG00000000325	Ursus_maritimus
ENSUMAP00000029611	ENSUMAG00000021434	Ursus_maritimus
ENSUMAP00000029607	ENSUMAG00000021429	Ursus_maritimus
ENSUAMP00000021067	ENSUAMG00000016570	Ursus_americanus
ENSAMEP00000014197	ENSAMEG00000013490	Ailuropoda_melanoleuca
ENSCAFP00000026405	ENSCAFG00000017893	Canis_lupus_familiaris
ENSCAFP00020000470	ENSCAFG00020000488	Canis_lupus_dingo
ENSVVUP00000042134	ENSVVUG00000029917	Vulpes_vulpes
ENSPTIP00000001090	ENSPTIG00000002903	Panthera_tigris_altaica
ENSPPRP00000002630	ENSPPRG00000023311	Panthera_pardus
ENSFCAP00000042157	ENSFCAG00000046796	Felis_catus
ENSP00000284110	ENSG00000153976	Homo_sapiens
ENSPTRP00000087287	ENSPTRG00000045588	Pan_troglodytes
ENSGGOP00000020519	ENSGGOG00000022262	Gorilla_gorilla
ENSPPYP00000008992	ENSPPYG00000007998	Pongo_abelii
ENSNLEP00000017790	ENSNLEG00000014631	Nomascus_leucogenys
ENSMLEP00000017013	ENSMLEG00000032719	Mandrillus_leucophaeus
ENSMLEP00000005511	ENSMLEG00000024240	Mandrillus_leucophaeus
ENSCSAP00000005287	ENSCSAG00000009036	Chlorocebus_sabaeus
ENSMMUP00000010554	ENSMMUG00000008050	Macaca_mulatta
ENSMFAP00000028975	ENSMFAG00000041774	Macaca_fascicularis
ENSMNEP00000014565	ENSMNEG00000031437	Macaca_nemestrina
ENSCATP00000030362	ENSCATG00000038365	Cercocebus_atys
ENSTGEP00000035262	ENSTGEG00000028096	Theropithecus_gelada
ENSPANP00000019714	ENSPANG00000023747	Papio_anubis
ENSRROP00000022232	ENSRROG00000034995	Rhinopithecus_roxellana
ENSRBIP00000018476	ENSRBIG00000033225	Rhinopithecus_bieti
ENSCANP00000025224	ENSCANG00000036040	Colobus_angolensis_palliatus
ENSPTEP00000039625	ENSPTEG00000036631	Piliocolobus_tephrosceles
ENSCCAP00000037514	ENSCCAG00000036615	Cebus_capucinus_imitator
ENSCJAP00000063321	ENSCJAG00000044142	Callithrix_jacchus
ENSSBOP00000003091	ENSSBOG00000015503	Saimiri_boliviensis_boliviensis
ENSANAP00000016791	ENSANAG00000026271	Aotus_nancymaae
ENSTSYP00000008200	ENSTSYG00000008946	Carlito_syrichta
ENSPSMP00000006543	ENSPSMG00000004930	Prolemur_simus
ENSPSMP00000007249	ENSPSMG00000005402	Prolemur_simus
ENSMICP00000042101	ENSMICG00000043912	Microcebus_murinus
ENSPCOP00000014531	ENSPCOG00000018956	Propithecus_coquereli
ENSOGAP00000015730	ENSOGAG00000027942	Otolemur_garnettii
ENSTBEP00000001328	ENSTBEG00000001545	Tupaia_belangeri
ENSFDAP00000013253	ENSFDAG00000020582	Fukomys_damarensis
ENSFDAP00000016499	ENSFDAG00000005065	Fukomys_damarensis
ENSHGLP00100026984	ENSHGLG00100019991	Heterocephalus_glaber_HetGla_1.0
ENSCAPP00000010770	ENSCAPG00000011977	Cavia_aperea
ENSCPOP00000019907	ENSCPOG00000024693	Cavia_porcellus
ENSODEP00000025334	ENSODEG00000018557	Octodon_degus
ENSSTOP00000015747	ENSSTOG00000026195	Ictidomys_tridecemlineatus
ENSUPAP00010022646	ENSUPAG00010017967	Urocitellus_parryii
ENSMMMP00000023865	ENSMMMG00000020906	Marmota_marmota_marmota
ENSSDAP00000005427	ENSSDAG00000005061	Spermophilus_dauricus
ENSCCNP00000005789	ENSCCNG00000006148	Castor_canadensis
ENSDORP00000025482	ENSDORG00000029570	Dipodomys_ordii
ENSBTAP00000041543	ENSBTAG00000031107	Bos_taurus
ENSBMUP00000018071	ENSBMUG00000013674	Bos_mutus
ENSBIXP00000007306	ENSBIXG00000013272	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034955	ENSBIXG00005007323	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000020474	ENSBBBG00000014101	Bison_bison_bison
ENSCHIP00000005886	ENSCHIG00000009870	Capra_hircus
ENSSSCP00000040112	ENSSSCG00000038622	Sus_scrofa_strain_reference
ENSVPAP00000011338	ENSVPAG00000012197	Vicugna_pacos
ENSMSIP00000022987	ENSMSIG00000019537	Mus_spicilegus
MGP_SPRETEiJ_P0028658	MGP_SPRETEiJ_G0017345	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000019756	ENSMSIG00000016785	Mus_spicilegus
ENSMUSP00000055930	ENSMUSG00000047759	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0027281	MGP_CAROLIEiJ_G0016508	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034033	MGP_PahariEiJ_G0017637	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000031349	ENSRNOG00000024591	Rattus_norvegicus
ENSMUGP00000013879	ENSMUGG00000012022	Meriones_unguiculatus
ENSCGRP00001026135	ENSCGRG00001023549	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015018596	ENSCGRG00015014329	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000013271	ENSMAUG00000013371	Mesocricetus_auratus
ENSMOCP00000014266	ENSMOCG00000013823	Microtus_ochrogaster
ENSPEMP00000005726	ENSPEMG00000008141	Peromyscus_maniculatus_bairdii
ENSNGAP00000018653	ENSNGAG00000018722	Nannospalax_galili
ENSJJAP00000015381	ENSJJAG00000017567	Jaculus_jaculus
ENSOCUP00000011472	ENSOCUG00000013333	Oryctolagus_cuniculus
ENSOPRP00000010210	ENSOPRG00000011188	Ochotona_princeps
ENSCHOP00000006101	ENSCHOG00000006891	Choloepus_hoffmanni
ENSCHOP00000000572	ENSCHOG00000000645	Choloepus_hoffmanni
ENSDNOP00000019934	ENSDNOG00000036433	Dasypus_novemcinctus
ENSPCAP00000011869	ENSPCAG00000012763	Procavia_capensis
ENSPCAP00000012834	ENSPCAG00000013785	Procavia_capensis
ENSLAFP00000016540	ENSLAFG00000021380	Loxodonta_africana
ENSETEP00000010240	ENSETEG00000012632	Echinops_telfairi
ENSEEUP00000010409	ENSEEUG00000011422	Erinaceus_europaeus
ENSLCOP00000004580	ENSLCOG00000003476	Lepidothrix_coronata
ENSLSDP00000009275	ENSLSDG00000006874	Lonchura_striata_domestica
ENSJHYP00000015504	ENSJHYG00000011907	Junco_hyemalis
ENSGALP00000002089	ENSGALG00000001371	Gallus_gallus
ENSCJPP00005026468	ENSCJPG00005020575	Coturnix_japonica
ENSNMEP00000017637	ENSNMEG00000015403	Numida_meleagris
ENSAPLP00000003833	ENSAPLG00000023208	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000014800	ENSCPGG00000010446	Calidris_pygmaea
ENSCPRP00005010588	ENSCPRG00005007558	Crocodylus_porosus
ENSGAGP00000026970	ENSGAGG00000019630	Gopherus_agassizii
