ENSPCIP00000034351	ENSPCIG00000025413	Phascolarctos_cinereus
ENSVURP00010024672	ENSVURG00010018908	Vombatus_ursinus
ENSMEUP00000005517	ENSMEUG00000006050	Notamacropus_eugenii
ENSSHAP00000022041	ENSSHAG00000018656	Sarcophilus_harrisii
ENSMODP00000046943	ENSMODG00000048807	Monodelphis_domestica
ENSCANP00000029497	ENSCANG00000038370	Colobus_angolensis_palliatus
ENSPTEP00000000129	ENSPTEG00000000192	Piliocolobus_tephrosceles
ENSMMUP00000038096	ENSMMUG00000043597	Macaca_mulatta
ENSMFAP00000011217	ENSMFAG00000013968	Macaca_fascicularis
ENSMNEP00000002508	ENSMNEG00000011632	Macaca_nemestrina
ENSTGEP00000026939	ENSTGEG00000021720	Theropithecus_gelada
ENSPANP00000004252	ENSPANG00000034823	Papio_anubis
ENSMLEP00000007608	ENSMLEG00000027894	Mandrillus_leucophaeus
ENSCATP00000000953	ENSCATG00000004635	Cercocebus_atys
ENSPPAP00000004620	ENSPPAG00000019313	Pan_paniscus
ENSPTRP00000044046	ENSPTRG00000048299	Pan_troglodytes
ENSP00000386181	ENSG00000196659	Homo_sapiens
ENSPPYP00000014489	ENSPPYG00000012970	Pongo_abelii
ENSNLEP00000007328	ENSNLEG00000033307	Nomascus_leucogenys
ENSMLEP00000007462	ENSMLEG00000027775	Mandrillus_leucophaeus
ENSCATP00000000042	ENSCATG00000000123	Cercocebus_atys
ENSTGEP00000026965	ENSTGEG00000021743	Theropithecus_gelada
ENSPANP00000004562	ENSPANG00000035985	Papio_anubis
ENSMFAP00000011370	ENSMFAG00000015219	Macaca_fascicularis
ENSMMUP00000011137	ENSMMUG00000041827	Macaca_mulatta
ENSMNEP00000000085	ENSMNEG00000000192	Macaca_nemestrina
ENSCSAP00000018177	ENSCSAG00000018651	Chlorocebus_sabaeus
ENSCANP00000029313	ENSCANG00000038246	Colobus_angolensis_palliatus
ENSPTEP00000000150	ENSPTEG00000000213	Piliocolobus_tephrosceles
ENSRROP00000005741	ENSRROG00000023478	Rhinopithecus_roxellana
ENSRBIP00000034954	ENSRBIG00000041155	Rhinopithecus_bieti
ENSPPAP00000005885	ENSPPAG00000023829	Pan_paniscus
ENSPTRP00000021665	ENSPTRG00000044238	Pan_troglodytes
ENSP00000347915	ENSG00000197557	Homo_sapiens
ENSGGOP00000009582	ENSGGOG00000009811	Gorilla_gorilla
ENSPPYP00000014490	ENSPPYG00000012971	Pongo_abelii
ENSNLEP00000040936	ENSNLEG00000030979	Nomascus_leucogenys
ENSSBOP00000004938	ENSSBOG00000019156	Saimiri_boliviensis_boliviensis
ENSCCAP00000000401	ENSCCAG00000002151	Cebus_capucinus_imitator
ENSCCAP00000001770	ENSCCAG00000011267	Cebus_capucinus_imitator
ENSSBOP00000003886	ENSSBOG00000018055	Saimiri_boliviensis_boliviensis
ENSCJAP00000040444	ENSCJAG00000048572	Callithrix_jacchus
ENSCJAP00000040445	ENSCJAG00000021732	Callithrix_jacchus
ENSCJAP00000057277	ENSCJAG00000043517	Callithrix_jacchus
ENSCJAP00000064160	ENSCJAG00000042865	Callithrix_jacchus
ENSANAP00000012118	ENSANAG00000023984	Aotus_nancymaae
ENSANAP00000016213	ENSANAG00000025969	Aotus_nancymaae
