ENSGALP00000058371	ENSGALG00000032456	Gallus_gallus
ENSMGAP00000019840	ENSMGAG00000017499	Meleagris_gallopavo
ENSCJPP00005000005	ENSCJPG00005000020	Coturnix_japonica
ENSNMEP00000000005	ENSNMEG00000000020	Numida_meleagris
ENSMUNP00000000005	ENSMUNG00000000020	Melopsittacus_undulatus
ENSPMJP00000000005	ENSPMJG00000000020	Parus_major
ENSFALP00000015974	ENSFALG00000016248	Ficedula_albicollis
ENSLSDP00000000005	ENSLSDG00000000020	Lonchura_striata_domestica
ENSTGUP00000018305	ENSTGUG00000018750	Taeniopygia_guttata
ENSCPRP00005000005	ENSCPRG00005000020	Crocodylus_porosus
ENSCPBP00000000005	ENSCPBG00000000020	Chrysemys_picta_bellii
ENSPSIP00000020659	ENSPSIG00000019309	Pelodiscus_sinensis
ENSACAP00000021686	ENSACAG00000028228	Anolis_carolinensis
ENSMUSP00000080994	ENSMUSG00000064354	Mus_musculus_strain_reference_(CL57BL6)
ENSRNOP00000046414	ENSRNOG00000030371	Rattus_norvegicus
ENSMUGP00000000005	ENSMUGG00000000020	Meriones_unguiculatus
ENSCGRP00001000004	ENSCGRG00001000019	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000000004	ENSCGRG00000000019	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000000004	ENSMAUG00000000019	Mesocricetus_auratus
ENSMOCP00000000004	ENSMOCG00000000019	Microtus_ochrogaster
ENSSTOP00000032551	ENSSTOG00000030514	Ictidomys_tridecemlineatus
ENSHGLP00000000004	ENSHGLG00000000019	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100000004	ENSHGLG00100000019	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000004	ENSFDAG00000000019	Fukomys_damarensis
ENSCLAP00000000004	ENSCLAG00000000019	Chinchilla_lanigera
ENSCPOP00000014211	ENSCPOG00000017416	Cavia_porcellus
ENSOCUP00000026182	ENSOCUG00000029099	Oryctolagus_cuniculus
ENSJJAP00000000004	ENSJJAG00000000019	Jaculus_jaculus
ENSTBEP00000015467	ENSTBEG00000021328	Tupaia_belangeri
ENSOPRP00000016374	ENSOPRG00000024307	Ochotona_princeps
ENSOARP00000000004	ENSOARG00000000019	Ovis_aries
ENSCHIP00000000004	ENSCHIG00000000019	Capra_hircus
ENSBMUP00000000005	ENSBMUG00000000020	Bos_mutus
ENSBTAP00000053151	ENSBTAG00000043556	Bos_taurus
ENSBBBP00000000005	ENSBBBG00000000020	Bison_bison_bison
ENSSSCP00000019138	ENSSSCG00000018078	Sus_scrofa_strain_reference
ENSTTRP00000016617	ENSTTRG00000025393	Tursiops_truncatus
ENSVPAP00000011812	ENSVPAG00000018146	Vicugna_pacos
ENSAMEP00000021356	ENSAMEG00000023439	Ailuropoda_melanoleuca
ENSUMAP00000000004	ENSUMAG00000000019	Ursus_maritimus
ENSNVIP00000032495	ENSNVIG00000023949	Neovison_vison
ENSCAFP00000030312	ENSCAFG00000022726	Canis_lupus_familiaris
ENSFCAP00000025712	ENSFCAG00000032061	Felis_catus
ENSPPRP00000000004	ENSPPRG00000000019	Panthera_pardus
ENSECAP00000023106	ENSECAG00000027692	Equus_caballus
ENSPCOP00000000004	ENSPCOG00000000019	Propithecus_coquereli
ENSMICP00000040078	ENSMICG00000029103	Microcebus_murinus
ENSTSYP00000013699	ENSTSYG00000025375	Carlito_syrichta
ENSDNOP00000033880	ENSDNOG00000041060	Dasypus_novemcinctus
ENSPCAP00000016135	ENSPCAG00000020694	Procavia_capensis
ENSETEP00000016586	ENSETEG00000026972	Echinops_telfairi
ENSVURP00010032881	ENSVURG00010025079	Vombatus_ursinus
ENSPCIP00000054971	ENSPCIG00000032117	Phascolarctos_cinereus
ENSMODP00000026934	ENSMODG00000021575	Monodelphis_domestica
ENSSHAP00000022395	ENSSHAG00000020438	Sarcophilus_harrisii
ENSOANP00000024994	ENSOANG00000019375	Ornithorhynchus_anatinus
ENSLAFP00000029494	ENSLAFG00000033287	Loxodonta_africana
ENSEEUP00000014597	ENSEEUG00000023935	Erinaceus_europaeus
ENSPPAP00000000004	ENSPPAG00000000019	Pan_paniscus
ENSPTRP00000061402	ENSPTRG00000042660	Pan_troglodytes
