ENSPNAP00000017089	ENSPNAG00000023323	Pygocentrus_nattereri	ENSPNAT00000038404
ENSAMXP00000004624	ENSAMXG00000004518	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000004624
ENSDARP00000096919	ENSDARG00000071670	Danio_rerio
ENSLCAP00010056808	ENSLCAG00010026510	Lates_calcarifer
ENSCSEP00000031917	ENSCSEG00000020472	Cynoglossus_semilaevis
ENSCVAP00000002588	ENSCVAG00000003690	Cyprinodon_variegatus
ENSPLAP00000001780	ENSPLAG00000002919	Poecilia_latipinna
ENSKMAP00000021300	ENSKMAG00000015820	Kryptolebias_marmoratus
ENSACIP00000022362	ENSACIG00000017383	Amphilophus_citrinellus
ENSAPEP00000031812	ENSAPEG00000022566	Amphiprion_percula
ENSAOCP00000000712	ENSAOCG00000003593	Amphiprion_ocellaris
ENSAPOP00000032449	ENSAPOG00000020417	Acanthochromis_polyacanthus
ENSPRNP00000020905	ENSPRNG00000010856	Parambassis_ranga
ENSTRUP00000032899	ENSTRUG00000012969	Takifugu_rubripes
ENSPMGP00000003605	ENSPMGG00000003089	Periophthalmus_magnuspinnatus
ENSSFOP00015010757	ENSSFOG00015006978	Scleropages_formosus
ENSLOCP00000016770	ENSLOCG00000013602	Lepisosteus_oculatus
ENSOANP00000023724	ENSOANG00000015070	Ornithorhynchus_anatinus
ENSPCIP00000007505	ENSPCIG00000006319	Phascolarctos_cinereus
ENSACAP00000018478	ENSACAG00000023361	Anolis_carolinensis
ENSSMRP00000021248	ENSSMRG00000016534	Salvator_merianae
ENSFALP00000013240	ENSFALG00000012692	Ficedula_albicollis
ENSMGAP00000008036	ENSMGAG00000007889	Meleagris_gallopavo
ENSXETP00000033798	ENSXETG00000015883	Xenopus_tropicalis
