ENSABRP00000001870	ENSABRG00000001308	Anser_brachyrhynchus
ENSAPLP00000028980	ENSAPLG00000008000	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000010138	ENSMGAG00000009790	Meleagris_gallopavo
ENSCJPP00005022215	ENSCJPG00005017748	Coturnix_japonica
ENSGALP00000022937	ENSGALG00000014209	Gallus_gallus
ENSNMEP00000026361	ENSNMEG00000022245	Numida_meleagris
ENSLCOP00000023280	ENSLCOG00000016331	Lepidothrix_coronata
ENSMVIP00005002235	ENSMVIG00005001765	Manacus_vitellinus
ENSLSDP00000015176	ENSLSDG00000010948	Lonchura_striata_domestica
ENSTGUP00000009054	ENSTGUG00000008786	Taeniopygia_guttata
ENSSCAP00000022306	ENSSCAG00000016043	Serinus_canaria
ENSJHYP00000016729	ENSJHYG00000012759	Junco_hyemalis
ENSZALP00000022800	ENSZALG00000017684	Zonotrichia_albicollis
ENSFALP00000003146	ENSFALG00000003023	Ficedula_albicollis
ENSCCEP00000026939	ENSCCEG00000023555	Cyanistes_caeruleus
ENSPMJP00000025339	ENSPMJG00000018567	Parus_major
ENSCPUP00000006842	ENSCPUG00000004787	Calidris_pugnax
ENSCPGP00000025073	ENSCPGG00000017267	Calidris_pygmaea
ENSMUNP00000010050	ENSMUNG00000007955	Melopsittacus_undulatus
ENSAHAP00000010557	ENSAHAG00000007656	Apteryx_haastii
ENSARWP00000007456	ENSARWG00000004888	Apteryx_rowi
ENSAOWP00000027873	ENSAOWG00000018782	Apteryx_owenii
ENSDNVP00000025202	ENSDNVG00000017533	Dromaius_novaehollandiae
ENSNPEP00000020279	ENSNPEG00000015075	Nothoprocta_perdicaria
ENSCPRP00005019929	ENSCPRG00005013904	Crocodylus_porosus
ENSGAGP00000020469	ENSGAGG00000015076	Gopherus_agassizii
ENSCABP00000007775	ENSCABG00000005860	Chelonoidis_abingdonii
ENSCPBP00000004794	ENSCPBG00000003847	Chrysemys_picta_bellii
ENSPSIP00000020479	ENSPSIG00000018127	Pelodiscus_sinensis
ENSPVIP00000015606	ENSPVIG00000012031	Pogona_vitticeps
ENSACAP00000005330	ENSACAG00000005449	Anolis_carolinensis
ENSNSUP00000015492	ENSNSUG00000011455	Notechis_scutatus
ENSSMRP00000023450	ENSSMRG00000018197	Salvator_merianae
ENSSPUP00000003346	ENSSPUG00000002480	Sphenodon_punctatus
ENSPCIP00000035577	ENSPCIG00000026300	Phascolarctos_cinereus
ENSVURP00010025270	ENSVURG00010019311	Vombatus_ursinus
