ENSLOCP00000005106	ENSLOCG00000004271	Lepisosteus_oculatus
ENSHHUP00000063854	ENSHHUG00000037730	Hucho_hucho
ENSPCIP00000025890	ENSPCIG00000019455	Phascolarctos_cinereus
ENSVURP00010011683	ENSVURG00010009040	Vombatus_ursinus
ENSMEUP00000006399	ENSMEUG00000007013	Notamacropus_eugenii
ENSSHAP00000020780	ENSSHAG00000017626	Sarcophilus_harrisii
ENSMODP00000023214	ENSMODG00000018613	Monodelphis_domestica
ENSSSCP00000012437	ENSSSCG00000011668	Sus_scrofa_strain_reference
ENSTTRP00000010167	ENSTTRG00000010723	Tursiops_truncatus
ENSVPAP00000007714	ENSVPAG00000008291	Vicugna_pacos
ENSBIXP00000042264	ENSBIXG00000026358	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045775	ENSBIXG00005001565	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000024411	ENSBTAG00000018346	Bos_taurus
ENSBBBP00000022457	ENSBBBG00000016347	Bison_bison_bison
ENSCHIP00000014058	ENSCHIG00000015242	Capra_hircus
ENSOARP00000007346	ENSOARG00000006860	Ovis_aries
ENSEASP00005004883	ENSEASG00005003676	Equus_asinus_asinus
ENSECAP00000006910	ENSECAG00000008921	Equus_caballus
ENSAMEP00000017425	ENSAMEG00000016501	Ailuropoda_melanoleuca
ENSUMAP00000020013	ENSUMAG00000014662	Ursus_maritimus
ENSCAFP00000034513	ENSCAFG00000007643	Canis_lupus_familiaris
ENSCAFP00020010434	ENSCAFG00020008472	Canis_lupus_dingo
ENSVVUP00000036677	ENSVVUG00000026257	Vulpes_vulpes
ENSNVIP00000021141	ENSNVIG00000016555	Neovison_vison
ENSMPUP00000004953	ENSMPUG00000004993	Mustela_putorius_furo
ENSPPRP00000025722	ENSPPRG00000016034	Panthera_pardus
ENSPTIP00000019826	ENSPTIG00000017506	Panthera_tigris_altaica
ENSFCAP00000001531	ENSFCAG00000001651	Felis_catus
ENSPVAP00000006955	ENSPVAG00000007370	Pteropus_vampyrus
ENSMLUP00000007903	ENSMLUG00000008678	Myotis_lucifugus
ENSEEUP00000014062	ENSEEUG00000015406	Erinaceus_europaeus
ENSSARP00000005318	ENSSARG00000005886	Sorex_araneus
MGP_SPRETEiJ_P0092885	MGP_SPRETEiJ_G0033688	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000018029	ENSMSIG00000015370	Mus_spicilegus
ENSMUSP00000035026	ENSMUSG00000032451	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0089176	MGP_CAROLIEiJ_G0032544	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0024850	MGP_PahariEiJ_G0015414	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000066659	ENSRNOG00000048975	Rattus_norvegicus
ENSMUGP00000023077	ENSMUGG00000019326	Meriones_unguiculatus
ENSCGRP00001002386	ENSCGRG00001002575	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005482	ENSCGRG00015004296	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008660	ENSCGRG00000006322	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000010491	ENSMAUG00000011369	Mesocricetus_auratus
ENSMOCP00000002137	ENSMOCG00000001679	Microtus_ochrogaster
ENSPEMP00000024027	ENSPEMG00000020887	Peromyscus_maniculatus_bairdii
ENSNGAP00000000074	ENSNGAG00000000065	Nannospalax_galili
ENSJJAP00000018597	ENSJJAG00000019829	Jaculus_jaculus
ENSCCNP00000012091	ENSCCNG00000012553	Castor_canadensis
ENSDORP00000008453	ENSDORG00000009003	Dipodomys_ordii
ENSCLAP00000001401	ENSCLAG00000001061	Chinchilla_lanigera
ENSODEP00000013509	ENSODEG00000009982	Octodon_degus
ENSCAPP00000004690	ENSCAPG00000007178	Cavia_aperea
ENSCPOP00000010890	ENSCPOG00000012108	Cavia_porcellus
ENSHGLP00000018617	ENSHGLG00000013325	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020758	ENSHGLG00100015301	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002698	ENSFDAG00000012327	Fukomys_damarensis
ENSSDAP00000026440	ENSSDAG00000023962	Spermophilus_dauricus
ENSMMMP00000019952	ENSMMMG00000017638	Marmota_marmota_marmota
ENSSTOP00000020845	ENSSTOG00000020710	Ictidomys_tridecemlineatus
ENSUPAP00010009867	ENSUPAG00010007998	Urocitellus_parryii
ENSOPRP00000005034	ENSOPRG00000005490	Ochotona_princeps
ENSOCUP00000044830	ENSOCUG00000005488	Oryctolagus_cuniculus
ENSTBEP00000012807	ENSTBEG00000014762	Tupaia_belangeri
ENSPPAP00000010013	ENSPPAG00000028240	Pan_paniscus
ENSPTRP00000026633	ENSPTRG00000015465	Pan_troglodytes
ENSGGOP00000010323	ENSGGOG00000010587	Gorilla_gorilla
ENSP00000286349	ENSG00000155890	Homo_sapiens
ENSPPYP00000015840	ENSPPYG00000014160	Pongo_abelii
ENSNLEP00000005461	ENSNLEG00000004507	Nomascus_leucogenys
ENSPTEP00000005674	ENSPTEG00000006574	Piliocolobus_tephrosceles
ENSCANP00000039044	ENSCANG00000043204	Colobus_angolensis_palliatus
ENSRROP00000019581	ENSRROG00000033793	Rhinopithecus_roxellana
ENSRBIP00000030361	ENSRBIG00000039037	Rhinopithecus_bieti
ENSMLEP00000022196	ENSMLEG00000035317	Mandrillus_leucophaeus
ENSCATP00000010147	ENSCATG00000029341	Cercocebus_atys
ENSTGEP00000011607	ENSTGEG00000009465	Theropithecus_gelada
ENSPANP00000002803	ENSPANG00000007233	Papio_anubis
