ENSSMRP00000019518	ENSSMRG00000015217	Salvator_merianae
ENSPVIP00000003081	ENSPVIG00000002587	Pogona_vitticeps
ENSSPUP00000002032	ENSSPUG00000001583	Sphenodon_punctatus
ENSMVIP00005007228	ENSMVIG00005005434	Manacus_vitellinus
ENSLCOP00000017593	ENSLCOG00000012442	Lepidothrix_coronata
ENSPMJP00000004805	ENSPMJG00000004142	Parus_major
ENSCCEP00000012222	ENSCCEG00000011829	Cyanistes_caeruleus
ENSFALP00000013018	ENSFALG00000012471	Ficedula_albicollis
ENSSCAP00000022276	ENSSCAG00000016017	Serinus_canaria
ENSJHYP00000021036	ENSJHYG00000015906	Junco_hyemalis
ENSCPGP00000022922	ENSCPGG00000015900	Calidris_pygmaea
ENSCPUP00000015036	ENSCPUG00000010488	Calidris_pugnax
ENSGALP00000073104	ENSGALG00000047393	Gallus_gallus
ENSMGAP00000014046	ENSMGAG00000013292	Meleagris_gallopavo
ENSCJPP00005008902	ENSCJPG00005007893	Coturnix_japonica
ENSNMEP00000005335	ENSNMEG00000005559	Numida_meleagris
ENSMUNP00000007616	ENSMUNG00000006103	Melopsittacus_undulatus
ENSARWP00000026976	ENSARWG00000018239	Apteryx_rowi	ENSARWT00000030511
ENSAOWP00000004741	ENSAOWG00000003312	Apteryx_owenii	ENSAOWT00000005404
ENSAHAP00000007138	ENSAHAG00000005345	Apteryx_haastii	ENSAHAT00000007956
ENSDNVP00000022287	ENSDNVG00000015520	Dromaius_novaehollandiae
ENSAPLP00000018409	ENSAPLG00000019901	Anas_platyrhynchos_platyrhynchos
ENSTGUP00000015791	ENSTGUG00000015454	Taeniopygia_guttata
ENSLSDP00000018213	ENSLSDG00000013007	Lonchura_striata_domestica
ENSAPLP00000025120	ENSAPLG00000018305	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000009948	ENSNPEG00000007457	Nothoprocta_perdicaria
ENSCPRP00005027075	ENSCPRG00005018760	Crocodylus_porosus
ENSGAGP00000026825	ENSGAGG00000019532	Gopherus_agassizii
ENSCABP00000027508	ENSCABG00000020215	Chelonoidis_abingdonii
ENSCPBP00000035192	ENSCPBG00000024510	Chrysemys_picta_bellii
ENSPSIP00000015994	ENSPSIG00000014265	Pelodiscus_sinensis
ENSSBOP00000016889	ENSSBOG00000025116	Saimiri_boliviensis_boliviensis
ENSSBOP00000010874	ENSSBOG00000022258	Saimiri_boliviensis_boliviensis
ENSCCAP00000015166	ENSCCAG00000025378	Cebus_capucinus_imitator
ENSCJAP00000065381	ENSCJAG00000003950	Callithrix_jacchus
ENSANAP00000006387	ENSANAG00000021273	Aotus_nancymaae
ENSPTRP00000087734	ENSPTRG00000012057	Pan_troglodytes
ENSPPAP00000012683	ENSPPAG00000029522	Pan_paniscus
ENSGGOP00000016909	ENSGGOG00000005265	Gorilla_gorilla
ENSP00000258098	ENSG00000135631	Homo_sapiens
ENSPPYP00000013717	ENSPPYG00000012301	Pongo_abelii
ENSNLEP00000012646	ENSNLEG00000010389	Nomascus_leucogenys
ENSMNEP00000016527	ENSMNEG00000032292	Macaca_nemestrina
ENSMMUP00000003077	ENSMMUG00000002301	Macaca_mulatta
ENSMFAP00000012770	ENSMFAG00000026056	Macaca_fascicularis
ENSCATP00000001785	ENSCATG00000008095	Cercocebus_atys
ENSPANP00000024610	ENSPANG00000025001	Papio_anubis
ENSTGEP00000018167	ENSTGEG00000014687	Theropithecus_gelada
ENSCSAP00000011450	ENSCSAG00000015359	Chlorocebus_sabaeus
ENSMLEP00000012484	ENSMLEG00000030423	Mandrillus_leucophaeus
ENSPTEP00000041848	ENSPTEG00000038264	Piliocolobus_tephrosceles
ENSCANP00000036407	ENSCANG00000041896	Colobus_angolensis_palliatus
ENSRROP00000015799	ENSRROG00000032067	Rhinopithecus_roxellana
ENSRBIP00000000977	ENSRBIG00000005040	Rhinopithecus_bieti
ENSTSYP00000016391	ENSTSYG00000026075	Carlito_syrichta
ENSPCOP00000019438	ENSPCOG00000021663	Propithecus_coquereli
ENSPSMP00000027230	ENSPSMG00000019034	Prolemur_simus
ENSMICP00000047370	ENSMICG00000028189	Microcebus_murinus
ENSOGAP00000008206	ENSOGAG00000009150	Otolemur_garnettii
ENSOCUP00000038217	ENSOCUG00000000837	Oryctolagus_cuniculus
ENSOPRP00000014532	ENSOPRG00000015921	Ochotona_princeps
ENSEEUP00000006300	ENSEEUG00000006919	Erinaceus_europaeus
ENSMLUP00000013871	ENSMLUG00000015221	Myotis_lucifugus
ENSSARP00000005305	ENSSARG00000005838	Sorex_araneus
ENSOARP00000012516	ENSOARG00000011678	Ovis_aries
