ENSAPLP00000019075	ENSAPLG00000008260	Anas_platyrhynchos_platyrhynchos
ENSABRP00000022152	ENSABRG00000018758	Anser_brachyrhynchus
ENSMGAP00000003351	ENSMGAG00000003574	Meleagris_gallopavo
ENSCJPP00005026956	ENSCJPG00005020933	Coturnix_japonica
ENSGALP00000050899	ENSGALG00000004098	Gallus_gallus
ENSNMEP00000018290	ENSNMEG00000015926	Numida_meleagris
ENSLCOP00000013070	ENSLCOG00000009427	Lepidothrix_coronata
ENSMVIP00005010657	ENSMVIG00005007653	Manacus_vitellinus
ENSPMJP00000004743	ENSPMJG00000004079	Parus_major
ENSCCEP00000005150	ENSCCEG00000005660	Cyanistes_caeruleus
ENSLSDP00000019839	ENSLSDG00000014085	Lonchura_striata_domestica
ENSTGUP00000005243	ENSTGUG00000005057	Taeniopygia_guttata
ENSJHYP00000003688	ENSJHYG00000003040	Junco_hyemalis
ENSZALP00000017357	ENSZALG00000013836	Zonotrichia_albicollis
ENSSCAP00000017385	ENSSCAG00000012626	Serinus_canaria
ENSFALP00000005630	ENSFALG00000005398	Ficedula_albicollis
ENSMUNP00000007817	ENSMUNG00000006246	Melopsittacus_undulatus
ENSCPGP00000000537	ENSCPGG00000000449	Calidris_pygmaea
ENSCPUP00000013662	ENSCPUG00000009679	Calidris_pugnax
ENSARWP00000021348	ENSARWG00000014593	Apteryx_rowi
ENSAOWP00000006703	ENSAOWG00000004612	Apteryx_owenii
ENSAHAP00000000394	ENSAHAG00000000372	Apteryx_haastii
ENSDNVP00000001771	ENSDNVG00000001127	Dromaius_novaehollandiae
ENSNPEP00000014978	ENSNPEG00000011189	Nothoprocta_perdicaria
ENSCPRP00005017163	ENSCPRG00005011953	Crocodylus_porosus
ENSCABP00000027355	ENSCABG00000020080	Chelonoidis_abingdonii
ENSGAGP00000018605	ENSGAGG00000013766	Gopherus_agassizii
ENSCPBP00000024992	ENSCPBG00000017770	Chrysemys_picta_bellii
ENSPSIP00000015185	ENSPSIG00000013437	Pelodiscus_sinensis
ENSPVIP00000032220	ENSPVIG00000023628	Pogona_vitticeps
ENSACAP00000011982	ENSACAG00000012088	Anolis_carolinensis
ENSNSUP00000020304	ENSNSUG00000014761	Notechis_scutatus
ENSSMRP00000007518	ENSSMRG00000006040	Salvator_merianae
ENSSPUP00000005591	ENSSPUG00000004292	Sphenodon_punctatus
ENSVURP00010002306	ENSVURG00010001901	Vombatus_ursinus
ENSPCIP00000011740	ENSPCIG00000009388	Phascolarctos_cinereus
ENSMEUP00000012119	ENSMEUG00000013289	Notamacropus_eugenii
ENSMODP00000048972	ENSMODG00000016194	Monodelphis_domestica
ENSSHAP00000013723	ENSSHAG00000011734	Sarcophilus_harrisii
ENSOANP00000021563	ENSOANG00000013669	Ornithorhynchus_anatinus
ENSOANP00000020705	ENSOANG00000013101	Ornithorhynchus_anatinus
ENSPVAP00000011944	ENSPVAG00000012665	Pteropus_vampyrus
ENSMLUP00000010751	ENSMLUG00000011799	Myotis_lucifugus
ENSCHIP00000001687	ENSCHIG00000003232	Capra_hircus
ENSOARP00000005063	ENSOARG00000004730	Ovis_aries
ENSBIXP00005010447	ENSBIXG00005015075	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000014059	ENSBIXG00000018842	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000004221	ENSBTAG00000003257	Bos_taurus
ENSBMUP00000002500	ENSBMUG00000001972	Bos_mutus
ENSBBBP00000001276	ENSBBBG00000010364	Bison_bison_bison
ENSTTRP00000007207	ENSTTRG00000007620	Tursiops_truncatus
ENSSSCP00000072223	ENSSSCG00000030820	Sus_scrofa_strain_reference
ENSVPAP00000004660	ENSVPAG00000005025	Vicugna_pacos
ENSUAMP00000022523	ENSUAMG00000017684	Ursus_americanus
ENSUMAP00000035374	ENSUMAG00000025353	Ursus_maritimus
ENSAMEP00000004401	ENSAMEG00000004150	Ailuropoda_melanoleuca
ENSMPUP00000017532	ENSMPUG00000017644	Mustela_putorius_furo
ENSNVIP00000013858	ENSNVIG00000010914	Neovison_vison
ENSCAFP00020017269	ENSCAFG00020013837	Canis_lupus_dingo
ENSCAFP00000043438	ENSCAFG00000009615	Canis_lupus_familiaris
ENSVVUP00000025764	ENSVVUG00000018909	Vulpes_vulpes
ENSPPRP00000002134	ENSPPRG00000023623	Panthera_pardus
ENSPTIP00000015237	ENSPTIG00000014356	Panthera_tigris_altaica
ENSFCAP00000019419	ENSFCAG00000027735	Felis_catus
ENSEASP00005034275	ENSEASG00005023404	Equus_asinus_asinus
ENSECAP00000030611	ENSECAG00000021941	Equus_caballus
ENSEEUP00000010069	ENSEEUG00000011042	Erinaceus_europaeus
ENSSARP00000009041	ENSSARG00000010010	Sorex_araneus
ENSCPOP00000031854	ENSCPOG00000013641	Cavia_porcellus
ENSCAPP00000015571	ENSCAPG00000015665	Cavia_aperea
ENSODEP00000021445	ENSODEG00000015785	Octodon_degus
ENSCLAP00000015541	ENSCLAG00000010685	Chinchilla_lanigera
ENSHGLP00000008348	ENSHGLG00000006041	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013267	ENSHGLG00100009819	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100015597	ENSHGLG00100011515	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015982	ENSFDAG00000004211	Fukomys_damarensis
ENSMSIP00000034395	ENSMSIG00000028671	Mus_spicilegus
MGP_SPRETEiJ_P0058173	MGP_SPRETEiJ_G0025551	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000018353	ENSMUSG00000018209	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0056008	MGP_CAROLIEiJ_G0024629	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0066994	MGP_PahariEiJ_G0026073	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000061873	ENSRNOG00000013529	Rattus_norvegicus
ENSMUGP00000024952	ENSMUGG00000020832	Meriones_unguiculatus
ENSCGRP00000014084	ENSCGRG00000010197	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001003092	ENSCGRG00001003628	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029675	ENSCGRG00015022395	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000021326	ENSMAUG00000019085	Mesocricetus_auratus
ENSPEMP00000019840	ENSPEMG00000017992	Peromyscus_maniculatus_bairdii
ENSMOCP00000001451	ENSMOCG00000001102	Microtus_ochrogaster
ENSJJAP00000011135	ENSJJAG00000014529	Jaculus_jaculus
ENSUPAP00010004022	ENSUPAG00010003279	Urocitellus_parryii
ENSMMMP00000005575	ENSMMMG00000005028	Marmota_marmota_marmota
ENSSTOP00000008298	ENSSTOG00000009251	Ictidomys_tridecemlineatus
ENSSDAP00000004279	ENSSDAG00000004014	Spermophilus_dauricus
ENSCCNP00000023204	ENSCCNG00000022814	Castor_canadensis
ENSOCUP00000002622	ENSOCUG00000003016	Oryctolagus_cuniculus
ENSOCUP00000046773	ENSOCUG00000037965	Oryctolagus_cuniculus
ENSOPRP00000010837	ENSOPRG00000011874	Ochotona_princeps
ENSTBEP00000003133	ENSTBEG00000003604	Tupaia_belangeri
ENSCCNP00000023291	ENSCCNG00000022895	Castor_canadensis
ENSNGAP00000016570	ENSNGAG00000017268	Nannospalax_galili
ENSMICP00000041929	ENSMICG00000000982	Microcebus_murinus
ENSPCOP00000014152	ENSPCOG00000018747	Propithecus_coquereli
ENSPSMP00000025420	ENSPSMG00000017723	Prolemur_simus
ENSOGAP00000005955	ENSOGAG00000006656	Otolemur_garnettii
ENSPPAP00000008586	ENSPPAG00000027517	Pan_paniscus
ENSPTRP00000063081	ENSPTRG00000013533	Pan_troglodytes
ENSP00000361892	ENSG00000101109	Homo_sapiens
ENSGGOP00000013194	ENSGGOG00000003234	Gorilla_gorilla
ENSPPYP00000012335	ENSPPYG00000011045	Pongo_abelii
ENSMFAP00000014766	ENSMFAG00000030410	Macaca_fascicularis
ENSMMUP00000017358	ENSMMUG00000013212	Macaca_mulatta
ENSPANP00000017674	ENSPANG00000022566	Papio_anubis
ENSTGEP00000026141	ENSTGEG00000021065	Theropithecus_gelada
ENSMLEP00000013312	ENSMLEG00000030790	Mandrillus_leucophaeus
