ENSPVIP00000001416	ENSPVIG00000001308	Pogona_vitticeps	ENSPVIT00000001863
ENSACAP00000002598	ENSACAG00000002691	Anolis_carolinensis	ENSACAT00000002664
ENSNSUP00000018385	ENSNSUG00000013452	Notechis_scutatus
ENSSMRP00000019000	ENSSMRG00000014803	Salvator_merianae
ENSSPUP00000018822	ENSSPUG00000014511	Sphenodon_punctatus
ENSGALP00000074005	ENSGALG00000053657	Gallus_gallus
ENSCJPP00005001276	ENSCJPG00005001330	Coturnix_japonica
ENSMGAP00000016039	ENSMGAG00000015126	Meleagris_gallopavo
ENSNMEP00000022713	ENSNMEG00000019422	Numida_meleagris
ENSABRP00000020292	ENSABRG00000017299	Anser_brachyrhynchus
ENSAPLP00000006088	ENSAPLG00000006486	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000005467	ENSCPGG00000003928	Calidris_pygmaea
ENSCPUP00000021651	ENSCPUG00000014736	Calidris_pugnax
ENSMUNP00000004549	ENSMUNG00000003764	Melopsittacus_undulatus
ENSLCOP00000008097	ENSLCOG00000005940	Lepidothrix_coronata
ENSLCOP00000008098	ENSLCOG00000005941	Lepidothrix_coronata
ENSMVIP00005000132	ENSMVIG00005000131	Manacus_vitellinus
ENSTGUP00000011720	ENSTGUG00000011364	Taeniopygia_guttata
ENSLSDP00000011046	ENSLSDG00000008125	Lonchura_striata_domestica
ENSSCAP00000006947	ENSSCAG00000005394	Serinus_canaria
ENSJHYP00000007504	ENSJHYG00000005986	Junco_hyemalis
ENSZALP00000014326	ENSZALG00000011883	Zonotrichia_albicollis
ENSCCEP00000027269	ENSCCEG00000023832	Cyanistes_caeruleus
ENSPMJP00000023789	ENSPMJG00000017535	Parus_major
ENSFALP00000009103	ENSFALG00000008724	Ficedula_albicollis
ENSAHAP00000023501	ENSAHAG00000016438	Apteryx_haastii
ENSAOWP00000004305	ENSAOWG00000003014	Apteryx_owenii
ENSARWP00000016935	ENSARWG00000011680	Apteryx_rowi
ENSDNVP00000012576	ENSDNVG00000008879	Dromaius_novaehollandiae
ENSCPRP00005018672	ENSCPRG00005013072	Crocodylus_porosus
ENSGAGP00000007576	ENSGAGG00000006060	Gopherus_agassizii
ENSGAGP00000007581	ENSGAGG00000006066	Gopherus_agassizii
ENSCABP00000010967	ENSCABG00000008159	Chelonoidis_abingdonii
ENSCPBP00000029427	ENSCPBG00000020744	Chrysemys_picta_bellii
ENSPSIP00000007604	ENSPSIG00000006997	Pelodiscus_sinensis
ENSVURP00010027926	ENSVURG00010021376	Vombatus_ursinus
ENSMEUP00000013621	ENSMEUG00000014925	Notamacropus_eugenii
ENSSHAP00000004125	ENSSHAG00000003638	Sarcophilus_harrisii
ENSMODP00000010286	ENSMODG00000008278	Monodelphis_domestica
ENSNPEP00000008890	ENSNPEG00000006673	Nothoprocta_perdicaria
ENSOANP00000000322	ENSOANG00000000174	Ornithorhynchus_anatinus
ENSPCIP00000044007	ENSPCIG00000032614	Phascolarctos_cinereus
ENSDNOP00000025350	ENSDNOG00000032502	Dasypus_novemcinctus
ENSCHOP00000004766	ENSCHOG00000005370	Choloepus_hoffmanni
ENSLAFP00000007701	ENSLAFG00000009188	Loxodonta_africana
ENSPCAP00000012815	ENSPCAG00000013697	Procavia_capensis
ENSETEP00000002226	ENSETEG00000002723	Echinops_telfairi
ENSUAMP00000001527	ENSUAMG00000001453	Ursus_americanus
ENSUMAP00000020571	ENSUMAG00000015060	Ursus_maritimus
ENSAMEP00000015456	ENSAMEG00000014668	Ailuropoda_melanoleuca
ENSMPUP00000000598	ENSMPUG00000000604	Mustela_putorius_furo
ENSNVIP00000008770	ENSNVIG00000006953	Neovison_vison
ENSCAFP00020032676	ENSCAFG00020025447	Canis_lupus_dingo
ENSCAFP00000010712	ENSCAFG00000007207	Canis_lupus_familiaris
ENSVVUP00000010235	ENSVVUG00000007546	Vulpes_vulpes
ENSFCAP00000060376	ENSFCAG00000011119	Felis_catus
ENSEASP00005033286	ENSEASG00005022800	Equus_asinus_asinus
ENSECAP00000028935	ENSECAG00000009862	Equus_caballus
ENSBIXP00000000195	ENSBIXG00000030131	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005028451	ENSBIXG00005008114	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000019161	ENSBTAG00000014406	Bos_taurus
ENSCHIP00000023132	ENSCHIG00000020837	Capra_hircus
ENSBMUP00000025903	ENSBMUG00000019351	Bos_mutus
ENSOARP00000014720	ENSOARG00000013729	Ovis_aries
ENSTTRP00000009347	ENSTTRG00000009841	Tursiops_truncatus
ENSSSCP00000054512	ENSSSCG00000036326	Sus_scrofa_strain_reference
ENSEEUP00000002325	ENSEEUG00000002538	Erinaceus_europaeus
ENSPVAP00000003435	ENSPVAG00000003633	Pteropus_vampyrus
ENSOANP00000028780	ENSOANG00000022538	Ornithorhynchus_anatinus
ENSMLUP00000016155	ENSMLUG00000017711	Myotis_lucifugus
ENSPCOP00000029189	ENSPCOG00000027282	Propithecus_coquereli
ENSPSMP00000011165	ENSPSMG00000008078	Prolemur_simus
ENSMICP00000024830	ENSMICG00000033886	Microcebus_murinus
ENSOGAP00000005028	ENSOGAG00000005624	Otolemur_garnettii
ENSCSAP00000014145	ENSCSAG00000018127	Chlorocebus_sabaeus
ENSPTRP00000009705	ENSPTRG00000005691	Pan_troglodytes
ENSPPAP00000036484	ENSPPAG00000041000	Pan_paniscus
ENSGGOP00000011196	ENSGGOG00000011480	Gorilla_gorilla
ENSP00000372035	ENSG00000150457	Homo_sapiens
ENSPPYP00000005920	ENSPPYG00000005197	Pongo_abelii
ENSNLEP00000002376	ENSNLEG00000001952	Nomascus_leucogenys
ENSCANP00000007375	ENSCANG00000024226	Colobus_angolensis_palliatus
ENSPTEP00000009894	ENSPTEG00000011226	Piliocolobus_tephrosceles
ENSRROP00000022419	ENSRROG00000035072	Rhinopithecus_roxellana
ENSRBIP00000039871	ENSRBIG00000043386	Rhinopithecus_bieti
ENSMMUP00000024992	ENSMMUG00000019006	Macaca_mulatta
ENSMNEP00000000647	ENSMNEG00000003028	Macaca_nemestrina
ENSMFAP00000021460	ENSMFAG00000035627	Macaca_fascicularis
ENSPANP00000008948	ENSPANG00000005798	Papio_anubis
ENSMLEP00000036486	ENSMLEG00000042365	Mandrillus_leucophaeus
ENSCATP00000034115	ENSCATG00000039997	Cercocebus_atys
ENSTGEP00000020949	ENSTGEG00000016880	Theropithecus_gelada
ENSCCAP00000005043	ENSCCAG00000020164	Cebus_capucinus_imitator
ENSCJAP00000043996	ENSCJAG00000005013	Callithrix_jacchus
ENSANAP00000027862	ENSANAG00000031791	Aotus_nancymaae
ENSMOCP00000001317	ENSMOCG00000001002	Microtus_ochrogaster
ENSSDAP00000016803	ENSSDAG00000015211	Spermophilus_dauricus
ENSBBBP00000004448	ENSBBBG00000013350	Bison_bison_bison
ENSNPEP00000005642	ENSNPEG00000004271	Nothoprocta_perdicaria
ENSSBOP00000005607	ENSSBOG00000019616	Saimiri_boliviensis_boliviensis
ENSTBEP00000015420	ENSTBEG00000017728	Tupaia_belangeri
ENSMVIP00005000186	ENSMVIG00005000189	Manacus_vitellinus
ENSOPRP00000000649	ENSOPRG00000000716	Ochotona_princeps
ENSOCUP00000048750	ENSOCUG00000009442	Oryctolagus_cuniculus
ENSCLAP00000006054	ENSCLAG00000004285	Chinchilla_lanigera
ENSTSYP00000033402	ENSTSYG00000027826	Carlito_syrichta
ENSUPAP00010006634	ENSUPAG00010005320	Urocitellus_parryii
ENSOANP00000014373	ENSOANG00000009033	Ornithorhynchus_anatinus
ENSPTIP00000024194	ENSPTIG00000020369	Panthera_tigris_altaica
ENSCPOP00000018190	ENSCPOG00000024403	Cavia_porcellus
ENSCAPP00000015437	ENSCAPG00000015557	Cavia_aperea
ENSODEP00000006109	ENSODEG00000004589	Octodon_degus
ENSHGLP00000015569	ENSHGLG00000011142	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013165	ENSHGLG00100009747	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002623	ENSFDAG00000012290	Fukomys_damarensis
ENSDORP00000010553	ENSDORG00000011231	Dipodomys_ordii
ENSCCNP00000012200	ENSCCNG00000012672	Castor_canadensis
MGP_SPRETEiJ_P0038699	MGP_SPRETEiJ_G0020247	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000015877	ENSMSIG00000013607	Mus_spicilegus
ENSMUSP00000022531	ENSMUSG00000021959	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000133680	ENSMUSG00000114942	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0036970	MGP_CAROLIEiJ_G0019353	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085079	MGP_PahariEiJ_G0030371	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072969	ENSRNOG00000056343	Rattus_norvegicus
ENSMUGP00000019071	ENSMUGG00000016145	Meriones_unguiculatus
ENSCGRP00001021591	ENSCGRG00001020388	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019628	ENSCGRG00000014294	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015016565	ENSCGRG00015012751	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023422	ENSMAUG00000020573	Mesocricetus_auratus
ENSPEMP00000000235	ENSPEMG00000000178	Peromyscus_maniculatus_bairdii
ENSNGAP00000014862	ENSNGAG00000016051	Nannospalax_galili
ENSJJAP00000012316	ENSJJAG00000015372	Jaculus_jaculus
ENSUPAP00010024026	ENSUPAG00010019063	Urocitellus_parryii
ENSSTOP00000020718	ENSSTOG00000026606	Ictidomys_tridecemlineatus
ENSSDAP00000000035	ENSSDAG00000000069	Spermophilus_dauricus
ENSSDAP00000022891	ENSSDAG00000020803	Spermophilus_dauricus
ENSMMMP00000009728	ENSMMMG00000008675	Marmota_marmota_marmota
ENSSARP00000001378	ENSSARG00000001515	Sorex_araneus
ENSXETP00000003689	ENSXETG00000004591	Xenopus_tropicalis
ENSLACP00000010012	ENSLACG00000008825	Latimeria_chalumnae
ENSSFOP00015001361	ENSSFOG00015000858	Scleropages_formosus
ENSPKIP00000014992	ENSPKIG00000001835	Paramormyrops_kingsleyae
ENSCHAP00000008497	ENSCHAG00000005151	Clupea_harengus
ENSDCDP00000037744	ENSDCDG00000025353	Denticeps_clupeoides
ENSAMXP00005006954	ENSAMXG00005004154	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051009	ENSAMXG00000005588	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000025509	ENSPNAG00000010644	Pygocentrus_nattereri
ENSIPUP00000005380	ENSIPUG00000003751	Ictalurus_punctatus
ENSEEEP00000049606	ENSEEEG00000023323	Electrophorus_electricus
ENSDARP00000114142	ENSDARG00000078864	Danio_rerio
ENSTRUP00000054029	ENSTRUG00000021787	Takifugu_rubripes
ENSTNIP00000018743	ENSTNIG00000015668	Tetraodon_nigroviridis
ENSMMOP00000025668	ENSMMOG00000019452	Mola_mola
ENSGACP00000001820	ENSGACG00000001402	Gasterosteus_aculeatus
ENSAOCP00000027742	ENSAOCG00000016925	Amphiprion_ocellaris
ENSAPEP00000017890	ENSAPEG00000012789	Amphiprion_percula
ENSAPOP00000022548	ENSAPOG00000003843	Acanthochromis_polyacanthus
ENSSPAP00000013593	ENSSPAG00000010284	Stegastes_partitus
ENSHCOP00000014834	ENSHCOG00000018305	Hippocampus_comes
ENSATEP00000002130	ENSATEG00000001475	Anabas_testudineus
ENSBSLP00000048274	ENSBSLG00000022994	Betta_splendens
ENSMALP00000026023	ENSMALG00000018080	Monopterus_albus
ENSMZEP00005025915	ENSMZEG00005019329	Maylandia_zebra
ENSACLP00000025806	ENSACLG00000017558	Astatotilapia_calliptera
ENSHBUP00000023208	ENSHBUG00000003890	Haplochromis_burtoni
ENSPNYP00000008580	ENSPNYG00000006550	Pundamilia_nyererei
ENSNBRP00000014706	ENSNBRG00000011363	Neolamprologus_brichardi
ENSONIP00000019775	ENSONIG00000015712	Oreochromis_niloticus
ENSACIP00000008318	ENSACIG00000006528	Amphilophus_citrinellus
ENSGWIP00000018238	ENSGWIG00000010112	Gouania_willdenowi
ENSCGOP00000026810	ENSCGOG00000012607	Cottoperca_gobio
ENSLBEP00000018516	ENSLBEG00000014268	Labrus_bergylta
ENSLCRP00005007049	ENSLCRG00005003492	Larimichthys_crocea
ENSSMAP00000012808	ENSSMAG00000007877	Scophthalmus_maximus
ENSCSEP00000014125	ENSCSEG00000009065	Cynoglossus_semilaevis
ENSLCAP00010043187	ENSLCAG00010020141	Lates_calcarifer
ENSSDUP00000019197	ENSSDUG00000013995	Seriola_dumerili
ENSSLDP00000016677	ENSSLDG00000013208	Seriola_lalandi_dorsalis
ENSPRNP00000035863	ENSPRNG00000017953	Parambassis_ranga
ENSMAMP00000030467	ENSMAMG00000020544	Mastacembelus_armatus
ENSXMAP00000018805	ENSXMAG00000018767	Xiphophorus_maculatus
ENSXCOP00000017188	ENSXCOG00000012958	Xiphophorus_couchianus
ENSGAFP00000019841	ENSGAFG00000013413	Gambusia_affinis
