ENSCHAP00000030108	ENSCHAG00000014243	Clupea_harengus
ENSDCDP00000060044	ENSDCDG00000034516	Denticeps_clupeoides
ENSAMXP00000003610	ENSAMXG00000003530	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005041144	ENSAMXG00005019220	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001138	ENSPNAG00000007977	Pygocentrus_nattereri
ENSEEEP00000012560	ENSEEEG00000006285	Electrophorus_electricus
ENSIPUP00000033591	ENSIPUG00000022582	Ictalurus_punctatus
ENSDARP00000121607	ENSDARG00000012745	Danio_rerio
ENSKMAP00000003827	ENSKMAG00000002876	Kryptolebias_marmoratus
ENSBSLP00000032650	ENSBSLG00000015940	Betta_splendens
ENSMAMP00000016793	ENSMAMG00000011344	Mastacembelus_armatus
ENSMALP00000024451	ENSMALG00000017025	Monopterus_albus
ENSATEP00000024014	ENSATEG00000016654	Anabas_testudineus
ENSCGOP00000019118	ENSCGOG00000008985	Cottoperca_gobio
ENSGACP00000007762	ENSGACG00000005874	Gasterosteus_aculeatus
ENSMMOP00000026179	ENSMMOG00000019848	Mola_mola
ENSLCRP00005010715	ENSLCRG00005004871	Larimichthys_crocea
ENSLBEP00000001410	ENSLBEG00000001092	Labrus_bergylta
ENSSMAP00000020435	ENSSMAG00000012533	Scophthalmus_maximus
ENSCSEP00000012848	ENSCSEG00000008297	Cynoglossus_semilaevis
ENSLCAP00010016145	ENSLCAG00010007691	Lates_calcarifer
ENSSDUP00000011412	ENSSDUG00000008312	Seriola_dumerili
ENSSLDP00000011391	ENSSLDG00000009037	Seriola_lalandi_dorsalis
ENSAPEP00000021292	ENSAPEG00000015193	Amphiprion_percula
ENSAOCP00000013527	ENSAOCG00000001289	Amphiprion_ocellaris
ENSAPOP00000021247	ENSAPOG00000001688	Acanthochromis_polyacanthus
ENSSPAP00000019114	ENSSPAG00000014406	Stegastes_partitus
ENSPRNP00000034961	ENSPRNG00000017511	Parambassis_ranga
ENSXCOP00000026994	ENSXCOG00000020166	Xiphophorus_couchianus
ENSXMAP00000002796	ENSXMAG00000002784	Xiphophorus_maculatus
ENSGAFP00000023407	ENSGAFG00000015803	Gambusia_affinis
ENSPMEP00000032119	ENSPMEG00000019777	Poecilia_mexicana
ENSPFOP00000005732	ENSPFOG00000005740	Poecilia_formosa
ENSPLAP00000002796	ENSPLAG00000004181	Poecilia_latipinna
ENSPREP00000006557	ENSPREG00000004517	Poecilia_reticulata
ENSFHEP00000000050	ENSFHEG00000023426	Fundulus_heteroclitus
ENSCVAP00000005238	ENSCVAG00000006624	Cyprinodon_variegatus
ENSORLP00000004218	ENSORLG00000003394	Oryzias_latipes_ASM223467v1
ENSORLP00020001172	ENSORLG00020001882	Oryzias_latipes_ASM223471v1
ENSORLP00015011076	ENSORLG00015011900	Oryzias_latipes_ASM223469v1
ENSOMEP00000013088	ENSOMEG00000014547	Oryzias_melastigma
ENSGWIP00000042889	ENSGWIG00000021472	Gouania_willdenowi
ENSACLP00000029637	ENSACLG00000020070	Astatotilapia_calliptera
ENSMZEP00005008330	ENSMZEG00005006343	Maylandia_zebra
ENSPNYP00000011777	ENSPNYG00000008921	Pundamilia_nyererei
ENSHBUP00000017275	ENSHBUG00000019319	Haplochromis_burtoni
ENSNBRP00000013105	ENSNBRG00000010176	Neolamprologus_brichardi
ENSONIP00000002693	ENSONIG00000002161	Oreochromis_niloticus
ENSACIP00000028035	ENSACIG00000021700	Amphilophus_citrinellus
ENSPMGP00000029215	ENSPMGG00000023503	Periophthalmus_magnuspinnatus
ENSTNIP00000020120	ENSTNIG00000016995	Tetraodon_nigroviridis
ENSTNIP00000020122	ENSTNIG00000016997	Tetraodon_nigroviridis
ENSTRUP00000029282	ENSTRUG00000011585	Takifugu_rubripes
ENSHCOP00000024274	ENSHCOG00000013460	Hippocampus_comes
ENSGMOP00000014916	ENSGMOG00000013959	Gadus_morhua
ENSHHUP00000081164	ENSHHUG00000047187	Hucho_hucho
ENSHHUP00000075354	ENSHHUG00000044153	Hucho_hucho
ENSELUP00000022289	ENSELUG00000021291	Esox_lucius
ENSSFOP00015017943	ENSSFOG00015011525	Scleropages_formosus
ENSPKIP00000012787	ENSPKIG00000000463	Paramormyrops_kingsleyae
ENSLOCP00000008669	ENSLOCG00000007151	Lepisosteus_oculatus
ENSECRP00000022460	ENSECRG00000015195	Erpetoichthys_calabaricus
ENSAHAP00000009860	ENSAHAG00000007178	Apteryx_haastii
ENSAOWP00000014326	ENSAOWG00000009781	Apteryx_owenii
ENSARWP00000016751	ENSARWG00000011551	Apteryx_rowi
ENSDNVP00000020548	ENSDNVG00000014381	Dromaius_novaehollandiae
ENSMVIP00005003253	ENSMVIG00005002556	Manacus_vitellinus
ENSLCOP00000011134	ENSLCOG00000008071	Lepidothrix_coronata
ENSLSDP00000023706	ENSLSDG00000016687	Lonchura_striata_domestica
ENSZALP00000012266	ENSZALG00000010319	Zonotrichia_albicollis
ENSFALP00000015435	ENSFALG00000014820	Ficedula_albicollis
ENSCCEP00000004938	ENSCCEG00000005427	Cyanistes_caeruleus
ENSMUNP00000020009	ENSMUNG00000015264	Melopsittacus_undulatus
ENSMGAP00000016636	ENSMGAG00000015696	Meleagris_gallopavo
ENSNPEP00000012041	ENSNPEG00000009016	Nothoprocta_perdicaria
ENSCPRP00005003778	ENSCPRG00005002760	Crocodylus_porosus
ENSPSIP00000006723	ENSPSIG00000006212	Pelodiscus_sinensis
ENSACAP00000006355	ENSACAG00000006511	Anolis_carolinensis
ENSCGRP00000026194	ENSCGRG00000019244	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000020384	ENSMAUG00000018421	Mesocricetus_auratus
ENSMUSP00000125315	ENSMUSG00000090035	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0025856	MGP_SPRETEiJ_G0016584	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0024635	MGP_CAROLIEiJ_G0015764	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0088031	MGP_PahariEiJ_G0031324	Mus_pahari_strain_PAHARI_EIJ
ENSSDAP00000009634	ENSSDAG00000008772	Spermophilus_dauricus
ENSP00000436604	ENSG00000257594	Homo_sapiens
ENSP00000447852	ENSG00000259075	Homo_sapiens
ENSPTEP00000041550	ENSPTEG00000038030	Piliocolobus_tephrosceles
ENSAMEP00000019559	ENSAMEG00000018504	Ailuropoda_melanoleuca	ENSAMET00000020328
ENSSSCP00000064126	ENSSSCG00000043102	Sus_scrofa_strain_reference
ENSCLAP00000025313	ENSCLAG00000017387	Chinchilla_lanigera
ENSVURP00010020290	ENSVURG00010015516	Vombatus_ursinus	ENSVURT00010023107
