ENSOARP00000008848	ENSOARG00000008250	Ovis_aries
ENSCHIP00000007460	ENSCHIG00000010953	Capra_hircus
ENSBIXP00000005134	ENSBIXG00000011379	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005009183	ENSBIXG00005006923	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000012503	ENSBTAG00000009501	Bos_taurus
ENSBMUP00000007037	ENSBMUG00000005579	Bos_mutus
ENSBBBP00000020375	ENSBBBG00000013988	Bison_bison_bison
ENSVPAP00000011467	ENSVPAG00000012337	Vicugna_pacos
ENSSSCP00000016742	ENSSSCG00000015799	Sus_scrofa_strain_reference
ENSEASP00005026891	ENSEASG00005018327	Equus_asinus_asinus
ENSECAP00000049382	ENSECAG00000009884	Equus_caballus
ENSUAMP00000019447	ENSUAMG00000015377	Ursus_americanus
ENSUMAP00000016732	ENSUMAG00000012292	Ursus_maritimus
ENSAMEP00000005419	ENSAMEG00000005097	Ailuropoda_melanoleuca
ENSMPUP00000010223	ENSMPUG00000010297	Mustela_putorius_furo
ENSNVIP00000026356	ENSNVIG00000020383	Neovison_vison
ENSVVUP00000017135	ENSVVUG00000012628	Vulpes_vulpes
ENSCAFP00020000459	ENSCAFG00020000492	Canis_lupus_dingo
ENSPPRP00000008384	ENSPPRG00000003236	Panthera_pardus
ENSPTIP00000018553	ENSPTIG00000016637	Panthera_tigris_altaica
ENSFCAP00000051706	ENSFCAG00000031525	Felis_catus
ENSPVAP00000005532	ENSPVAG00000005847	Pteropus_vampyrus
ENSMLUP00000014225	ENSMLUG00000015612	Myotis_lucifugus
ENSEEUP00000007862	ENSEEUG00000008603	Erinaceus_europaeus
ENSSARP00000009312	ENSSARG00000010245	Sorex_araneus
ENSPPAP00000038932	ENSPPAG00000042180	Pan_paniscus
ENSPTRP00000089160	ENSPTRG00000048789	Pan_troglodytes
ENSGGOP00000021116	ENSGGOG00000026546	Gorilla_gorilla
ENSP00000264690	ENSG00000164344	Homo_sapiens
ENSPPYP00000017045	ENSPPYG00000015256	Pongo_abelii
ENSNLEP00000014028	ENSNLEG00000011512	Nomascus_leucogenys
ENSMMUP00000044113	ENSMMUG00000011633	Macaca_mulatta
ENSMFAP00000028166	ENSMFAG00000045445	Macaca_fascicularis
ENSMNEP00000042844	ENSMNEG00000044142	Macaca_nemestrina
ENSCATP00000024354	ENSCATG00000035703	Cercocebus_atys
ENSMLEP00000031481	ENSMLEG00000039956	Mandrillus_leucophaeus
ENSPANP00000002951	ENSPANG00000010070	Papio_anubis
ENSTGEP00000031187	ENSTGEG00000024987	Theropithecus_gelada
ENSCSAP00000015112	ENSCSAG00000002932	Chlorocebus_sabaeus
ENSPTEP00000013681	ENSPTEG00000015282	Piliocolobus_tephrosceles
ENSCANP00000012442	ENSCANG00000029606	Colobus_angolensis_palliatus
ENSRBIP00000042200	ENSRBIG00000044402	Rhinopithecus_bieti
ENSRROP00000019174	ENSRROG00000033613	Rhinopithecus_roxellana
ENSCCAP00000037004	ENSCCAG00000036392	Cebus_capucinus_imitator
ENSSBOP00000004039	ENSSBOG00000018282	Saimiri_boliviensis_boliviensis
ENSCJAP00000037718	ENSCJAG00000020276	Callithrix_jacchus
ENSANAP00000017421	ENSANAG00000026589	Aotus_nancymaae
ENSTSYP00000004752	ENSTSYG00000005191	Carlito_syrichta
ENSPSMP00000014753	ENSPSMG00000010581	Prolemur_simus
ENSPCOP00000019008	ENSPCOG00000021434	Propithecus_coquereli
ENSMICP00000001903	ENSMICG00000002077	Microcebus_murinus
ENSOGAP00000001800	ENSOGAG00000002016	Otolemur_garnettii
ENSTBEP00000004348	ENSTBEG00000005038	Tupaia_belangeri
ENSCCNP00000031989	ENSCCNG00000030393	Castor_canadensis	ENSCCNT00000040192
ENSDORP00000004362	ENSDORG00000004654	Dipodomys_ordii	ENSDORT00000004657
ENSMSIP00000032354	ENSMSIG00000027129	Mus_spicilegus	ENSMSIT00000040829
ENSMUSP00000026907	ENSMUSG00000109764	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000026907
ENSRNOP00000019237	ENSRNOG00000014118	Rattus_norvegicus	ENSRNOT00000019237
ENSMUGP00000005669	ENSMUGG00000005196	Meriones_unguiculatus	ENSMUGT00000006732
ENSPEMP00000003869	ENSPEMG00000005720	Peromyscus_maniculatus_bairdii
ENSMOCP00000022714	ENSMOCG00000019660	Microtus_ochrogaster
ENSCGRP00015030175	ENSCGRG00015022689	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000006239	ENSCGRG00000004564	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001012360	ENSCGRG00001013789	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000003525	ENSMAUG00000003926	Mesocricetus_auratus
ENSNGAP00000022391	ENSNGAG00000021275	Nannospalax_galili
ENSJJAP00000009601	ENSJJAG00000013422	Jaculus_jaculus
ENSCLAP00000024536	ENSCLAG00000016848	Chinchilla_lanigera
ENSODEP00000007215	ENSODEG00000005385	Octodon_degus
ENSCPOP00000004444	ENSCPOG00000004936	Cavia_porcellus
ENSCAPP00000013832	ENSCAPG00000014364	Cavia_aperea
ENSHGLP00100007068	ENSHGLG00100005302	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000021860	ENSHGLG00000015600	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017437	ENSFDAG00000006022	Fukomys_damarensis
ENSSDAP00000020342	ENSSDAG00000018520	Spermophilus_dauricus
ENSUPAP00010008100	ENSUPAG00010006524	Urocitellus_parryii
