ENSCABP00000018885	ENSCABG00000013950	Chelonoidis_abingdonii
ENSGAGP00000032805	ENSGAGG00000023443	Gopherus_agassizii
ENSCPBP00000004160	ENSCPBG00000003375	Chrysemys_picta_bellii
ENSPSIP00000003726	ENSPSIG00000003536	Pelodiscus_sinensis
ENSCPRP00005018838	ENSCPRG00005013187	Crocodylus_porosus
ENSPVIP00000013870	ENSPVIG00000010724	Pogona_vitticeps
ENSACAP00000002273	ENSACAG00000002281	Anolis_carolinensis
ENSSMRP00000011631	ENSSMRG00000009148	Salvator_merianae
ENSNSUP00000006583	ENSNSUG00000005210	Notechis_scutatus
ENSSPUP00000013718	ENSSPUG00000010497	Sphenodon_punctatus
ENSAHAP00000026106	ENSAHAG00000018200	Apteryx_haastii	ENSAHAT00000028760
ENSARWP00000020444	ENSARWG00000014002	Apteryx_rowi	ENSARWT00000023203
ENSAOWP00000025069	ENSAOWG00000016965	Apteryx_owenii	ENSAOWT00000028425
ENSNPEP00000006990	ENSNPEG00000005239	Nothoprocta_perdicaria	ENSNPET00000007159
ENSDNVP00000021773	ENSDNVG00000015190	Dromaius_novaehollandiae	ENSDNVT00000026283
ENSAPLP00000003909	ENSAPLG00000004382	Anas_platyrhynchos_platyrhynchos
ENSABRP00000020636	ENSABRG00000017540	Anser_brachyrhynchus
ENSMGAP00000005148	ENSMGAG00000005225	Meleagris_gallopavo
ENSCJPP00005000077	ENSCJPG00005000129	Coturnix_japonica
ENSGALP00000007307	ENSGALG00000004598	Gallus_gallus
ENSNMEP00000023369	ENSNMEG00000019919	Numida_meleagris
ENSJHYP00000013612	ENSJHYG00000010549	Junco_hyemalis
ENSTGUP00000006661	ENSTGUG00000006470	Taeniopygia_guttata	ENSTGUT00000006727
ENSLSDP00000006439	ENSLSDG00000004894	Lonchura_striata_domestica
ENSSCAP00000011729	ENSSCAG00000008759	Serinus_canaria
ENSZALP00000002628	ENSZALG00000002780	Zonotrichia_albicollis
ENSFALP00000009420	ENSFALG00000009019	Ficedula_albicollis
ENSCCEP00000002208	ENSCCEG00000002493	Cyanistes_caeruleus
ENSPMJP00000005258	ENSPMJG00000004543	Parus_major
ENSLCOP00000014843	ENSLCOG00000010625	Lepidothrix_coronata
ENSMVIP00005024813	ENSMVIG00005017358	Manacus_vitellinus
ENSMUNP00000020912	ENSMUNG00000015871	Melopsittacus_undulatus
ENSCPGP00000027093	ENSCPGG00000018667	Calidris_pygmaea
ENSCPUP00000009688	ENSCPUG00000006874	Calidris_pugnax
ENSVURP00010031409	ENSVURG00010024027	Vombatus_ursinus
ENSPCIP00000030595	ENSPCIG00000022757	Phascolarctos_cinereus
ENSMEUP00000012381	ENSMEUG00000013552	Notamacropus_eugenii
ENSSHAP00000010973	ENSSHAG00000009458	Sarcophilus_harrisii
ENSMODP00000015346	ENSMODG00000012254	Monodelphis_domestica
ENSNGAP00000012327	ENSNGAG00000014227	Nannospalax_galili
ENSNGAP00000014296	ENSNGAG00000015635	Nannospalax_galili
ENSMSIP00000014672	ENSMSIG00000012613	Mus_spicilegus
ENSMUSP00000107381	ENSMUSG00000042589	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0073196	MGP_SPRETEiJ_G0028693	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0070506	MGP_CAROLIEiJ_G0027695	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0058720	MGP_PahariEiJ_G0024275	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000001697	ENSRNOG00000001259	Rattus_norvegicus
ENSMUGP00000016390	ENSMUGG00000013985	Meriones_unguiculatus
ENSCGRP00015035060	ENSCGRG00015026318	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021282	ENSCGRG00000015446	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001014201	ENSCGRG00001015108	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000025452	ENSMAUG00000021970	Mesocricetus_auratus
ENSMOCP00000025729	ENSMOCG00000021745	Microtus_ochrogaster
ENSJJAP00000020802	ENSJJAG00000021345	Jaculus_jaculus
ENSCCNP00000029585	ENSCCNG00000028326	Castor_canadensis
ENSCLAP00000016113	ENSCLAG00000011089	Chinchilla_lanigera
