ENSSFOP00015031896	ENSSFOG00015020414	Scleropages_formosus
ENSPKIP00000025140	ENSPKIG00000008123	Paramormyrops_kingsleyae
ENSCHAP00000049906	ENSCHAG00000022877	Clupea_harengus
ENSCHAP00000049774	ENSCHAG00000022809	Clupea_harengus
ENSCHAP00000049468	ENSCHAG00000022521	Clupea_harengus
ENSDCDP00000017779	ENSDCDG00000014051	Denticeps_clupeoides
ENSAMXP00000014634	ENSAMXG00000014208	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005001698	ENSAMXG00005000682	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035759	ENSPNAG00000026030	Pygocentrus_nattereri
ENSIPUP00000004680	ENSIPUG00000003260	Ictalurus_punctatus
ENSEEEP00000000585	ENSEEEG00000000251	Electrophorus_electricus
ENSDARP00000081043	ENSDARG00000061048	Danio_rerio
ENSCSEP00000033503	ENSCSEG00000021499	Cynoglossus_semilaevis
ENSHCOP00000023097	ENSHCOG00000011382	Hippocampus_comes
ENSTRUP00000004707	ENSTRUG00000002049	Takifugu_rubripes
ENSCVAP00000025525	ENSCVAG00000010406	Cyprinodon_variegatus
ENSFHEP00000003862	ENSFHEG00000004751	Fundulus_heteroclitus
ENSXMAP00000006795	ENSXMAG00000006783	Xiphophorus_maculatus
ENSXCOP00000026735	ENSXCOG00000019969	Xiphophorus_couchianus
ENSGAFP00000027498	ENSGAFG00000018584	Gambusia_affinis
ENSPFOP00000001077	ENSPFOG00000000884	Poecilia_formosa
ENSPMEP00000005795	ENSPMEG00000000665	Poecilia_mexicana
ENSPLAP00000006861	ENSPLAG00000009122	Poecilia_latipinna
ENSPREP00000030293	ENSPREG00000020493	Poecilia_reticulata
ENSKMAP00000000783	ENSKMAG00000000579	Kryptolebias_marmoratus
ENSORLP00020019279	ENSORLG00020020309	Oryzias_latipes_ASM223471v1
ENSORLP00000037919	ENSORLG00000006296	Oryzias_latipes_ASM223467v1
ENSORLP00015018665	ENSORLG00015019826	Oryzias_latipes_ASM223469v1
ENSOMEP00000033843	ENSOMEG00000020090	Oryzias_melastigma
ENSGWIP00000033864	ENSGWIG00000016681	Gouania_willdenowi
ENSSDUP00000007309	ENSSDUG00000005364	Seriola_dumerili
ENSSLDP00000001592	ENSSLDG00000001049	Seriola_lalandi_dorsalis
ENSLCAP00010001909	ENSLCAG00010001065	Lates_calcarifer
ENSMALP00000027655	ENSMALG00000019202	Monopterus_albus
ENSMAMP00000021743	ENSMAMG00000014595	Mastacembelus_armatus
ENSMMOP00000014700	ENSMMOG00000011242	Mola_mola
ENSCGOP00000050502	ENSCGOG00000022415	Cottoperca_gobio
ENSLBEP00000029435	ENSLBEG00000022244	Labrus_bergylta
ENSLBEP00000030488	ENSLBEG00000023021	Labrus_bergylta
ENSLCRP00005020359	ENSLCRG00005008272	Larimichthys_crocea
ENSTRUP00000003576	ENSTRUG00000001562	Takifugu_rubripes
ENSTRUP00000056516	ENSTRUG00000022196	Takifugu_rubripes
ENSTNIP00000010820	ENSTNIG00000007998	Tetraodon_nigroviridis
ENSGACP00000023771	ENSGACG00000017991	Gasterosteus_aculeatus
ENSSMAP00000008357	ENSSMAG00000005127	Scophthalmus_maximus
ENSAPEP00000003656	ENSAPEG00000002635	Amphiprion_percula
ENSAOCP00000004301	ENSAOCG00000007693	Amphiprion_ocellaris
ENSAPOP00000022091	ENSAPOG00000003072	Acanthochromis_polyacanthus
ENSSPAP00000009762	ENSSPAG00000007431	Stegastes_partitus
ENSPRNP00000002889	ENSPRNG00000001721	Parambassis_ranga
ENSATEP00000020367	ENSATEG00000014187	Anabas_testudineus
ENSATEP00000019782	ENSATEG00000013770	Anabas_testudineus
ENSBSLP00000036305	ENSBSLG00000016460	Betta_splendens
ENSMZEP00005005020	ENSMZEG00005003866	Maylandia_zebra
ENSACLP00000036292	ENSACLG00000024582	Astatotilapia_calliptera
ENSPNYP00000026177	ENSPNYG00000019725	Pundamilia_nyererei
ENSHBUP00000011053	ENSHBUG00000012696	Haplochromis_burtoni
ENSNBRP00000001019	ENSNBRG00000000845	Neolamprologus_brichardi
ENSONIP00000001848	ENSONIG00000001471	Oreochromis_niloticus
ENSACIP00000004437	ENSACIG00000003508	Amphilophus_citrinellus
ENSPMGP00000021292	ENSPMGG00000016581	Periophthalmus_magnuspinnatus
ENSGMOP00000019475	ENSGMOG00000018096	Gadus_morhua
ENSHHUP00000052133	ENSHHUG00000031258	Hucho_hucho
ENSELUP00000037933	ENSELUG00000017762	Esox_lucius
ENSVURP00010003730	ENSVURG00010002990	Vombatus_ursinus
ENSPCIP00000041946	ENSPCIG00000030609	Phascolarctos_cinereus
ENSMEUP00000003067	ENSMEUG00000003354	Notamacropus_eugenii
ENSSHAP00000002447	ENSSHAG00000002166	Sarcophilus_harrisii
ENSMODP00000034906	ENSMODG00000010656	Monodelphis_domestica
ENSSARP00000009352	ENSSARG00000010348	Sorex_araneus
ENSDORP00000004941	ENSDORG00000005280	Dipodomys_ordii
