ENSAHAP00000010472	ENSAHAG00000007591	Apteryx_haastii
ENSNBRP00000015163	ENSNBRG00000011750	Neolamprologus_brichardi
ENSTGEP00000020622	ENSTGEG00000016465	Theropithecus_gelada
ENSPMEP00000010557	ENSPMEG00000012579	Poecilia_mexicana
ENSMPUP00000009434	ENSMPUG00000009510	Mustela_putorius_furo
ENSMLEP00000039710	ENSMLEG00000043871	Mandrillus_leucophaeus
ENSCATP00000006843	ENSCATG00000020836	Cercocebus_atys
ENSMGAP00000010260	ENSMGAG00000009878	Meleagris_gallopavo
ENSSHAP00000021570	ENSSHAG00000018271	Sarcophilus_harrisii
ENSMLUP00000006934	ENSMLUG00000007577	Myotis_lucifugus
ENSTRUP00000039304	ENSTRUG00000015381	Takifugu_rubripes
ENSPMJP00000001283	ENSPMJG00000001065	Parus_major
ENSATEP00000010175	ENSATEG00000007145	Anabas_testudineus	ENSATET00000010353
ENSRBIP00000000875	ENSRBIG00000004344	Rhinopithecus_bieti
ENSMAMP00000003962	ENSMAMG00000002645	Mastacembelus_armatus
ENSPVAP00000004104	ENSPVAG00000004334	Pteropus_vampyrus
ENSFDAP00000007081	ENSFDAG00000015683	Fukomys_damarensis
ENSMMMP00000028315	ENSMMMG00000024675	Marmota_marmota_marmota
ENSACIP00000007474	ENSACIG00000005832	Amphilophus_citrinellus	ENSACIT00000007692
ENSUPAP00010013481	ENSUPAG00010010896	Urocitellus_parryii
ENSGAGP00000004832	ENSGAGG00000003966	Gopherus_agassizii
ENSEASP00005024562	ENSEASG00005016689	Equus_asinus_asinus
ENSRNOP00000073742	ENSRNOG00000003428	Rattus_norvegicus
ENSPSMP00000006591	ENSPSMG00000004957	Prolemur_simus
ENSNLEP00000040775	ENSNLEG00000007716	Nomascus_leucogenys
ENSMUSP00000143302	ENSMUSG00000029291	Mus_musculus_strain_reference_(CL57BL6)
ENSMAUP00000015652	ENSMAUG00000015042	Mesocricetus_auratus
ENSCAFP00000055078	ENSCAFG00000002918	Canis_lupus_familiaris
ENSSARP00000008197	ENSSARG00000009050	Sorex_araneus
ENSPMAP00000005395	ENSPMAG00000004904	Petromyzon_marinus
ENSAPLP00000015745	ENSAPLG00000015819	Anas_platyrhynchos_platyrhynchos
ENSBSLP00000039237	ENSBSLG00000019126	Betta_splendens
ENSRROP00000033862	ENSRROG00000040468	Rhinopithecus_roxellana
ENSPCIP00000000802	ENSPCIG00000000666	Phascolarctos_cinereus
ENSLACP00000008896	ENSLACG00000007858	Latimeria_chalumnae
ENSSSCP00000021303	ENSSSCG00000025514	Sus_scrofa_strain_reference
ENSXCOP00000014484	ENSXCOG00000010986	Xiphophorus_couchianus	ENSXCOT00000014669
ENSMSIP00000020147	ENSMSIG00000017109	Mus_spicilegus
