ENSDCDP00000020488	ENSDCDG00000016296	Denticeps_clupeoides
ENSCHAP00000027640	ENSCHAG00000013391	Clupea_harengus
ENSAMXP00005027894	ENSAMXG00005013938	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051955	ENSAMXG00000021254	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000030119	ENSPNAG00000016687	Pygocentrus_nattereri
ENSEEEP00000004948	ENSEEEG00000002578	Electrophorus_electricus
ENSIPUP00000037215	ENSIPUG00000024907	Ictalurus_punctatus
ENSELUP00000013450	ENSELUG00000013574	Esox_lucius
ENSHHUP00000049886	ENSHHUG00000030118	Hucho_hucho
ENSTRUP00000011062	ENSTRUG00000004656	Takifugu_rubripes
ENSTNIP00000008009	ENSTNIG00000005326	Tetraodon_nigroviridis
ENSCSEP00000031511	ENSCSEG00000020181	Cynoglossus_semilaevis
ENSMMOP00000027889	ENSMMOG00000021079	Mola_mola
ENSLBEP00000028585	ENSLBEG00000021639	Labrus_bergylta
ENSCGOP00000023211	ENSCGOG00000011068	Cottoperca_gobio
ENSGACP00000023529	ENSGACG00000017805	Gasterosteus_aculeatus
ENSBSLP00000034514	ENSBSLG00000016680	Betta_splendens
ENSAOCP00000020798	ENSAOCG00000000214	Amphiprion_ocellaris
ENSAPEP00000004657	ENSAPEG00000003343	Amphiprion_percula
ENSAPOP00000016354	ENSAPOG00000019519	Acanthochromis_polyacanthus
ENSSPAP00000013993	ENSSPAG00000010566	Stegastes_partitus
ENSSMAP00000028723	ENSSMAG00000017574	Scophthalmus_maximus
ENSLCRP00005064620	ENSLCRG00005023636	Larimichthys_crocea
ENSMAMP00000008397	ENSMAMG00000005687	Mastacembelus_armatus
ENSATEP00000000223	ENSATEG00000000158	Anabas_testudineus
ENSGAFP00000006706	ENSGAFG00000004526	Gambusia_affinis
ENSXCOP00000006727	ENSXCOG00000005202	Xiphophorus_couchianus
ENSXMAP00000002241	ENSXMAG00000002239	Xiphophorus_maculatus
ENSPLAP00000017423	ENSPLAG00000021819	Poecilia_latipinna
ENSPMEP00000008613	ENSPMEG00000000207	Poecilia_mexicana
ENSPFOP00000002969	ENSPFOG00000002891	Poecilia_formosa
ENSPREP00000007801	ENSPREG00000005322	Poecilia_reticulata
ENSFHEP00000028708	ENSFHEG00000013020	Fundulus_heteroclitus
ENSCVAP00000012632	ENSCVAG00000015104	Cyprinodon_variegatus
ENSKMAP00000019870	ENSKMAG00000014752	Kryptolebias_marmoratus
ENSORLP00020008701	ENSORLG00020009610	Oryzias_latipes_ASM223471v1
ENSORLP00015021658	ENSORLG00015023267	Oryzias_latipes_ASM223469v1
ENSORLP00000026395	ENSORLG00000011697	Oryzias_latipes_ASM223467v1
ENSOMEP00000034338	ENSOMEG00000020948	Oryzias_melastigma
ENSMZEP00005022065	ENSMZEG00005016546	Maylandia_zebra
ENSHBUP00000004190	ENSHBUG00000005500	Haplochromis_burtoni
ENSPNYP00000013913	ENSPNYG00000010532	Pundamilia_nyererei
ENSACLP00000037100	ENSACLG00000025105	Astatotilapia_calliptera
ENSONIP00000005162	ENSONIG00000004096	Oreochromis_niloticus
ENSACIP00000030968	ENSACIG00000023957	Amphilophus_citrinellus
ENSPRNP00000008034	ENSPRNG00000004796	Parambassis_ranga
ENSMALP00000009614	ENSMALG00000006831	Monopterus_albus
ENSSLDP00000018327	ENSSLDG00000014415	Seriola_lalandi_dorsalis
ENSSDUP00000026835	ENSSDUG00000019437	Seriola_dumerili
ENSLCAP00010060509	ENSLCAG00010028170	Lates_calcarifer
ENSGWIP00000020702	ENSGWIG00000011207	Gouania_willdenowi
ENSPMGP00000017028	ENSPMGG00000013948	Periophthalmus_magnuspinnatus
ENSGMOP00000014268	ENSGMOG00000013332	Gadus_morhua
ENSPKIP00000007385	ENSPKIG00000023292	Paramormyrops_kingsleyae
ENSSFOP00015027860	ENSSFOG00015017869	Scleropages_formosus
ENSSFOP00015008676	ENSSFOG00015005669	Scleropages_formosus
ENSCPGP00000021067	ENSCPGG00000014711	Calidris_pygmaea	ENSCPGT00000023078
ENSCPUP00000026125	ENSCPUG00000017600	Calidris_pugnax	ENSCPUT00000030790
ENSMUNP00000005412	ENSMUNG00000004460	Melopsittacus_undulatus
ENSABRP00000016261	ENSABRG00000014267	Anser_brachyrhynchus
ENSAPLP00000007642	ENSAPLG00000008012	Anas_platyrhynchos_platyrhynchos
ENSGALP00000025024	ENSGALG00000015551	Gallus_gallus
ENSCJPP00005001169	ENSCJPG00005001233	Coturnix_japonica
ENSMGAP00000000629	ENSMGAG00000001194	Meleagris_gallopavo
ENSNMEP00000008527	ENSNMEG00000008315	Numida_meleagris
ENSZALP00000012692	ENSZALG00000010610	Zonotrichia_albicollis	ENSZALT00000017377
ENSSCAP00000007528	ENSSCAG00000005801	Serinus_canaria	ENSSCAT00000008539
ENSLSDP00000007250	ENSLSDG00000005448	Lonchura_striata_domestica
ENSTGUP00000000673	ENSTGUG00000000661	Taeniopygia_guttata
ENSFALP00000002123	ENSFALG00000002043	Ficedula_albicollis
ENSPMJP00000007418	ENSPMJG00000006124	Parus_major
ENSCCEP00000002341	ENSCCEG00000002621	Cyanistes_caeruleus
ENSLCOP00000005799	ENSLCOG00000004305	Lepidothrix_coronata
ENSMVIP00005026958	ENSMVIG00005018774	Manacus_vitellinus
ENSAOWP00000016423	ENSAOWG00000011186	Apteryx_owenii
ENSAHAP00000012158	ENSAHAG00000008790	Apteryx_haastii
ENSARWP00000012357	ENSARWG00000008545	Apteryx_rowi
ENSDNVP00000023792	ENSDNVG00000016529	Dromaius_novaehollandiae
ENSNPEP00000015102	ENSNPEG00000011248	Nothoprocta_perdicaria
ENSCPRP00005021476	ENSCPRG00005014922	Crocodylus_porosus
ENSGAGP00000019577	ENSGAGG00000014434	Gopherus_agassizii
ENSCABP00000024511	ENSCABG00000018046	Chelonoidis_abingdonii
ENSCPBP00000012584	ENSCPBG00000009489	Chrysemys_picta_bellii
ENSPSIP00000014493	ENSPSIG00000012925	Pelodiscus_sinensis
ENSPVIP00000020962	ENSPVIG00000015954	Pogona_vitticeps
ENSACAP00000010837	ENSACAG00000011011	Anolis_carolinensis
ENSNSUP00000014932	ENSNSUG00000011046	Notechis_scutatus
ENSSMRP00000026814	ENSSMRG00000020703	Salvator_merianae
ENSSPUP00000010731	ENSSPUG00000008248	Sphenodon_punctatus
ENSPCIP00000012698	ENSPCIG00000010107	Phascolarctos_cinereus
ENSMEUP00000007306	ENSMEUG00000008004	Notamacropus_eugenii
ENSVURP00010004002	ENSVURG00010003179	Vombatus_ursinus
ENSMODP00000018049	ENSMODG00000014442	Monodelphis_domestica
ENSSHAP00000011927	ENSSHAG00000010234	Sarcophilus_harrisii
ENSOARP00000007999	ENSOARG00000007440	Ovis_aries
ENSCHIP00000032421	ENSCHIG00000026387	Capra_hircus
ENSBBBP00000020744	ENSBBBG00000014421	Bison_bison_bison
ENSBMUP00000024672	ENSBMUG00000018548	Bos_mutus
