ENSCPBP00000017935	ENSCPBG00000013117	Chrysemys_picta_bellii
ENSGAGP00000005589	ENSGAGG00000004540	Gopherus_agassizii
ENSNMEP00000022125	ENSNMEG00000018932	Numida_meleagris
ENSGALP00000068400	ENSGALG00000051143	Gallus_gallus
ENSCCEP00000024759	ENSCCEG00000021969	Cyanistes_caeruleus
ENSPMJP00000016991	ENSPMJG00000012800	Parus_major
ENSZALP00000021526	ENSZALG00000016852	Zonotrichia_albicollis
ENSJHYP00000001090	ENSJHYG00000000957	Junco_hyemalis
ENSLSDP00000013693	ENSLSDG00000009925	Lonchura_striata_domestica
ENSLCOP00000015787	ENSLCOG00000011273	Lepidothrix_coronata
ENSCPGP00000008683	ENSCPGG00000006157	Calidris_pygmaea
ENSDNVP00000004519	ENSDNVG00000003210	Dromaius_novaehollandiae
ENSGAGP00000016345	ENSGAGG00000012244	Gopherus_agassizii
ENSCABP00000006793	ENSCABG00000005143	Chelonoidis_abingdonii
ENSSMRP00000014050	ENSSMRG00000010938	Salvator_merianae
ENSPVIP00000029052	ENSPVIG00000021456	Pogona_vitticeps
ENSAOCP00000004631	ENSAOCG00000008053	Amphiprion_ocellaris
ENSPREP00000016336	ENSPREG00000011056	Poecilia_reticulata
ENSPMGP00000028120	ENSPMGG00000022634	Periophthalmus_magnuspinnatus
