ENSABRP00000003392	ENSABRG00000003208	Anser_brachyrhynchus
ENSAPLP00000022102	ENSAPLG00000010071	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000013596	ENSMGAG00000012892	Meleagris_gallopavo
ENSGALP00000046091	ENSGALG00000030209	Gallus_gallus
ENSCJPP00005023391	ENSCJPG00005018559	Coturnix_japonica
ENSNMEP00000022526	ENSNMEG00000019291	Numida_meleagris
ENSLCOP00000010911	ENSLCOG00000007928	Lepidothrix_coronata
ENSMVIP00005004702	ENSMVIG00005003626	Manacus_vitellinus
ENSTGUP00000014903	ENSTGUG00000014525	Taeniopygia_guttata
ENSTGUP00000010639	ENSTGUG00000010292	Taeniopygia_guttata
ENSLSDP00000015455	ENSLSDG00000011120	Lonchura_striata_domestica
ENSPMJP00000022175	ENSPMJG00000016439	Parus_major
ENSCCEP00000026194	ENSCCEG00000023069	Cyanistes_caeruleus
ENSJHYP00000005865	ENSJHYG00000004767	Junco_hyemalis
ENSZALP00000004843	ENSZALG00000004535	Zonotrichia_albicollis
ENSSCAP00000021637	ENSSCAG00000015543	Serinus_canaria
ENSFALP00000010116	ENSFALG00000009697	Ficedula_albicollis
ENSMUNP00000021426	ENSMUNG00000016180	Melopsittacus_undulatus
ENSCPGP00000011952	ENSCPGG00000008516	Calidris_pygmaea
ENSCPUP00000004270	ENSCPUG00000003179	Calidris_pugnax
ENSAOWP00000015392	ENSAOWG00000010487	Apteryx_owenii
ENSAHAP00000021883	ENSAHAG00000015382	Apteryx_haastii
ENSARWP00000007679	ENSARWG00000005358	Apteryx_rowi
ENSDNVP00000005904	ENSDNVG00000004227	Dromaius_novaehollandiae
ENSNPEP00000002553	ENSNPEG00000001969	Nothoprocta_perdicaria
ENSCPRP00005004228	ENSCPRG00005003114	Crocodylus_porosus
ENSGAGP00000031632	ENSGAGG00000022719	Gopherus_agassizii
ENSCABP00000026581	ENSCABG00000019519	Chelonoidis_abingdonii
ENSCPBP00000036019	ENSCPBG00000025049	Chrysemys_picta_bellii
ENSPSIP00000016427	ENSPSIG00000014536	Pelodiscus_sinensis
ENSPSIP00000005681	ENSPSIG00000005289	Pelodiscus_sinensis
ENSSPUP00000003401	ENSSPUG00000002585	Sphenodon_punctatus
ENSACAP00000012088	ENSACAG00000012204	Anolis_carolinensis
ENSACAP00000021174	ENSACAG00000025987	Anolis_carolinensis
ENSPVIP00000017257	ENSPVIG00000013295	Pogona_vitticeps
ENSNSUP00000006360	ENSNSUG00000005065	Notechis_scutatus	ENSNSUT00000006834
ENSSMRP00000030550	ENSSMRG00000023416	Salvator_merianae
ENSPCIP00000031830	ENSPCIG00000023623	Phascolarctos_cinereus
ENSVURP00010028484	ENSVURG00010021800	Vombatus_ursinus
ENSMEUP00000005031	ENSMEUG00000005509	Notamacropus_eugenii
ENSSHAP00000006098	ENSSHAG00000005307	Sarcophilus_harrisii
ENSSHAP00000002672	ENSSHAG00000002362	Sarcophilus_harrisii
ENSMODP00000003905	ENSMODG00000003209	Monodelphis_domestica
ENSPANP00000018424	ENSPANG00000017849	Papio_anubis
ENSTGEP00000029074	ENSTGEG00000023378	Theropithecus_gelada
ENSMLEP00000024175	ENSMLEG00000036244	Mandrillus_leucophaeus
ENSCATP00000003317	ENSCATG00000013066	Cercocebus_atys
ENSMMUP00000008203	ENSMMUG00000006237	Macaca_mulatta
ENSMNEP00000014660	ENSMNEG00000031483	Macaca_nemestrina
ENSMFAP00000039397	ENSMFAG00000045903	Macaca_fascicularis
ENSCSAP00000012024	ENSCSAG00000015954	Chlorocebus_sabaeus
ENSCANP00000004583	ENSCANG00000015772	Colobus_angolensis_palliatus
ENSPTEP00000030196	ENSPTEG00000029468	Piliocolobus_tephrosceles
ENSRBIP00000015243	ENSRBIG00000031707	Rhinopithecus_bieti
ENSRROP00000009920	ENSRROG00000029378	Rhinopithecus_roxellana
ENSPTRP00000027405	ENSPTRG00000015909	Pan_troglodytes
ENSPPAP00000026265	ENSPPAG00000036243	Pan_paniscus
ENSP00000354255	ENSG00000109625	Homo_sapiens
ENSGGOP00000026411	ENSGGOG00000008061	Gorilla_gorilla
ENSPPYP00000016268	ENSPPYG00000014560	Pongo_abelii
ENSSBOP00000012613	ENSSBOG00000023106	Saimiri_boliviensis_boliviensis
ENSCCAP00000040221	ENSCCAG00000037917	Cebus_capucinus_imitator
ENSCJAP00000040020	ENSCJAG00000021495	Callithrix_jacchus
ENSANAP00000036226	ENSANAG00000035632	Aotus_nancymaae
ENSTSYP00000016885	ENSTSYG00000036244	Carlito_syrichta
ENSPSMP00000012899	ENSPSMG00000009284	Prolemur_simus
