ENSLSDP00000008587	ENSLSDG00000006401	Lonchura_striata_domestica
ENSMOCP00000008601	ENSMOCG00000008608	Microtus_ochrogaster
ENSCLAP00000023642	ENSCLAG00000016219	Chinchilla_lanigera
ENSNPEP00000016767	ENSNPEG00000012473	Nothoprocta_perdicaria
ENSOARP00000009252	ENSOARG00000008625	Ovis_aries
ENSVPAP00000002376	ENSVPAG00000002574	Vicugna_pacos
ENSPTEP00000034826	ENSPTEG00000032994	Piliocolobus_tephrosceles
ENSCANP00000004874	ENSCANG00000016910	Colobus_angolensis_palliatus
ENSMALP00000008454	ENSMALG00000005917	Monopterus_albus
ENSFCAP00000012189	ENSFCAG00000013142	Felis_catus
ENSMICP00000018065	ENSMICG00000028409	Microcebus_murinus
ENSHGLP00100001284	ENSHGLG00100001018	Heterocephalus_glaber_HetGla_1.0
ENSXCOP00000024282	ENSXCOG00000018133	Xiphophorus_couchianus
ENSCPUP00000021101	ENSCPUG00000014417	Calidris_pugnax
ENSBMUP00000016697	ENSBMUG00000012659	Bos_mutus
ENSPTRP00000071165	ENSPTRG00000047778	Pan_troglodytes
ENSLCOP00000017414	ENSLCOG00000012324	Lepidothrix_coronata
ENSCCNP00000009769	ENSCCNG00000010300	Castor_canadensis
ENSCHAP00000001480	ENSCHAG00000001042	Clupea_harengus
ENSSPAP00000013620	ENSSPAG00000010318	Stegastes_partitus
ENSSCAP00000008882	ENSSCAG00000006750	Serinus_canaria
ENSABRP00000014886	ENSABRG00000013103	Anser_brachyrhynchus
ENSTRUP00000000387	ENSTRUG00000000184	Takifugu_rubripes
ENSLCRP00005006877	ENSLCRG00005003440	Larimichthys_crocea
ENSCGRP00000001115	ENSCGRG00000000868	Cricetulus_griseus_CriGri_1.0
ENSDNOP00000020330	ENSDNOG00000033258	Dasypus_novemcinctus
ENSBTAP00000005528	ENSBTAG00000004219	Bos_taurus
ENSPCOP00000001398	ENSPCOG00000004435	Propithecus_coquereli
ENSRBIP00000005869	ENSRBIG00000025306	Rhinopithecus_bieti
ENSTGEP00000014351	ENSTGEG00000011646	Theropithecus_gelada
ENSVVUP00000033119	ENSVVUG00000023952	Vulpes_vulpes
