ENSCPBP00000035431	ENSCPBG00000024685	Chrysemys_picta_bellii
ENSCABP00000009152	ENSCABG00000006870	Chelonoidis_abingdonii
ENSPSIP00000005183	ENSPSIG00000004826	Pelodiscus_sinensis
ENSCPRP00005015666	ENSCPRG00005010967	Crocodylus_porosus
ENSTGUP00000015044	ENSTGUG00000014680	Taeniopygia_guttata
ENSSCAP00000013284	ENSSCAG00000009862	Serinus_canaria
ENSCCEP00000005922	ENSCCEG00000006444	Cyanistes_caeruleus
ENSLSDP00000018658	ENSLSDG00000013315	Lonchura_striata_domestica
ENSJHYP00000006047	ENSJHYG00000004909	Junco_hyemalis
ENSPMJP00000025332	ENSPMJG00000018561	Parus_major
ENSFALP00000011542	ENSFALG00000011060	Ficedula_albicollis
ENSLCOP00000010710	ENSLCOG00000007782	Lepidothrix_coronata
ENSMVIP00005006248	ENSMVIG00005004768	Manacus_vitellinus
ENSMUNP00000021829	ENSMUNG00000016440	Melopsittacus_undulatus
ENSNPEP00000021408	ENSNPEG00000015879	Nothoprocta_perdicaria
ENSMGAP00000010862	ENSMGAG00000010465	Meleagris_gallopavo
ENSGALP00000052289	ENSGALG00000030931	Gallus_gallus
ENSCJPP00005008507	ENSCJPG00005007583	Coturnix_japonica
ENSNMEP00000013606	ENSNMEG00000012374	Numida_meleagris
ENSABRP00000025044	ENSABRG00000021023	Anser_brachyrhynchus
ENSAPLP00000016822	ENSAPLG00000028154	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000019978	ENSCPGG00000013999	Calidris_pygmaea
ENSCPUP00000006698	ENSCPUG00000004851	Calidris_pugnax
ENSARWP00000005526	ENSARWG00000003943	Apteryx_rowi
ENSAOWP00000014995	ENSAOWG00000010220	Apteryx_owenii
ENSAHAP00000004762	ENSAHAG00000003689	Apteryx_haastii
ENSDNVP00000022297	ENSDNVG00000015504	Dromaius_novaehollandiae
ENSAPLP00000003944	ENSAPLG00000004430	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000023418	ENSAPLG00000026036	Anas_platyrhynchos_platyrhynchos
ENSZALP00000020497	ENSZALG00000016110	Zonotrichia_albicollis
ENSGAGP00000006814	ENSGAGG00000005493	Gopherus_agassizii
ENSACAP00000008508	ENSACAG00000008620	Anolis_carolinensis
ENSPVIP00000004639	ENSPVIG00000003776	Pogona_vitticeps
ENSNSUP00000004172	ENSNSUG00000003106	Notechis_scutatus
ENSSMRP00000019333	ENSSMRG00000015062	Salvator_merianae
ENSMLUP00000014816	ENSMLUG00000016261	Myotis_lucifugus
ENSEEUP00000001294	ENSEEUG00000001437	Erinaceus_europaeus
ENSPPAP00000036077	ENSPPAG00000040827	Pan_paniscus
ENSPTRP00000073790	ENSPTRG00000012098	Pan_troglodytes
ENSGGOP00000006190	ENSGGOG00000006327	Gorilla_gorilla
ENSP00000258080	ENSG00000115317	Homo_sapiens
ENSPPYP00000013676	ENSPPYG00000012266	Pongo_abelii
ENSNLEP00000039701	ENSNLEG00000034567	Nomascus_leucogenys
ENSMFAP00000021321	ENSMFAG00000035578	Macaca_fascicularis
ENSMMUP00000073066	ENSMMUG00000002136	Macaca_mulatta
ENSMNEP00000043696	ENSMNEG00000044494	Macaca_nemestrina
ENSCSAP00000011821	ENSCSAG00000015736	Chlorocebus_sabaeus
ENSTGEP00000021923	ENSTGEG00000017709	Theropithecus_gelada
ENSPANP00000007613	ENSPANG00000025370	Papio_anubis
ENSMLEP00000002692	ENSMLEG00000011107	Mandrillus_leucophaeus
ENSCATP00000029294	ENSCATG00000037890	Cercocebus_atys
ENSRROP00000037379	ENSRROG00000042112	Rhinopithecus_roxellana
ENSRBIP00000025704	ENSRBIG00000036731	Rhinopithecus_bieti
ENSCANP00000005148	ENSCANG00000017653	Colobus_angolensis_palliatus
ENSPTEP00000038826	ENSPTEG00000036015	Piliocolobus_tephrosceles
ENSSBOP00000011890	ENSSBOG00000022781	Saimiri_boliviensis_boliviensis
ENSCCAP00000016631	ENSCCAG00000026105	Cebus_capucinus_imitator
ENSCJAP00000079070	ENSCJAG00000017285	Callithrix_jacchus
ENSANAP00000020771	ENSANAG00000028173	Aotus_nancymaae
ENSTSYP00000034124	ENSTSYG00000031782	Carlito_syrichta
ENSPCOP00000023190	ENSPCOG00000023730	Propithecus_coquereli
ENSPSMP00000029503	ENSPSMG00000020490	Prolemur_simus
ENSMICP00000005707	ENSMICG00000006256	Microcebus_murinus
ENSOGAP00000017694	ENSOGAG00000027436	Otolemur_garnettii
ENSCCNP00000003253	ENSCCNG00000003446	Castor_canadensis
ENSDORP00000012866	ENSDORG00000013684	Dipodomys_ordii
ENSSDAP00000020031	ENSSDAG00000018007	Spermophilus_dauricus
