ENSAOWP00000018332	ENSAOWG00000012504	Apteryx_owenii
ENSARWP00000025804	ENSARWG00000017524	Apteryx_rowi
ENSAHAP00000005318	ENSAHAG00000004135	Apteryx_haastii
ENSDNVP00000005805	ENSDNVG00000004158	Dromaius_novaehollandiae
ENSNPEP00000018599	ENSNPEG00000013865	Nothoprocta_perdicaria
ENSLSDP00000009525	ENSLSDG00000007080	Lonchura_striata_domestica
ENSLSDP00000009536	ENSLSDG00000007086	Lonchura_striata_domestica
ENSSCAP00000011261	ENSSCAG00000008478	Serinus_canaria
ENSJHYP00000006295	ENSJHYG00000005075	Junco_hyemalis
ENSZALP00000012601	ENSZALG00000010556	Zonotrichia_albicollis
ENSPMJP00000003945	ENSPMJG00000003427	Parus_major
ENSLCOP00000006586	ENSLCOG00000004895	Lepidothrix_coronata
ENSCPGP00000025337	ENSCPGG00000017477	Calidris_pygmaea
ENSMUNP00000002823	ENSMUNG00000002384	Melopsittacus_undulatus
ENSNMEP00000003859	ENSNMEG00000004367	Numida_meleagris
ENSABRP00000013584	ENSABRG00000012062	Anser_brachyrhynchus
ENSAPLP00000003114	ENSAPLG00000003619	Anas_platyrhynchos_platyrhynchos
ENSGALP00000070396	ENSGALG00000032658	Gallus_gallus
ENSFALP00000010014	ENSFALG00000009606	Ficedula_albicollis
ENSFALP00000010005	ENSFALG00000009596	Ficedula_albicollis
ENSMGAP00000011321	ENSMGAG00000010863	Meleagris_gallopavo
ENSCJPP00005024126	ENSCJPG00005019038	Coturnix_japonica
ENSCPUP00000000957	ENSCPUG00000000748	Calidris_pugnax
ENSTGUP00000002158	ENSTGUG00000002092	Taeniopygia_guttata
ENSCPRP00005000119	ENSCPRG00005000131	Crocodylus_porosus
ENSGAGP00000021691	ENSGAGG00000015887	Gopherus_agassizii
ENSGAGP00000000606	ENSGAGG00000000491	Gopherus_agassizii
ENSCABP00000006948	ENSCABG00000005266	Chelonoidis_abingdonii
