ENSCHAP00000044337	ENSCHAG00000020625	Clupea_harengus
ENSDCDP00000029363	ENSDCDG00000020880	Denticeps_clupeoides
ENSAMXP00005057305	ENSAMXG00005025313	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000002112	ENSAMXG00000002055	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000013352	ENSPNAG00000019179	Pygocentrus_nattereri
ENSIPUP00000018528	ENSIPUG00000012603	Ictalurus_punctatus
ENSEEEP00000013640	ENSEEEG00000006814	Electrophorus_electricus
ENSDARP00000143589	ENSDARG00000095034	Danio_rerio
ENSATEP00000017951	ENSATEG00000012457	Anabas_testudineus
ENSBSLP00000042463	ENSBSLG00000020387	Betta_splendens
ENSMALP00000001318	ENSMALG00000000960	Monopterus_albus
ENSCGOP00000051143	ENSCGOG00000022641	Cottoperca_gobio
ENSGACP00000003725	ENSGACG00000002842	Gasterosteus_aculeatus
ENSLBEP00000020608	ENSLBEG00000015838	Labrus_bergylta
ENSTNIP00000013010	ENSTNIG00000010112	Tetraodon_nigroviridis
ENSTRUP00000027536	ENSTRUG00000010899	Takifugu_rubripes
ENSMMOP00000004361	ENSMMOG00000003472	Mola_mola
ENSLCRP00005003987	ENSLCRG00005001999	Larimichthys_crocea
ENSMAMP00000034338	ENSMAMG00000023074	Mastacembelus_armatus
ENSSDUP00000018807	ENSSDUG00000013707	Seriola_dumerili
ENSSLDP00000007843	ENSSLDG00000006208	Seriola_lalandi_dorsalis
ENSLCAP00010030313	ENSLCAG00010014261	Lates_calcarifer
ENSSMAP00000025735	ENSSMAG00000015730	Scophthalmus_maximus
ENSAOCP00000024045	ENSAOCG00000010611	Amphiprion_ocellaris
ENSAPEP00000030211	ENSAPEG00000021445	Amphiprion_percula
ENSAPOP00000016575	ENSAPOG00000019747	Acanthochromis_polyacanthus
ENSSPAP00000028865	ENSSPAG00000021704	Stegastes_partitus
ENSPRNP00000024326	ENSPRNG00000012391	Parambassis_ranga
ENSFHEP00000015979	ENSFHEG00000017626	Fundulus_heteroclitus
ENSCVAP00000000266	ENSCVAG00000001117	Cyprinodon_variegatus
ENSPFOP00000011127	ENSPFOG00000011107	Poecilia_formosa
ENSPREP00000027324	ENSPREG00000018469	Poecilia_reticulata
ENSPLAP00000031719	ENSPLAG00000023846	Poecilia_latipinna
ENSPMEP00000014123	ENSPMEG00000016522	Poecilia_mexicana
ENSXCOP00000001367	ENSXCOG00000001110	Xiphophorus_couchianus
ENSXMAP00000010703	ENSXMAG00000010687	Xiphophorus_maculatus
ENSGAFP00000011415	ENSGAFG00000007724	Gambusia_affinis
ENSKMAP00000010184	ENSKMAG00000007631	Kryptolebias_marmoratus
ENSORLP00000010281	ENSORLG00000008188	Oryzias_latipes_ASM223467v1
ENSORLP00020030912	ENSORLG00020015696	Oryzias_latipes_ASM223471v1
ENSORLP00015014909	ENSORLG00015015826	Oryzias_latipes_ASM223469v1
ENSOMEP00000008070	ENSOMEG00000009227	Oryzias_melastigma
ENSPNYP00000002745	ENSPNYG00000002130	Pundamilia_nyererei
ENSACLP00000037826	ENSACLG00000025537	Astatotilapia_calliptera
ENSNBRP00000031116	ENSNBRG00000023629	Neolamprologus_brichardi
ENSHBUP00000017323	ENSHBUG00000019408	Haplochromis_burtoni
ENSMZEP00005028994	ENSMZEG00005021630	Maylandia_zebra
ENSONIP00000017888	ENSONIG00000014231	Oreochromis_niloticus
ENSACIP00000029254	ENSACIG00000022647	Amphilophus_citrinellus
ENSGWIP00000049233	ENSGWIG00000024033	Gouania_willdenowi
ENSCSEP00000022502	ENSCSEG00000014341	Cynoglossus_semilaevis
ENSPMGP00000011757	ENSPMGG00000009727	Periophthalmus_magnuspinnatus
ENSHCOP00000006408	ENSHCOG00000008222	Hippocampus_comes
ENSGMOP00000018219	ENSGMOG00000016953	Gadus_morhua
ENSHHUP00000062280	ENSHHUG00000036826	Hucho_hucho
ENSHHUP00000014218	ENSHHUG00000008792	Hucho_hucho
ENSELUP00000030468	ENSELUG00000007690	Esox_lucius
