ENSPVAP00000013279	ENSPVAG00000014081	Pteropus_vampyrus
ENSMLUP00000011977	ENSMLUG00000013153	Myotis_lucifugus
ENSECAP00000035923	ENSECAG00000018169	Equus_caballus
ENSEASP00005017414	ENSEASG00005012054	Equus_asinus_asinus
ENSUAMP00000004090	ENSUAMG00000003741	Ursus_americanus
ENSUMAP00000025403	ENSUMAG00000018518	Ursus_maritimus
ENSAMEP00000018397	ENSAMEG00000017412	Ailuropoda_melanoleuca
ENSMPUP00000000552	ENSMPUG00000000558	Mustela_putorius_furo
ENSNVIP00000024783	ENSNVIG00000019201	Neovison_vison
ENSCAFP00000043047	ENSCAFG00000009527	Canis_lupus_familiaris
ENSCAFP00020016557	ENSCAFG00020013260	Canis_lupus_dingo
ENSVVUP00000006533	ENSVVUG00000005050	Vulpes_vulpes
ENSFCAP00000021416	ENSFCAG00000030069	Felis_catus
ENSPPRP00000021218	ENSPPRG00000012144	Panthera_pardus
ENSCHIP00000004253	ENSCHIG00000008467	Capra_hircus
ENSOARP00000019503	ENSOARG00000018168	Ovis_aries
ENSBIXP00005042883	ENSBIXG00005026423	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000027539	ENSBIXG00000008403	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000067080	ENSBTAG00000005980	Bos_taurus
ENSBMUP00000026419	ENSBMUG00000019854	Bos_mutus
ENSSSCP00000001092	ENSSSCG00000001021	Sus_scrofa_strain_reference
ENSTTRP00000016423	ENSTTRG00000017332	Tursiops_truncatus
ENSSARP00000000307	ENSSARG00000000341	Sorex_araneus
ENSBBBP00000004818	ENSBBBG00000013681	Bison_bison_bison
ENSEEUP00000005733	ENSEEUG00000006208	Erinaceus_europaeus
ENSPTRP00000086314	ENSPTRG00000017697	Pan_troglodytes
ENSPPAP00000027957	ENSPPAG00000037017	Pan_paniscus
ENSP00000369270	ENSG00000124782	Homo_sapiens
ENSGGOP00000004472	ENSGGOG00000004561	Gorilla_gorilla
ENSPPYP00000024282	ENSPPYG00000016204	Pongo_abelii
ENSNLEP00000037628	ENSNLEG00000011554	Nomascus_leucogenys
ENSTGEP00000018356	ENSTGEG00000014810	Theropithecus_gelada
ENSPANP00000013568	ENSPANG00000019553	Papio_anubis
ENSCATP00000042072	ENSCATG00000043662	Cercocebus_atys
ENSMLEP00000033557	ENSMLEG00000040965	Mandrillus_leucophaeus
ENSMMUP00000010323	ENSMMUG00000007852	Macaca_mulatta
ENSMFAP00000045432	ENSMFAG00000000389	Macaca_fascicularis
ENSMNEP00000030302	ENSMNEG00000038556	Macaca_nemestrina
ENSCSAP00000003641	ENSCSAG00000007376	Chlorocebus_sabaeus
