ENSCPBP00000011846	ENSCPBG00000008987	Chrysemys_picta_bellii
ENSCABP00000014051	ENSCABG00000010482	Chelonoidis_abingdonii
ENSNMEP00000007167	ENSNMEG00000007236	Numida_meleagris
ENSCPGP00000001488	ENSCPGG00000001137	Calidris_pygmaea
ENSCPUP00000016793	ENSCPUG00000011597	Calidris_pugnax
ENSAPLP00000021927	ENSAPLG00000018358	Anas_platyrhynchos_platyrhynchos
ENSABRP00000009805	ENSABRG00000008778	Anser_brachyrhynchus
ENSMVIP00005015757	ENSMVIG00005011329	Manacus_vitellinus
ENSSCAP00000008795	ENSSCAG00000006692	Serinus_canaria
ENSCJPP00005018805	ENSCJPG00005015273	Coturnix_japonica
ENSMUNP00000004425	ENSMUNG00000003680	Melopsittacus_undulatus
ENSAHAP00000009789	ENSAHAG00000007126	Apteryx_haastii
ENSAOWP00000015892	ENSAOWG00000010824	Apteryx_owenii
ENSARWP00000006731	ENSARWG00000004735	Apteryx_rowi
ENSCPRP00005011287	ENSCPRG00005008056	Crocodylus_porosus	ENSCPRT00005013316
ENSPVIP00000027731	ENSPVIG00000020595	Pogona_vitticeps
ENSPKIP00000033232	ENSPKIG00000013018	Paramormyrops_kingsleyae
