ENSPVIP00000020554	ENSPVIG00000015673	Pogona_vitticeps
ENSNSUP00000018935	ENSNSUG00000013812	Notechis_scutatus
ENSSMRP00000001388	ENSSMRG00000001220	Salvator_merianae
ENSSPUP00000006742	ENSSPUG00000005185	Sphenodon_punctatus
ENSAOWP00000016279	ENSAOWG00000011097	Apteryx_owenii
ENSARWP00000015497	ENSARWG00000010700	Apteryx_rowi
ENSAHAP00000015194	ENSAHAG00000010911	Apteryx_haastii
ENSNPEP00000013949	ENSNPEG00000010422	Nothoprocta_perdicaria
ENSDNVP00000011808	ENSDNVG00000008328	Dromaius_novaehollandiae
ENSNMEP00000005718	ENSNMEG00000005913	Numida_meleagris
ENSMGAP00000001331	ENSMGAG00000001824	Meleagris_gallopavo
ENSGALP00000001572	ENSGALG00000001051	Gallus_gallus
ENSPMJP00000000015	ENSPMJG00000000050	Parus_major
ENSCJPP00005020227	ENSCJPG00005016298	Coturnix_japonica
ENSAPLP00000016158	ENSAPLG00000016262	Anas_platyrhynchos_platyrhynchos
ENSABRP00000013587	ENSABRG00000012068	Anser_brachyrhynchus
ENSMVIP00005016425	ENSMVIG00005011804	Manacus_vitellinus
ENSLCOP00000001046	ENSLCOG00000000866	Lepidothrix_coronata
ENSLSDP00000023716	ENSLSDG00000016695	Lonchura_striata_domestica
ENSTGUP00000001132	ENSTGUG00000001098	Taeniopygia_guttata
ENSSCAP00000009214	ENSSCAG00000007039	Serinus_canaria
ENSJHYP00000000924	ENSJHYG00000000822	Junco_hyemalis
ENSFALP00000000447	ENSFALG00000000439	Ficedula_albicollis
ENSCCEP00000018287	ENSCCEG00000016783	Cyanistes_caeruleus
ENSMUNP00000011411	ENSMUNG00000008966	Melopsittacus_undulatus
ENSCPGP00000014164	ENSCPGG00000010027	Calidris_pygmaea
ENSCPUP00000024016	ENSCPUG00000016279	Calidris_pugnax
ENSCPRP00005024093	ENSCPRG00005016731	Crocodylus_porosus
ENSGAGP00000009282	ENSGAGG00000007336	Gopherus_agassizii
ENSCABP00000002206	ENSCABG00000001742	Chelonoidis_abingdonii
ENSCPBP00000036031	ENSCPBG00000025060	Chrysemys_picta_bellii
ENSPSIP00000008891	ENSPSIG00000008078	Pelodiscus_sinensis
ENSPCIP00000008370	ENSPCIG00000006938	Phascolarctos_cinereus
