ENSPVIP00000027071	ENSPVIG00000020141	Pogona_vitticeps
ENSACAP00000016738	ENSACAG00000016982	Anolis_carolinensis
ENSNSUP00000002425	ENSNSUG00000002024	Notechis_scutatus
ENSSMRP00000016154	ENSSMRG00000012566	Salvator_merianae
ENSSPUP00000018499	ENSSPUG00000014265	Sphenodon_punctatus
ENSCPGP00000004072	ENSCPGG00000003015	Calidris_pygmaea
ENSCPUP00000000316	ENSCPUG00000000269	Calidris_pugnax
ENSMUNP00000012033	ENSMUNG00000009485	Melopsittacus_undulatus
ENSLCOP00000022164	ENSLCOG00000015622	Lepidothrix_coronata
ENSMVIP00005004816	ENSMVIG00005003687	Manacus_vitellinus
ENSZALP00000000332	ENSZALG00000000382	Zonotrichia_albicollis
ENSJHYP00000015195	ENSJHYG00000011707	Junco_hyemalis
ENSSCAP00000012921	ENSSCAG00000009627	Serinus_canaria
ENSLSDP00000003662	ENSLSDG00000002809	Lonchura_striata_domestica
ENSTGUP00000012599	ENSTGUG00000012226	Taeniopygia_guttata
ENSPMJP00000022747	ENSPMJG00000016828	Parus_major
ENSCCEP00000020755	ENSCCEG00000018850	Cyanistes_caeruleus
ENSFALP00000006681	ENSFALG00000006387	Ficedula_albicollis
ENSGALP00000064139	ENSGALG00000010340	Gallus_gallus	ENSGALT00000089352
ENSCJPP00005024461	ENSCJPG00005019256	Coturnix_japonica
ENSNMEP00000026579	ENSNMEG00000022384	Numida_meleagris
ENSAPLP00000011684	ENSAPLG00000011877	Anas_platyrhynchos_platyrhynchos
ENSABRP00000004151	ENSABRG00000002595	Anser_brachyrhynchus
ENSAHAP00000012985	ENSAHAG00000009372	Apteryx_haastii
ENSAOWP00000005041	ENSAOWG00000003481	Apteryx_owenii
ENSARWP00000017331	ENSARWG00000011925	Apteryx_rowi
ENSDNVP00000003530	ENSDNVG00000002475	Dromaius_novaehollandiae
ENSNPEP00000010366	ENSNPEG00000007780	Nothoprocta_perdicaria
ENSCPRP00005007180	ENSCPRG00005005097	Crocodylus_porosus
ENSGAGP00000016611	ENSGAGG00000012420	Gopherus_agassizii
ENSCABP00000031169	ENSCABG00000022772	Chelonoidis_abingdonii
ENSCPBP00000037920	ENSCPBG00000026263	Chrysemys_picta_bellii
ENSPSIP00000020078	ENSPSIG00000017794	Pelodiscus_sinensis
ENSHGLP00100004666	ENSHGLG00100003526	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012949	ENSHGLG00000009260	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009458	ENSFDAG00000006571	Fukomys_damarensis
ENSCPOP00000029718	ENSCPOG00000005623	Cavia_porcellus
ENSUPAP00010017503	ENSUPAG00010013566	Urocitellus_parryii
ENSSDAP00000022452	ENSSDAG00000020252	Spermophilus_dauricus
ENSMMMP00000021753	ENSMMMG00000019046	Marmota_marmota_marmota
ENSEEUP00000003063	ENSEEUG00000003322	Erinaceus_europaeus
ENSCHOP00000008245	ENSCHOG00000009308	Choloepus_hoffmanni
ENSETEP00000016198	ENSETEG00000019941	Echinops_telfairi
ENSODEP00000016971	ENSODEG00000012504	Octodon_degus
ENSJJAP00000008893	ENSJJAG00000012936	Jaculus_jaculus
ENSTSYP00000016510	ENSTSYG00000030978	Carlito_syrichta
ENSEASP00005029386	ENSEASG00005019969	Equus_asinus_asinus
ENSPCAP00000008292	ENSPCAG00000008780	Procavia_capensis
ENSPSMP00000020565	ENSPSMG00000014531	Prolemur_simus
ENSPPYP00000006833	ENSPPYG00000006008	Pongo_abelii
ENSCGRP00001010987	ENSCGRG00001012708	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015002029	ENSCGRG00015001537	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007324	ENSCGRG00000005327	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000010260	ENSPEMG00000011267	Peromyscus_maniculatus_bairdii
ENSMOCP00000020571	ENSMOCG00000018205	Microtus_ochrogaster
ENSMSIP00000013261	ENSMSIG00000011107	Mus_spicilegus
MGP_SPRETEiJ_P0034430	MGP_SPRETEiJ_G0018818	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000048809	ENSMUSG00000012609	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0032913	MGP_CAROLIEiJ_G0017972	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083032	MGP_PahariEiJ_G0029731	Mus_pahari_strain_PAHARI_EIJ
ENSMAUP00000010278	ENSMAUG00000011196	Mesocricetus_auratus
ENSMUGP00000016627	ENSMUGG00000014228	Meriones_unguiculatus
ENSNGAP00000000195	ENSNGAG00000000162	Nannospalax_galili
ENSOPRP00000011031	ENSOPRG00000012071	Ochotona_princeps
ENSTTRP00000014529	ENSTTRG00000015322	Tursiops_truncatus
ENSBTAP00000035548	ENSBTAG00000025403	Bos_taurus
ENSCAFP00020002404	ENSCAFG00020001901	Canis_lupus_dingo
ENSSARP00000007845	ENSSARG00000008646	Sorex_araneus
ENSDNOP00000018572	ENSDNOG00000004904	Dasypus_novemcinctus
ENSMEUP00000009082	ENSMEUG00000009919	Notamacropus_eugenii
ENSPCIP00000003233	ENSPCIG00000002659	Phascolarctos_cinereus
ENSSHAP00000019003	ENSSHAG00000016129	Sarcophilus_harrisii
ENSMODP00000007117	ENSMODG00000005740	Monodelphis_domestica
ENSOANP00000025934	ENSOANG00000005068	Ornithorhynchus_anatinus
ENSXETP00000015168	ENSXETG00000003174	Xenopus_tropicalis
ENSLACP00000019655	ENSLACG00000017282	Latimeria_chalumnae
ENSCMIP00000028537	ENSCMIG00000012377	Callorhinchus_milii
ENSPNAP00000024867	ENSPNAG00000009662	Pygocentrus_nattereri
ENSAMXP00000030395	ENSAMXG00000014451	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000043957	ENSEEEG00000020762	Electrophorus_electricus
ENSIPUP00000011185	ENSIPUG00000007622	Ictalurus_punctatus
ENSDARP00000142565	ENSDARG00000036793	Danio_rerio
ENSDCDP00000016121	ENSDCDG00000013165	Denticeps_clupeoides
ENSDCDP00000004593	ENSDCDG00000002330	Denticeps_clupeoides
ENSCHAP00000046704	ENSCHAG00000021116	Clupea_harengus
ENSGWIP00000015991	ENSGWIG00000008237	Gouania_willdenowi
ENSTNIP00000008525	ENSTNIG00000017409	Tetraodon_nigroviridis
ENSMALP00000006946	ENSMALG00000004882	Monopterus_albus
ENSMAMP00000008730	ENSMAMG00000005907	Mastacembelus_armatus
ENSCSEP00000000729	ENSCSEG00000000524	Cynoglossus_semilaevis
ENSTRUP00000046901	ENSTRUG00000023020	Takifugu_rubripes
ENSMMOP00000001603	ENSMMOG00000001347	Mola_mola
ENSAOCP00000019077	ENSAOCG00000024307	Amphiprion_ocellaris
ENSAPEP00000001436	ENSAPEG00000001073	Amphiprion_percula
ENSSPAP00000012429	ENSSPAG00000009438	Stegastes_partitus
ENSGAFP00000025205	ENSGAFG00000017021	Gambusia_affinis
ENSPLAP00000023678	ENSPLAG00000009224	Poecilia_latipinna
ENSXCOP00000012989	ENSXCOG00000009840	Xiphophorus_couchianus
ENSCVAP00000019082	ENSCVAG00000022405	Cyprinodon_variegatus
ENSORLP00020005362	ENSORLG00020006171	Oryzias_latipes_ASM223471v1
ENSORLP00000029965	ENSORLG00000024651	Oryzias_latipes_ASM223467v1
ENSORLP00015005092	ENSORLG00015005905	Oryzias_latipes_ASM223469v1
ENSOMEP00000019058	ENSOMEG00000020849	Oryzias_melastigma
ENSACLP00000036202	ENSACLG00000024531	Astatotilapia_calliptera
ENSMZEP00005027956	ENSMZEG00005020854	Maylandia_zebra
ENSPNYP00000028579	ENSPNYG00000021526	Pundamilia_nyererei
ENSNBRP00000005050	ENSNBRG00000004022	Neolamprologus_brichardi
ENSACIP00000010443	ENSACIG00000008186	Amphilophus_citrinellus
ENSACLP00000036209	ENSACLG00000024537	Astatotilapia_calliptera
ENSPRNP00000031810	ENSPRNG00000015940	Parambassis_ranga
ENSPLAP00000023688	ENSPLAG00000009247	Poecilia_latipinna
ENSHCOP00000024552	ENSHCOG00000013993	Hippocampus_comes
ENSLCRP00005045649	ENSLCRG00005017425	Larimichthys_crocea
ENSCGOP00000033197	ENSCGOG00000015308	Cottoperca_gobio
ENSGACP00000010063	ENSGACG00000007580	Gasterosteus_aculeatus
ENSBSLP00000051044	ENSBSLG00000024202	Betta_splendens
ENSPFOP00000014886	ENSPFOG00000014806	Poecilia_formosa
ENSPMEP00000027618	ENSPMEG00000012146	Poecilia_mexicana
ENSPREP00000013981	ENSPREG00000009465	Poecilia_reticulata
ENSXMAP00000014784	ENSXMAG00000014737	Xiphophorus_maculatus
ENSFHEP00000031635	ENSFHEG00000017664	Fundulus_heteroclitus
ENSKMAP00000003183	ENSKMAG00000002437	Kryptolebias_marmoratus
ENSATEP00000002064	ENSATEG00000001482	Anabas_testudineus
ENSLBEP00000000566	ENSLBEG00000000473	Labrus_bergylta
ENSHBUP00000016700	ENSHBUG00000018667	Haplochromis_burtoni
ENSONIP00000025435	ENSONIG00000020189	Oreochromis_niloticus
ENSAPOP00000002033	ENSAPOG00000003392	Acanthochromis_polyacanthus
ENSSDUP00000004894	ENSSDUG00000003617	Seriola_dumerili
ENSSLDP00000027304	ENSSLDG00000021195	Seriola_lalandi_dorsalis
ENSSMAP00000007776	ENSSMAG00000004813	Scophthalmus_maximus
ENSLCAP00010042598	ENSLCAG00010019793	Lates_calcarifer
ENSPMGP00000023440	ENSPMGG00000018956	Periophthalmus_magnuspinnatus
ENSGMOP00000016421	ENSGMOG00000015266	Gadus_morhua
ENSHHUP00000042189	ENSHHUG00000026025	Hucho_hucho
ENSHHUP00000012676	ENSHHUG00000007754	Hucho_hucho
ENSELUP00000006321	ENSELUG00000007250	Esox_lucius
ENSPKIP00000016933	ENSPKIG00000003052	Paramormyrops_kingsleyae
ENSSFOP00015037629	ENSSFOG00015023950	Scleropages_formosus
ENSLOCP00000012947	ENSLOCG00000010563	Lepisosteus_oculatus
ENSNBRP00000005029	ENSNBRG00000004002	Neolamprologus_brichardi
ENSEBUP00000025797	ENSEBUG00000015896	Eptatretus_burgeri
ENSECRP00000026490	ENSECRG00000017869	Erpetoichthys_calabaricus
ENSCMIP00000027462	ENSCMIG00000011960	Callorhinchus_milii
ENSEBUP00000017096	ENSEBUG00000010688	Eptatretus_burgeri
ENSPMAP00000008856	ENSPMAG00000008053	Petromyzon_marinus
ENSCINP00000036370	ENSCING00000019448	Ciona_intestinalis
ENSCSAVP00000016189	ENSCSAVG00000009522	Ciona_savignyi
FBpp0084177	FBgn0051108	Drosophila_melanogaster
C55A6.2b.1	WBGene00008331	Caenorhabditis_elegans_strain_N2
